code,months,sampling,year,bin,signals,complete,unmatured,missing_execution,missing_terminal,median_return
000300,3,daily,2018,4,20,20,0,0,0,-0.11187964977333714
000300,3,daily,2019,0,4,4,0,0,0,0.3353374752604825
000300,3,daily,2019,1,46,46,0,0,0,0.0767777510190448
000300,3,daily,2019,2,144,144,0,0,0,0.03183798934392565
000300,3,daily,2019,3,50,50,0,0,0,-0.0065115851056420995
000300,3,daily,2020,1,23,23,0,0,0,0.2391434758578909
000300,3,daily,2020,2,78,78,0,0,0,0.13042477806423064
000300,3,daily,2020,3,59,59,0,0,0,0.115670029904126
000300,3,daily,2020,4,83,83,0,0,0,0.047186170272939
000300,3,daily,2021,1,46,46,0,0,0,-0.0700698382068633
000300,3,daily,2021,2,114,114,0,0,0,-0.02146488037694195
000300,3,daily,2021,3,26,26,0,0,0,0.00028014396411855003
000300,3,daily,2021,4,57,57,0,0,0,-0.0501916660550664
000300,3,daily,2022,0,119,119,0,0,0,0.0301826146268071
000300,3,daily,2022,1,118,118,0,0,0,-0.07775879141614465
000300,3,daily,2022,2,5,5,0,0,0,-0.1545071727917474
000300,3,daily,2023,0,70,70,0,0,0,-0.00241037930969815
000300,3,daily,2023,1,97,97,0,0,0,-0.0514919004453637
000300,3,daily,2023,2,75,75,0,0,0,-0.0338005985770093
000300,3,daily,2024,0,23,23,0,0,0,0.085294150362057
000300,3,daily,2024,1,64,64,0,0,0,0.16064614216140705
000300,3,daily,2024,2,106,106,0,0,0,-0.0098915077312196
000300,3,daily,2024,3,49,49,0,0,0,-0.0199949689150823
000300,3,daily,2025,1,40,40,0,0,0,0.17122079790792494
000300,3,daily,2025,2,90,90,0,0,0,0.002616895310079
000300,3,daily,2025,3,69,69,0,0,0,0.0352669546654915
000300,3,daily,2025,4,44,44,0,0,0,0.0189137035001197
000300,3,daily,2026,1,6,0,6,0,0,
000300,3,daily,2026,2,19,0,19,0,0,
000300,3,daily,2026,3,102,76,26,0,0,-0.0124626809829
000300,3,daily,2026,4,49,33,16,0,0,0.0414098679320793
000300,6,daily,2010,0,6,6,0,0,0,0.2337855837605926
000300,6,daily,2010,1,171,171,0,0,0,0.0959188961155437
000300,6,daily,2010,2,57,57,0,0,0,-0.0656602720783119
000300,6,daily,2010,3,8,8,0,0,0,-0.10201429648128105
000300,6,daily,2011,0,103,103,0,0,0,-0.0401493899001219
000300,6,daily,2011,1,93,93,0,0,0,-0.1030137166974413
000300,6,daily,2011,2,48,48,0,0,0,-0.16484178690847084
000300,6,daily,2012,0,28,28,0,0,0,0.13795261035725181
000300,6,daily,2012,1,186,186,0,0,0,0.033573977929886645
000300,6,daily,2012,2,29,29,0,0,0,-0.1352369430429344
000300,6,daily,2013,1,52,52,0,0,0,-0.049685835793432304
000300,6,daily,2013,2,165,165,0,0,0,-0.056647466670348
000300,6,daily,2013,3,21,21,0,0,0,-0.1113650841233561
000300,6,daily,2014,0,33,33,0,0,0,0.4928972704300065
000300,6,daily,2014,1,104,104,0,0,0,0.1511774563384734
000300,6,daily,2014,2,6,6,0,0,0,0.4900371959289126
000300,6,daily,2014,3,102,102,0,0,0,0.6529730388583502
000300,6,daily,2015,1,20,20,0,0,0,-0.0634906800660557
000300,6,daily,2015,2,68,68,0,0,0,-0.1450723743265557
000300,6,daily,2015,3,21,21,0,0,0,-0.2138938704290391
000300,6,daily,2015,4,135,135,0,0,0,-0.1880605551814164
000300,6,daily,2016,0,11,11,0,0,0,0.1094799903608514
000300,6,daily,2016,1,111,111,0,0,0,0.0801140398005384
000300,6,daily,2016,2,82,82,0,0,0,0.04357913811006295
000300,6,daily,2016,3,40,40,0,0,0,0.02873121612907555
000300,6,daily,2017,2,20,20,0,0,0,0.120693663500659
000300,6,daily,2017,3,206,206,0,0,0,0.11720985459456465
000300,6,daily,2017,4,18,18,0,0,0,-0.0431893763886613
000300,6,daily,2018,0,8,8,0,0,0,0.27658926842911935
000300,6,daily,2018,1,121,121,0,0,0,0.1269240557040738
000300,6,daily,2018,2,56,56,0,0,0,-0.1483944965999574
000300,6,daily,2018,3,38,38,0,0,0,-0.16482152650737836
000300,6,daily,2018,4,20,20,0,0,0,-0.1680414875313322
000300,6,daily,2019,0,4,4,0,0,0,0.27735509743527675
000300,6,daily,2019,1,46,46,0,0,0,0.1030328483305811
000300,6,daily,2019,2,144,144,0,0,0,0.0586406100120654
000300,6,daily,2019,3,50,50,0,0,0,0.04177695727473095
000300,6,daily,2020,1,23,23,0,0,0,0.2840856944721674
000300,6,daily,2020,2,78,78,0,0,0,0.2526709004586068
000300,6,daily,2020,3,59,59,0,0,0,0.0849996078072503
000300,6,daily,2020,4,83,83,0,0,0,0.0918799170195985
000300,6,daily,2021,1,46,46,0,0,0,-0.16562060644714177
000300,6,daily,2021,2,114,114,0,0,0,-0.0538116403991486
000300,6,daily,2021,3,26,26,0,0,0,-0.02550516965046315
000300,6,daily,2021,4,57,57,0,0,0,-0.0616850607449602
000300,6,daily,2022,0,119,119,0,0,0,-0.0100645303545168
000300,6,daily,2022,1,118,118,0,0,0,-0.05812713287520515
000300,6,daily,2022,2,5,5,0,0,0,-0.0890309281133073
000300,6,daily,2023,0,70,70,0,0,0,0.023398521819867547
000300,6,daily,2023,1,97,97,0,0,0,-0.0783420328519026
000300,6,daily,2023,2,75,75,0,0,0,-0.0747264595699267
000300,6,daily,2024,0,23,23,0,0,0,0.0971376631018274
000300,6,daily,2024,1,64,64,0,0,0,0.14027761673508665
000300,6,daily,2024,2,106,106,0,0,0,0.11456030752478236
000300,6,daily,2024,3,49,49,0,0,0,-0.0192964216974107
000300,6,daily,2025,1,40,40,0,0,0,0.20340234968494905
000300,6,daily,2025,2,90,90,0,0,0,0.17246451579522853
000300,6,daily,2025,3,69,69,0,0,0,0.089746623891918
000300,6,daily,2025,4,44,44,0,0,0,0.040824101619952397
000300,6,daily,2026,1,6,0,6,0,0,
000300,6,daily,2026,2,19,0,19,0,0,
000300,6,daily,2026,3,102,21,81,0,0,-0.0007253015171617
000300,6,daily,2026,4,49,27,22,0,0,1.470726656682686e-06
000300,12,daily,2010,0,6,6,0,0,0,0.22743143424272927
000300,12,daily,2010,1,171,171,0,0,0,0.0108791977611939
000300,12,daily,2010,2,57,57,0,0,0,-0.1655747001616834
000300,12,daily,2010,3,8,8,0,0,0,-0.21105939695978182
000300,12,daily,2011,0,103,103,0,0,0,-0.1285812928241356
000300,12,daily,2011,1,93,93,0,0,0,-0.176076092930461
000300,12,daily,2011,2,48,48,0,0,0,-0.19945583924959476
000300,12,daily,2012,0,28,28,0,0,0,0.08560961406331075
000300,12,daily,2012,1,186,186,0,0,0,0.0300384028290023
000300,12,daily,2012,2,29,29,0,0,0,-0.020904296522671
000300,12,daily,2013,1,52,52,0,0,0,0.1012601533122883
000300,12,daily,2013,2,165,165,0,0,0,-0.0577605213353364
000300,12,daily,2013,3,21,21,0,0,0,-0.1559061069949879
000300,12,daily,2014,0,33,33,0,0,0,1.3389275783153285
000300,12,daily,2014,1,104,104,0,0,0,0.8592248877906774
000300,12,daily,2014,2,6,6,0,0,0,0.6684723845805384
000300,12,daily,2014,3,102,102,0,0,0,0.40681248260605973
000300,12,daily,2015,1,20,20,0,0,0,-0.01971373114091945
000300,12,daily,2015,2,68,68,0,0,0,-0.0378196857029667
000300,12,daily,2015,3,21,21,0,0,0,-0.1376887072907957
000300,12,daily,2015,4,135,135,0,0,0,-0.2050733267265716
000300,12,daily,2016,0,11,11,0,0,0,0.1670219708505547
000300,12,daily,2016,1,111,111,0,0,0,0.1301538835971813
000300,12,daily,2016,2,82,82,0,0,0,0.18793489136172564
000300,12,daily,2016,3,40,40,0,0,0,0.2155175108650069
000300,12,daily,2017,2,20,20,0,0,0,0.2989845006292967
000300,12,daily,2017,3,206,206,0,0,0,-0.034304466313376
000300,12,daily,2017,4,18,18,0,0,0,-0.17167742948335935
000300,12,daily,2018,0,8,8,0,0,0,0.3624139934225513
000300,12,daily,2018,1,121,121,0,0,0,0.208045293186355
000300,12,daily,2018,2,56,56,0,0,0,-0.0045515182604392995
000300,12,daily,2018,3,38,38,0,0,0,-0.06949068032374081
000300,12,daily,2018,4,20,20,0,0,0,-0.21368712835759857
000300,12,daily,2019,0,4,4,0,0,0,0.39230527775838986
000300,12,daily,2019,1,46,46,0,0,0,0.26917352715558707
000300,12,daily,2019,2,144,144,0,0,0,0.2435700417759685
000300,12,daily,2019,3,50,50,0,0,0,0.00617536893536665
000300,12,daily,2020,1,23,23,0,0,0,0.3609203177043298
000300,12,daily,2020,2,78,78,0,0,0,0.35062464671688354
000300,12,daily,2020,3,59,59,0,0,0,0.0713616609848548
000300,12,daily,2020,4,83,83,0,0,0,0.0458219977887923
000300,12,daily,2021,1,46,46,0,0,0,-0.2010885551522029
000300,12,daily,2021,2,114,114,0,0,0,-0.15889694569770113
000300,12,daily,2021,3,26,26,0,0,0,-0.16655411976539855
000300,12,daily,2021,4,57,57,0,0,0,-0.1384101819242245
000300,12,daily,2022,0,119,119,0,0,0,-0.0164873016722885
000300,12,daily,2022,1,118,118,0,0,0,-0.0814121879421732
000300,12,daily,2022,2,5,5,0,0,0,-0.1162624821683309
000300,12,daily,2023,0,70,70,0,0,0,0.14642823614128914
000300,12,daily,2023,1,97,97,0,0,0,-0.0979681000460499
000300,12,daily,2023,2,75,75,0,0,0,-0.0934726061103898
000300,12,daily,2024,0,23,23,0,0,0,0.2087194191451653
000300,12,daily,2024,1,64,64,0,0,0,0.22243616480634948
000300,12,daily,2024,2,106,106,0,0,0,0.13422245207176203
000300,12,daily,2024,3,49,49,0,0,0,0.1903297105529902
000300,12,daily,2025,1,40,40,0,0,0,0.29639205957021464
000300,12,daily,2025,2,90,90,0,0,0,0.24239441222241886
000300,12,daily,2025,3,69,31,38,0,0,0.1435463072663363
000300,12,daily,2025,4,44,15,29,0,0,0.0320675782687234
000300,12,daily,2026,1,6,0,6,0,0,
000300,12,daily,2026,2,19,0,19,0,0,
000300,12,daily,2026,3,102,0,102,0,0,
000300,12,daily,2026,4,49,0,49,0,0,
000651,3,daily,2012,0,18,18,0,0,0,0.2552672710822277
000651,3,daily,2012,1,187,186,0,1,0,0.06017618285793
000651,3,daily,2012,2,21,21,0,0,0,0.1363636363636367
000651,3,daily,2012,3,1,1,0,0,0,0.1123244929797198
000651,3,daily,2013,1,52,50,0,1,1,0.17429780602466122
000651,3,daily,2013,2,147,147,0,0,0,0.0080047293691358
000651,3,daily,2013,3,38,38,0,0,0,-0.07702240783053266
000651,3,daily,2014,0,49,49,0,0,0,0.0
000651,3,daily,2014,1,145,145,0,0,0,0.0658911629046932
000651,3,daily,2014,2,30,30,0,0,0,0.08226126195618574
000651,3,daily,2014,3,21,21,0,0,0,0.1240473061760836
000651,3,daily,2015,0,49,40,0,0,9,0.07633169172127324
000651,3,daily,2015,1,34,20,0,0,14,0.0652636488507277
000651,3,daily,2015,2,28,20,0,0,8,-0.1452972568481887
000651,3,daily,2015,3,81,81,0,0,0,0.1443917062203339
000651,3,daily,2015,4,52,52,0,0,0,-0.3497563354345862
000651,3,daily,2016,0,22,1,0,1,20,0.2070895522388056
000651,3,daily,2016,1,26,16,0,1,9,0.13998179117041493
000651,3,daily,2016,2,21,21,0,0,0,0.1275440976933519
000651,3,daily,2016,3,21,20,0,1,0,0.21512969094922715
000651,3,daily,2016,4,4,4,0,0,0,0.1112475640077953
000651,3,daily,2017,2,35,35,0,0,0,0.249189627228525
000651,3,daily,2017,3,196,194,0,1,1,0.2084923415147769
000651,3,daily,2017,4,12,12,0,0,0,0.013954427745296049
000651,3,daily,2018,0,54,53,0,0,1,0.1844046364594318
000651,3,daily,2018,1,66,66,0,0,0,-0.035301835443478355
000651,3,daily,2018,2,38,38,0,0,0,-0.1677220999585646
000651,3,daily,2018,3,66,66,0,0,0,-0.08012365423622986
000651,3,daily,2018,4,19,19,0,0,0,-0.1356151711378351
000651,3,daily,2019,0,13,9,0,0,4,0.5056434837903092
000651,3,daily,2019,1,34,34,0,0,0,0.2416515135580743
000651,3,daily,2019,2,125,121,0,2,2,0.1035369774919612
000651,3,daily,2019,3,63,63,0,0,0,-0.0075126962815944
000651,3,daily,2019,4,3,3,0,0,0,-0.1080505000819802
000651,3,daily,2020,2,95,95,0,0,0,0.0738709325463833
000651,3,daily,2020,3,147,147,0,0,0,-0.0360129793917632
000651,3,daily,2021,1,155,155,0,0,0,-0.1326908821349148
000651,3,daily,2021,2,55,55,0,0,0,-0.16719768760799
000651,3,daily,2021,3,33,33,0,0,0,-0.046676970633694
000651,3,daily,2022,0,115,115,0,0,0,0.0656840756167891
000651,3,daily,2022,1,108,108,0,0,0,-0.011707869329772101
000651,3,daily,2022,2,19,19,0,0,0,-0.02711170210328
000651,3,daily,2023,0,8,8,0,0,0,0.00658119775062645
000651,3,daily,2023,1,130,130,0,0,0,0.036029656264192494
000651,3,daily,2023,2,100,100,0,0,0,-0.00226147065934235
000651,3,daily,2023,3,4,4,0,0,0,-0.046425934766880894
000651,3,daily,2024,1,27,27,0,0,0,0.2879215571546287
000651,3,daily,2024,2,147,147,0,0,0,0.0475065616797907
000651,3,daily,2024,3,60,60,0,0,0,-0.00216700494405415
000651,3,daily,2024,4,8,8,0,0,0,-0.05634485239435025
000651,3,daily,2025,1,103,103,0,0,0,-0.0419699053288381
000651,3,daily,2025,2,116,116,0,0,0,0.0232206181326374
000651,3,daily,2025,3,24,24,0,0,0,0.0059747207738206996
000651,3,daily,2026,0,16,16,0,0,0,0.06625712665691515
000651,3,daily,2026,1,87,73,14,0,0,0.0147334583444951
000651,3,daily,2026,2,71,20,51,0,0,0.03356034103439345
000651,3,daily,2026,3,2,0,2,0,0,
000651,6,daily,2012,0,18,18,0,0,0,0.38651573812237316
000651,6,daily,2012,1,187,186,0,1,0,0.14527718893711405
000651,6,daily,2012,2,21,21,0,0,0,0.0458677685950412
000651,6,daily,2012,3,1,1,0,0,0,-0.0405616224648986
000651,6,daily,2013,1,52,51,0,1,0,0.1057692307692299
000651,6,daily,2013,2,147,146,0,0,1,0.0435912944538546
000651,6,daily,2013,3,38,38,0,0,0,-0.05250412416358185
000651,6,daily,2014,0,49,49,0,0,0,0.2719449225473322
000651,6,daily,2014,1,145,145,0,0,0,0.3113812901046935
000651,6,daily,2014,2,30,30,0,0,0,0.0883755651630031
000651,6,daily,2014,3,21,21,0,0,0,0.6298971936649065
000651,6,daily,2015,0,49,0,0,0,49,
000651,6,daily,2015,1,34,1,0,0,33,-0.0851975249881017
000651,6,daily,2015,2,28,20,0,0,8,-0.14815141425045564
000651,6,daily,2015,3,81,81,0,0,0,-0.1252858907462477
000651,6,daily,2015,4,52,52,0,0,0,-0.2583260782666005
000651,6,daily,2016,0,22,1,0,1,20,0.3129664179104476
000651,6,daily,2016,1,26,16,0,1,9,0.4679826476044975
000651,6,daily,2016,2,21,21,0,0,0,0.3940081706763509
000651,6,daily,2016,3,21,20,0,1,0,0.549435706401767
000651,6,daily,2016,4,4,4,0,0,0,0.36273481743040337
000651,6,daily,2017,2,35,35,0,0,0,0.5879564849116945
000651,6,daily,2017,3,196,193,0,1,2,0.2908963251994492
000651,6,daily,2017,4,12,12,0,0,0,0.26400608153749316
000651,6,daily,2018,0,54,54,0,0,0,0.43017754224903837
000651,6,daily,2018,1,66,65,0,0,1,0.1271995977878339
000651,6,daily,2018,2,38,38,0,0,0,-0.21031651905180915
000651,6,daily,2018,3,66,66,0,0,0,-0.193839444382634
000651,6,daily,2018,4,19,19,0,0,0,-0.2243799269371271
000651,6,daily,2019,0,13,13,0,0,0,0.5035559678416837
000651,6,daily,2019,1,34,34,0,0,0,0.24259824532419422
000651,6,daily,2019,2,125,123,0,2,0,0.0976216466609307
000651,6,daily,2019,3,63,61,0,0,2,0.043605813183523
000651,6,daily,2019,4,3,3,0,0,0,-0.0086944240632997
000651,6,daily,2020,2,95,95,0,0,0,0.0481804624017798
000651,6,daily,2020,3,147,147,0,0,0,0.0609727578607588
000651,6,daily,2021,1,155,155,0,0,0,-0.1479744181410303
000651,6,daily,2021,2,55,55,0,0,0,-0.2802023002534859
000651,6,daily,2021,3,33,33,0,0,0,-0.2200569618107228
000651,6,daily,2022,0,115,115,0,0,0,0.1070206231695423
000651,6,daily,2022,1,108,108,0,0,0,0.10631132628258975
000651,6,daily,2022,2,19,19,0,0,0,0.0546347827130018
000651,6,daily,2023,0,8,8,0,0,0,0.16671866442964783
000651,6,daily,2023,1,130,130,0,0,0,0.1219575726318392
000651,6,daily,2023,2,100,100,0,0,0,-0.03163560113369015
000651,6,daily,2023,3,4,4,0,0,0,-0.1502242237948963
000651,6,daily,2024,1,27,27,0,0,0,0.2259885582128111
000651,6,daily,2024,2,147,147,0,0,0,0.1270501405810695
000651,6,daily,2024,3,60,60,0,0,0,0.06732846327213035
000651,6,daily,2024,4,8,8,0,0,0,-0.059461715001043455
000651,6,daily,2025,1,103,103,0,0,0,-0.049398018668186
000651,6,daily,2025,2,116,116,0,0,0,-0.05111432377811545
000651,6,daily,2025,3,24,24,0,0,0,0.0007440740254143997
000651,6,daily,2026,0,16,0,16,0,0,
000651,6,daily,2026,1,87,48,39,0,0,0.045859282009480695
000651,6,daily,2026,2,71,0,71,0,0,
000651,6,daily,2026,3,2,0,2,0,0,
000651,12,daily,2012,0,18,18,0,0,0,0.3722561692523786
000651,12,daily,2012,1,187,185,0,1,1,0.3078316408606836
000651,12,daily,2012,2,21,21,0,0,0,0.3261605890494501
000651,12,daily,2012,3,1,1,0,0,0,0.2825350922019567
000651,12,daily,2013,1,52,51,0,1,0,0.2326835114351335
000651,12,daily,2013,2,147,147,0,0,0,0.1366996066315566
000651,12,daily,2013,3,38,38,0,0,0,0.04073769490501055
000651,12,daily,2014,0,49,49,0,0,0,0.9920826161790002
000651,12,daily,2014,1,145,145,0,0,0,0.4927563454167429
000651,12,daily,2014,2,30,30,0,0,0,0.4802132510701266
000651,12,daily,2014,3,21,21,0,0,0,0.2424443638267386
000651,12,daily,2015,0,49,36,0,0,13,0.39905035401526523
000651,12,daily,2015,1,34,23,0,0,11,0.3430356442217719
000651,12,daily,2015,2,28,13,0,0,15,0.1423876714911853
000651,12,daily,2015,3,81,26,0,0,55,-0.02024046762188475
000651,12,daily,2015,4,52,0,0,0,52,
000651,12,daily,2016,0,22,21,0,1,0,0.4599081161174281
000651,12,daily,2016,1,26,25,0,1,0,0.7654902246563691
000651,12,daily,2016,2,21,21,0,0,0,0.8348462844855058
000651,12,daily,2016,3,21,20,0,1,0,0.8367774874434762
000651,12,daily,2016,4,4,4,0,0,0,0.7465172589293384
000651,12,daily,2017,2,35,35,0,0,0,1.1040732847621824
000651,12,daily,2017,3,196,195,0,1,0,0.1127500000000001
000651,12,daily,2017,4,12,12,0,0,0,0.15202101890090935
000651,12,daily,2018,0,54,53,0,0,1,0.6707688034615884
000651,12,daily,2018,1,66,66,0,0,0,0.43034444343759737
000651,12,daily,2018,2,38,36,0,0,2,0.14654971170245745
000651,12,daily,2018,3,66,64,0,0,2,-0.07192588140488915
000651,12,daily,2018,4,19,19,0,0,0,-0.2238241124526933
000651,12,daily,2019,0,13,13,0,0,0,0.9244819234362572
000651,12,daily,2019,1,34,34,0,0,0,0.44909221636956553
000651,12,daily,2019,2,125,123,0,2,0,0.0820531522761507
000651,12,daily,2019,3,63,63,0,0,0,0.0664407555669859
000651,12,daily,2019,4,3,3,0,0,0,-0.0738474893300398
000651,12,daily,2020,2,95,95,0,0,0,-0.0015745458184428
000651,12,daily,2020,3,147,147,0,0,0,-0.1393210139901035
000651,12,daily,2021,1,155,155,0,0,0,-0.1409561959161367
000651,12,daily,2021,2,55,55,0,0,0,-0.3855489232101944
000651,12,daily,2021,3,33,33,0,0,0,-0.3440310379861359
000651,12,daily,2022,0,115,115,0,0,0,0.209667472600959
000651,12,daily,2022,1,108,108,0,0,0,0.1046853694480619
000651,12,daily,2022,2,19,19,0,0,0,0.1859604652773658
000651,12,daily,2023,0,8,8,0,0,0,0.48590915393114464
000651,12,daily,2023,1,130,130,0,0,0,0.19687219594560273
000651,12,daily,2023,2,100,100,0,0,0,0.1021700264446372
000651,12,daily,2023,3,4,4,0,0,0,0.0024846692089806003
000651,12,daily,2024,1,27,27,0,0,0,0.3379204337967221
000651,12,daily,2024,2,147,147,0,0,0,0.2122491073859844
000651,12,daily,2024,3,60,60,0,0,0,0.08042776533816215
000651,12,daily,2024,4,8,8,0,0,0,-0.09720309986543375
000651,12,daily,2025,1,103,46,57,0,0,-0.0967931152036339
000651,12,daily,2025,2,116,106,10,0,0,-0.054975521269514147
000651,12,daily,2025,3,24,24,0,0,0,-0.07146363301549225
000651,12,daily,2026,0,16,0,16,0,0,
000651,12,daily,2026,1,87,0,87,0,0,
000651,12,daily,2026,2,71,0,71,0,0,
000651,12,daily,2026,3,2,0,2,0,0,
300308,3,daily,2018,1,124,124,0,0,0,-0.022744005547955498
300308,3,daily,2018,2,52,52,0,0,0,-0.31183817347906007
300308,3,daily,2018,3,45,45,0,0,0,-0.1725071225071217
300308,3,daily,2019,0,57,57,0,0,0,0.3154597845151599
300308,3,daily,2019,1,110,110,0,0,0,0.1005730843487606
300308,3,daily,2019,2,77,77,0,0,0,0.1075376884422116
300308,3,daily,2020,0,5,5,0,0,0,0.0791666666666679
300308,3,daily,2020,1,96,96,0,0,0,-0.0339366082096666
300308,3,daily,2020,2,126,126,0,0,0,-0.07736106462701209
300308,3,daily,2020,3,15,15,0,0,0,-0.0903614457831319
300308,3,daily,2021,0,47,47,0,0,0,0.1446745562130174
300308,3,daily,2021,1,159,159,0,0,0,-0.0295674596232916
300308,3,daily,2021,2,37,37,0,0,0,-0.2470588235294122
300308,3,daily,2022,0,57,57,0,0,0,0.1235068003135235
300308,3,daily,2022,1,158,158,0,0,0,-0.045129440845930596
300308,3,daily,2022,2,27,27,0,0,0,-0.1121076233183857
300308,3,daily,2023,0,16,16,0,0,0,1.463511590514896
300308,3,daily,2023,1,4,4,0,0,0,1.5582992741962296
300308,3,daily,2023,2,68,68,0,0,0,0.6361925525364904
300308,3,daily,2023,3,62,62,0,0,0,0.10774782068357319
300308,3,daily,2023,4,92,92,0,0,0,-0.10886369984409265
300308,3,daily,2024,1,77,77,0,0,0,0.1071070298634155
300308,3,daily,2024,2,136,136,0,0,0,-0.03138375720392625
300308,3,daily,2024,3,29,29,0,0,0,0.0747613643949012
300308,3,daily,2025,0,7,7,0,0,0,0.8066137848937198
300308,3,daily,2025,1,80,80,0,0,0,1.1935166702085775
300308,3,daily,2025,2,46,46,0,0,0,0.196466513459294
300308,3,daily,2025,3,99,99,0,0,0,0.3209332418635053
300308,3,daily,2025,4,11,11,0,0,0,0.4737203195994059
300308,3,daily,2026,2,55,31,24,0,0,0.4908538466285383
300308,3,daily,2026,3,121,78,43,0,0,0.3495717444869586
300308,6,daily,2018,1,124,124,0,0,0,0.036349372668150956
300308,6,daily,2018,2,52,52,0,0,0,-0.34535802784596437
300308,6,daily,2018,3,45,45,0,0,0,-0.4207875007884692
300308,6,daily,2019,0,57,57,0,0,0,0.4611901681759365
300308,6,daily,2019,1,110,110,0,0,0,0.3949866671989945
300308,6,daily,2019,2,77,77,0,0,0,0.2680036463081137
300308,6,daily,2020,0,5,5,0,0,0,-0.2835416666666659
300308,6,daily,2020,1,96,96,0,0,0,-0.2635267047199818
300308,6,daily,2020,2,126,126,0,0,0,-0.11555570130411061
300308,6,daily,2020,3,15,15,0,0,0,-0.1576980900573287
300308,6,daily,2021,0,47,47,0,0,0,-0.0830459770114949
300308,6,daily,2021,1,159,159,0,0,0,-0.030272546789215
300308,6,daily,2021,2,37,37,0,0,0,-0.2578537431513501
300308,6,daily,2022,0,57,57,0,0,0,-0.0339233974109828
300308,6,daily,2022,1,158,158,0,0,0,-0.059647340284357656
300308,6,daily,2022,2,27,27,0,0,0,-0.0117211597779161
300308,6,daily,2023,0,16,16,0,0,0,4.097174444311153
300308,6,daily,2023,1,4,4,0,0,0,3.307330246570382
300308,6,daily,2023,2,68,68,0,0,0,1.0867886900321417
300308,6,daily,2023,3,62,62,0,0,0,0.6371944342215821
300308,6,daily,2023,4,92,92,0,0,0,-0.034768813180895544
300308,6,daily,2024,1,77,77,0,0,0,-0.0377457991592289
300308,6,daily,2024,2,136,136,0,0,0,-0.021764876659816898
300308,6,daily,2024,3,29,29,0,0,0,-0.0884379344182174
300308,6,daily,2025,0,7,7,0,0,0,4.052521296841964
300308,6,daily,2025,1,80,80,0,0,0,3.727985858290883
300308,6,daily,2025,2,46,46,0,0,0,2.186393484397449
300308,6,daily,2025,3,99,99,0,0,0,1.070980297996087
300308,6,daily,2025,4,11,11,0,0,0,0.4150090825358652
300308,6,daily,2026,2,55,9,46,0,0,0.6180499535199004
300308,6,daily,2026,3,121,39,82,0,0,0.6713778816289109
300308,12,daily,2018,1,124,124,0,0,0,0.3567138472043514
300308,12,daily,2018,2,52,52,0,0,0,-0.2969526954678928
300308,12,daily,2018,3,45,45,0,0,0,-0.2388612906232791
300308,12,daily,2019,0,57,57,0,0,0,0.8693447935352603
300308,12,daily,2019,1,110,110,0,0,0,0.5190230086629684
300308,12,daily,2019,2,77,77,0,0,0,0.1719544215778765
300308,12,daily,2020,0,5,5,0,0,0,-0.3035131564562623
300308,12,daily,2020,1,96,96,0,0,0,-0.3153443623385358
300308,12,daily,2020,2,126,126,0,0,0,-0.33843278760868584
300308,12,daily,2020,3,15,15,0,0,0,-0.3294818629830943
300308,12,daily,2021,0,47,47,0,0,0,-0.1496125123919705
300308,12,daily,2021,1,159,159,0,0,0,-0.1674438366233375
