security_code,security_name,attention_class,quality_tier,q2_moat_score,q1_business_model_score,quality_score,primary_strategy_tag,moat_summary,capital_replicability,peer_comparison,garbage_reason,boundary_recheck_trigger,tier_reason,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,flags,score_reason,evidence_status,evidence_note,score_version,scored_at,prior_tier,score_batch,watch_action,evidence_sources,decision_log_summary,analysis_batch_id,reviewed_at_utc,workflow_version,evidence_available_at,q1_reason,q2_moat_type,q2_erosion_paths,q3_reason,q4_reason,tactical_thesis,l4_since
002837,英维克,boundary_pending,L2,71,68,71.7,D-产业链爆发/关键瓶颈型,精密温控平台+AIDC液冷第一梯队卡位（端到端全链条方案），数据中心/储能温控客户积累；前瞻侵蚀（规则8标注）：液冷格局未固化（申菱/高澜/曙光数创+海外Vertiv竞争）、AI资本开支周期、毛利率承压（27.9%）。,温控可靠性与客户认证+工程交付体系难速成，测试通过。,国内AIDC液冷第一梯队首位；对照海外Vertiv体量小；收入+32%/ROE16.6%。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,76,74,0,,液冷全链条能力+客户绑定，门槛可被追；Q3 AIDC放量再投回报好,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 30.17 亿(+17.2%)、归母 1.85 亿(-14.3%)、ROE 5.19%（25H1 7.17%）、毛利 24.93%（25H1 26.15%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。液冷全链条能力+客户绑定，AIDC 放量。70→71 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 客户锁定；复制测试 doubtful；置信 medium）：温控无牌照/稀缺要素，认证周期 1-2 年，维谛/台达/申菱/曙光数创等均在场；营收年增 30% 的同时毛利 35.8→24.9 四年连降、2026Q1 净利率 1.2%，放量不带定价权，复制测试存疑。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L2,B10电新,upgrade(旧L3),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_04.jsonl),AIDC液冷第一梯队+温控平台，收入+32%，格局未固化为标注风险，由L3升L2。,tier_rebuild_202607_b08,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-25,毛利率承压（27.9%）、AI 资本开支周期；收入 +32%/ROE 16.6%,转换成本与认证锁定（AIDC 液冷端到端全链条方案+数据中心/储能客户积累；格局未固化、门槛可被追）,液冷格局未固化（申菱/高澜/曙光数创+海外Vertiv竞争）、AI资本开支周期、毛利率承压（27.9%）。,AIDC 放量再投回报好——再投资路径,,,
002906,华阳集团,boundary_pending,L2,70,64,68.5,C-GARP成长型,智能座舱/HUD国产第一梯队（HUD份额领先）+精密压铸，主机厂定点与车规积累；前瞻侵蚀：德赛西威压制（座舱域控）、车企年降、HUD渗透率竞争（华为等入局）。,车规认证与定点积累难速成，但域控层被更强者覆盖，测试部分通过。,对照德赛西威（L2锚）：平台位置与盈利质量（NM6%对7.6%、ROE11.7%对21.7%）低一档。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,70,70,0,,HUD份额领先但品类窄、竞争加剧,corrected,2026H1 机械核对（2026-08-30）：营收 69.23 亿(+30.4%)、归母 4.01 亿(+17.6%)、ROE 5.61%（25H1 5.18%）、毛利 16.82%（25H1 18.89%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ **Q2 打低**：HUD 国内市占 **23.4% 排名第一**，**行业首家出货量突破 200 万套**；HUD 与车载无线充电等多条产品线**连续多年中国份额第一**；座舱域控、液晶仪表、屏显示份额快速提升。2026 预计收入 148.36 亿 +23.09%。「品类窄」判断不成立。64→70。 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 客户锁定；复制测试 doubtful；置信 high）：HUD 23.4% 第一属实，但十一年 ROE 从未≥15%、中位 9.5%，毛利四年连降至 16.8%，营收 +24% 归母仅 +6.6%，无重资产低谷等结构性解释；份额未转化为定价权，对照德赛低一档。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L3,B12软件,upgrade(旧L4),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_04.jsonl),HUD国产第一+座舱放量收入+28%，德赛覆盖为上限约束，由L4升L3。,tier_rebuild_202607_b09,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-20,车企年降、竞争加剧（华为入局）；HUD 国内市占 23.4% 第一、多产品线连续多年份额第一，NM 6%/ROE 11.7% 对德赛低一档,转换成本与认证锁定（主机厂定点与车规积累+HUD 首家出货破 200 万套）,德赛西威压制（座舱域控）、车企年降、HUD渗透率竞争（华为等入局）。,,,,
300034,钢研高纳,boundary_pending,L3,64,48,55,D-产业链爆发/关键瓶颈型,高温合金军品材料核心(判例10成文列举)，两机与商发上量的材料端独供；2024-25军品去库存拖累为周期扰动，型号资质与定价权未变。,军品高温合金认证周期极长且型号锁定，测试通过。,判例10：材料器件端毛利与定价权优于总装。,,,L3：§12.71 复核入池，护城河成立、回报与周期属性按档折价,高温合金军品材料核心(判例10成文列举)，两机与商发上量的材料端独供；2024-25军品去库存拖累为周期扰动，型号资质与,52,52,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 20.53 亿(+13.0%)、归母 1.03 亿(+61.2%)、ROE 2.68%（25H1 1.74%）、毛利 21.39%（25H1 24.05%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 客户锁定；复制测试 doubtful；置信 high）：牌号定型认证属实，但十一年 ROE 最高 11.6%、FY2025 仅 2.4%，净利率 2019-25 由 13.5% 单向降至 5.4%，增收不增利早于去库存周期；同认证锁的图南 ROE 15-23%，载体未转化为回报。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,,2026-08-16,,,,moat_audit_2026-09-07(batch_04.jsonl),,,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-25,2024-25 军品去库存拖累为周期扰动；型号资质与定价权未变,转换成本与认证锁定（高温合金军品材料核心、两机与商发材料端独供）,,,,**无（当前）**。两机/商发放量的材料端独供是载体，但 2024-25 军品去库存使归母 −22%/−65%，2026Q1 +22% 系低基数、收入仅 +7.8%，回补尚未在数上连续兑现。**复活条件**：连续两个季度营收与归母同比双正且毛利率回到 ≥28%，或合同负债同比增长 ≥20%。,
300346,南大光电,boundary_pending,L2,72,62,67.7,D-产业链爆发/关键瓶颈型,MO源全球前列+氢化物特气第一+ArF光刻胶产业化推进，多品类材料平台；前瞻侵蚀：各品类规模均小且竞争分散（特气对照华特/金宏）、光刻胶放量迟缓、盈利质量中等（ROE9.2%）。,高纯材料配方与验证难速成，但各品类垄断度均未达国产垄断级，测试部分通过。,对照材料垄断组锚（安集/鼎龙/江丰/雅克）：无一品类达到同等垄断位置，低一档。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,66,68,0,,MO源全球寡头真实，但光刻胶进展慢、多元扩张回报未验证,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 13.68 亿(+11.4%)、归母 2.56 亿(+23.1%)、ROE 7.15%（25H1 5.95%）、毛利 40.55%（25H1 38.75%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。**MO 源全球寡头**是真寡头格局，市场规模小不减门槛硬度；光刻胶进展慢由 Q3 反映。70→72 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 定价权；复制测试 doubtful；置信 medium）：MO源全球40%+、磷烷砷烷国内第一是真寡头，但十年ROE中位6.9%、无一年≥15%，特气毛利36.7%与华特同级无溢价；寡头地位未转化为超额回报，光刻胶投入期已逾八年不足以解释。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L3,B7半导体设备,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_05.jsonl),MO源特气光刻胶多品类平台但均非垄断位，光刻胶期权为战术理由，由L2降L3。,tier_rebuild_202607_b05,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-28,各品类规模均小且竞争分散，盈利质量中等（ROE 9.2%）；光刻胶放量迟缓,事实标准与技术代际（MO 源全球寡头）+ 转换成本与认证锁定（氢化物特气第一）,各品类规模均小且竞争分散（特气对照华特/金宏）、光刻胶放量迟缓、盈利质量中等（ROE9.2%）。,光刻胶产业化与多元材料扩张回报未验证——再投资路径，进展慢,,,
300360,炬华科技,boundary_pending,L3,64,68,67.5,C-GARP成长型,智能电表+能源IoT，NM34.3%盈利质量高，海外AMI拓展；前瞻侵蚀：电网招标节奏（收入-16.8%）、海外对照海兴电力位次靠后、表计行业格局分散。,电网计量资质与装机基础难速成，但行业多家可比者，测试部分通过。,对照海兴电力（海外AMI更强，另批）：海外渠道深度低一档；国内表计格局分散。,,2026年报营收跌破12.1亿（2021年水平）、或ROE<10%、或经营活动现金流连续两年为负→按§5.5移boundary_pending（Q2已64、分层无下调余地，直接走类别通道）；海外AMI收入占比若在2026年报仍未单独披露，列入§7.4复核待核验项并按无海外增长证据处理。,护城河本身弱（Q2=64<66）,,72,70,0,,电表招标制、无差异化,verified,2026H1 逐家核对（2026-08-30）：营收 6.89 亿(-22.1%)、归母 1.77 亿(-48.7%)、ROE 4.19%（25H1 8.31%）、毛利 42.13%（25H1 43.08%）——定档断言「智能电表＋能源IoT、净利率34.3%盈利质量高、海外AMI拓展」中报后仍成立但空间被压缩。核心断言未被推翻：毛利43.08→42.13仅降0.95pt，高盈利质量与中标价格体系都还在。压缩处有二：一是营收连续两年下滑（2025 −16.8%、26H1 −22.1%），26H1归母1.77亿折年约3.5亿，已回到2021年3.18亿附近，五年增长基本被抹平；二是「海外AMI拓展」这一增长断言无中报证据支撑，海外收入拆分为待核验项。L3定档理由「护城河本身弱Q2=64<66」未被推翻且被规模收缩进一步支持；L3已是worth_attention的底层，无进一步下调空间，压力只能通过类别通道释放。 ｜ 原判基本坐实。国网智能电表招标市占率位列**前五/前十**，2021 年份额约 **3%**；行业参与者众多（三星医疗、威思顿、华立、许继、林洋、威胜、海兴、科陆等），**招标制下无定价权**。2026 年国网第一次招标中标 9 包、1.92 亿元。承认前五地位故 62→64，但份额 3% 与招标制结构使其**维持 L3**。 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 超额回报；复制测试 fail；置信 high）：招标制、国网份额约3%、十余家同资质厂商，分层表自认载体「无」；高净利率靠净现金利息与低周转，ROE中位13.6%未持续高于三星医疗等同业；资金+电网资质即可复制。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L3,B10电新,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_05.jsonl),智能电表NM34%质量高但招标节奏拖累收入-17%，海外弹性为战术理由，由L2降L3。,tier_rebuild_202607_b08,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-26,电表招标制无定价权（国网份额约 3%、中标前五/前十），行业格局分散；NM 34.3% 盈利质量高、收入 −16.8%,无（招标制、无差异化；海外 AMI 对照海兴电力位次靠后）,电网招标节奏（收入-16.8%）、海外对照海兴电力位次靠后、表计行业格局分散。,,,**有（条件式）**：电网招标节奏恢复 + 海外 AMI 拓展。盈利质量本身不差（NM 34.3%），当前收入 −16.8% 主因招标节奏而非份额流失。**兑现里程碑**：①国网/南网招标中标额同比转正；②海外收入占比逐季提升。两项均不兑现即回到无战术理由。,
300435,中泰股份,boundary_pending,L2,67,68,68.3,C-GARP成长型,深冷装备（板翅式换热器国内领先）+工艺包能力，城燃运营现金流；前瞻侵蚀：深冷设备下游（煤化工/LNG）项目周期、城燃业务拖累回报、利润+678%含低基数或一次性待核。,深冷设计与压力设备资质难速成，测试通过（细分层面）。,对照杭氧（空分设备垄断L3）：品类与体量更小，同为设备+运营双轮。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,70,70,0,,深冷技术+氢能布局，细分小,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 11.89 亿(-8.7%)、归母 1.30 亿(-3.1%)、ROE 3.74%（25H1 4.57%）、毛利 23.07%（25H1 22.35%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。深冷技术+氢能布局，细分小不减门槛。66→67 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 客户锁定；复制测试 doubtful；置信 high）：载体只有「国内领先/两家之一」自述，无份额与认证锁事实；压力容器资质与深冷设计杭氧等同业皆有；十年ROE中位8.9%、仅1年≥15%，2024因中邑燃气商誉减值3.24亿转亏——回报平庸且无硬载体。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L3,B11机械,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_11.jsonl),深冷换热器领先+城燃混业，利润+678%待核实，深冷弹性为战术理由，由L2降L3。,tier_rebuild_202607_b08,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-18,深冷设备下游项目周期、城燃业务拖累回报；利润 +678% 含低基数或一次性待核,转换成本与认证锁定（板翅式换热器国内领先+工艺包能力；细分小）,深冷设备下游（煤化工/LNG）项目周期、城燃业务拖累回报、利润+678%含低基数或一次性待核。,,,,
300476,胜宏科技,boundary_pending,L2,68,64,68.5,D-产业链爆发/关键瓶颈型,AI算力卡/加速板高阶HDI核心供应商（英伟达链），高层数高密度量产能力稀缺，当前周期最大赢家（收入+80%/利润+274%）；前瞻侵蚀（规则8显式标注）：客户高度集中于英伟达生态、消费PCB出身的多元验证浅、AI资本开支周期。,高阶HDI制程良率+头部认证在窗口期内难复制，测试通过（周期窗口内）。,"对照沪电/深南：当前弹性第一（ROE35.6%）但穿越周期验证最浅，判""区别于深南/沪电的AI边界龙头""。",,2026年报毛利率跌破28%、或前五大客户收入占比继续上升同时AI相关订单同比转负→按§5.5重判「高阶HDI稀缺量产能力」载体；若股权摊薄后ROE连续两年<15%（2021年16.2%之下）→按§3.1复核L2定档；消费/非AI板的分部收入与毛利若未披露，列入§7.4待核验项。,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,74,70,0,,HDI+AI服务器PCB放量，但门槛低于沪电深南,reexamined_no_source,2026H1 逐家核对（2026-08-30）：营收 116.29 亿(+28.8%)、归母 28.57 亿(+33.3%)、ROE 11.80%（25H1 21.48%）、毛利 33.22%（25H1 36.22%）——本批唯一中报正增长的公司，定档断言「AI算力卡/加速板高阶HDI核心供应商、当前周期最大赢家」被中报兑现（营收+28.8%、归母+33.3%）。但两处新事实压制外推：一是毛利36.22→33.22降3.00pt，高阶板的价格溢价在缩窄；二是归母同比+33.3%而ROE由21.48%降至11.80%，倒推平均净资产由约100亿升至约242亿，一年内新增权益远超同期留存利润，指向大额股权融资摊薄（融资方式与募资规模待核验）——2025年报的ROE 35.6%不可作为运行率。规则8显式标注的「客户高度集中于英伟达生态」在中报中未获缓解，前五大客户占比为关键待核验项。 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式3。HDI+AI 服务器 PCB 放量，门槛低于沪电深南但非无壁垒。66→68 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 客户锁定；复制测试 doubtful；置信 medium）：AI高阶HDI位置为景气与阶段份额：2015-2024毛利22-26%、ROE≥15%仅3年，无别于普通PCB；沪电/鹏鼎/台系同具高阶HDI制程，英伟达多源认证2-3年可复制；巨额募资扩产属资本可买要素。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L2,B9光电,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_05.jsonl),英伟达链高阶HDI核心，利润+274%当前周期最大赢家；验证深度浅+客户集中，按规则8定L2不因弹性上调。,tier_rebuild_202607_b04,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-28,当前周期最大赢家（收入 +80%/利润 +274%、ROE 35.6%）但客户高度集中英伟达生态、穿越周期验证组内最浅,转换成本与认证锁定（AI 高阶 HDI 量产能力稀缺；门槛低于沪电深南但非无壁垒）,客户高度集中于英伟达生态、消费PCB出身的多元验证浅、AI资本开支周期。,,,,
300573,兴齐眼药,boundary_pending,L2,71,74,71.4,C-GARP成长型,低浓度阿托品国内独家获批（近视防控大品类）+环孢素眼用制剂，审批壁垒+眼科处方渠道；前瞻侵蚀：竞品（欧康维视等）追批、集采纳入风险、近视防控政策与渗透节奏。,独家获批窗口+眼科专科渠道，测试通过。,眼科制药独家品种组（与我武/特宝同构）；ROE38.6%/利润+105.8%兑现强。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,70,70,0,,低浓度阿托品首家获批+眼科专科，仿制跟进快,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 14.01 亿(+20.5%)、归母 4.30 亿(+28.6%)、ROE 19.99%（25H1 19.16%）、毛利 82.29%（25H1 80.67%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式1。低浓度阿托品**首家获批**+眼科专科渠道。70→71 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 稀缺资源；复制测试 doubtful；置信 medium）：低浓度阿托品独家系审评时序而非法律排他：恒瑞NDA、兆科ANDA已于2025年受理，资金+审评时间即可复制，眼科渠道锁3-5年可追；ROE≥15%仅2021/2024/2025三年，超额回报未持续。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L2,B13医药,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_05.jsonl),低浓度阿托品独家+利润+106%，竞品追批为窗口风险，维持L2。,tier_rebuild_202607_b11,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-28,ROE 38.6%/利润 +105.8% 兑现强；仿制跟进快、集采纳入风险,行政法律独占（低浓度阿托品国内独家获批+审批壁垒）+ 渠道（眼科处方专科渠道）,竞品（欧康维视等）追批、集采纳入风险、近视防控政策与渗透节奏。,,,,
301498,乖宝宠物,boundary_pending,L3,64,76,70.2,C-GARP成长型,国产宠粮品牌第一（麦富迪+弗列加特高端线）+复购粘性+线上运营能力，品类长坡厚雪（渗透率+国产替代双击）；前瞻侵蚀：品牌历史短、线上流量成本上升、外资反扑与新锐品牌涌入。,宠粮复购与品牌心智构成壁垒，中宠佩蒂偏代工未能复制其品牌位置，测试通过（验证期）。,国产宠粮品牌唯一超额回报者（ROE15.3%+收入+29%）；对照品类垄断组品牌沉淀浅，对照安克（同为新品牌平台）品类集中度更高。,,2026年报毛利率跌破36.8%（2023年水平）、或销售费用率同比再升3pt以上而营收增速仍<10%→按§5.5重判「品牌溢价」载体（须靠投放维持的品牌不构成护城河）；ROE连续两年<12%（跌破2022年以来的区间下沿）→移boundary_pending。,护城河本身弱（Q2=64<66）,,74,72,0,,宠物食品复购+品牌溢价在建，但品类门槛低、代工出身,verified,2026H1 逐家核对（2026-08-30）：营收 35.43 亿(+10.0%)、归母 1.91 亿(-49.6%)、ROE 4.06%（25H1 8.70%）、毛利 40.11%（25H1 42.78%）——定档断言「国产宠粮品牌第一＋复购粘性＋线上运营能力，品类长坡厚雪（渗透率＋国产替代双击）」在中报中首次出现反向证据：营收增速由2021-25年的约+32/+27/+21/+29%骤降至+10.0%，同时毛利42.78→40.11降2.67pt、归母−49.6%。增速与毛利同时下行，是「品牌溢价需以费用维持」的典型形态，与已登记侵蚀路径「线上流量成本上升、外资反扑与新锐品牌涌入」吻合。断言尚未被推翻——收入仍增，毛利40.11%仍高于2023年的36.8%——但L3定档理由「护城河本身弱Q2=64<66」被中报进一步支持。销售费用率与分品牌毛利中报未拆分，是判定「是不是买来的增长」的关键待核验项。 ｜ 中国宠物狗食品份额第三（玛氏 8.6%、乖宝 4.9%、中宠 3.6%），国产收入品牌第一；麦富迪天猫双11 连续四年第一、份额升至 7%。但 4.9% 份额处于高度分散市场，且「高端转型承压」显示品牌溢价能力有限，品类门槛低。Q2=64 成立，维持 L3。 ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 定价权；复制测试 doubtful；置信 high）：品牌锁最软且沉淀短：犬粮份额 4.9% 处分散市场，销售费用率 16.7%→22.6% 仍换来 2026H1 归母 −49.6%、ROE 4.1%，八年 ROE 中位 12.6%；新锐品牌 3~5 年可复制，资本复制测试存疑。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v0.4,2026-07-31,L2,B3家电,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新; moat_audit_2026-09-07(batch_06.jsonl),国产宠粮品牌第一，收入+29%高增+ROE15%，品类渗透与国产替代双引擎；品牌沉淀浅、格局未固化为验证期折扣，维持L2。,tier_rebuild_202607_b01,2026-09-06T22:08:59+00:00,a-share-selection-operation-v4.96,2026-08-27,宠粮复购+品牌溢价在建（ROE 15.3%+收入 +29%），品类长坡厚雪；品类门槛低、代工出身、品牌历史短,品牌与心智（麦富迪国产宠粮收入第一；4.9% 份额处高度分散市场、品牌沉淀浅）,品牌历史短、线上流量成本上升、外资反扑与新锐品牌涌入。,,,**有（条件式）**：高端线弗列加特放量 + 国产替代份额提升，是 9 家 L3 中唯一已有超额回报证据者（ROE 15.3%／收入 +29%）。**兑现里程碑**：①弗列加特收入占比与其毛利率逐季不降；②线上主要平台份额不被新锐品牌与外资反扑侵蚀。任一转负即本战术理由失效。,
600233,圆通速递,boundary_pending,L3,64,60,62,C-GARP成长型,通达系加盟制快递，业务量份额约 16%（通达系前二、全行业前三），自有转运中心＋航空（圆通航空）＋国际业务。载体＝规模/密度带来的单票成本位置与网络效应：ROE 2016-2025 27.8/16.6/18.9/13.7/11.2/11.7/15.9/13.4/13.3/13.0——**十年无一年低于 11%，穿越 2019-2021 极兔价格战（同期韵达 ROE 37.8%→5.6%、申通 89%→−11%）**；净利率 5~8%、每股经营现金流由 0.67 升至 2.29；2026H1 营收 +8.4%、归母 +73%（反内卷下单票价格修复、毛利 8.6→12.0%）。弱点：单票毛利薄、对电商平台为价格接受者、价格战可随时重燃。,复制一张全国加盟网络＋转运中心＋航空需数百亿且已有极兔判例（巨亏换份额、行业 ROE 被压而圆通仍 ≥11%），新进入者难以复制其成本位置；但行业同质化、产品无差异，载体为弱护城河——判 L3。,顺丰控股（在池 L2 73，直营时效件有品牌与定价权）强于圆通；韵达/申通（boundary）同为通达系但价格战中回报塌陷，圆通为通达系 A 股中回报最稳者；中通（港股）份额与利润率更高，圆通第二。,,,L3：Q2 64 < 66（规模/成本位置型载体，无产品差异、价格战周期性侵蚀）；Q1 60（薄利、平台议价）；侵蚀路径：①价格战重燃（中概率、影响高，反内卷政策缓解）；②平台自建/指定物流（抖音、拼多多，低中概率）；③中通/极兔成本继续领先（中）。Q2 位于 L2/L3 边界，对照锚：顺丰 L2 更强、韵达 boundary 更弱，取 L3。,通达系加盟制快递，业务量份额约 16%（通达系前二、全行业前三），自有转运中心＋航空（圆通航空）＋国际业务。载体＝规模/密度带来的单票成本位置与网络效应：ROE 2016-2025 27.8/16.6/18.9/13.7/11.2/11.7/15.9/13.4/13.3/13.0——**十年无一年低于 11%，穿越 2019-2021 极兔价格战（同期韵达 ROE 37.8%→5.6%、申通 89,62,60,,thin_margin; price_war_cycle; special_advantage_check: 无章程/战略角色类非标准载体，航空牌照为运营资质非垄断，未另计分,用户点名单票研究（§5→§6，2026-08-23）：参考分 = Q1×0.25+Q2×0.40+Q3×0.20+Q4×0.15,reviewed,东财证据 JSON＋逐年财务（data/raw/financials 2016-2025 年报、2026Q1/H1） ｜ 2026-09-07 护城河逐家审核（建议降 boundary_pending，待用户裁定；载体 成本优势；复制测试 fail；置信 high）：极兔以资金在 4 年内建成全国网络（2024 份额 11.3%、中国区 EBIT 转正），证明网络密度可被资本复制；圆通 ROE 27.8→13.0、毛利 12.8→9.7%，攻击已压缩经济学；无定价权、产品无差异。 ｜ 2026-09-07 用户裁定：worth_attention → boundary_pending（护城河审核）,v4.55,2026-08-23,,named_review_2026-08-23,"new_entrant(boundary→worth, L3)",data/raw/financials;data/interim/valuation_evidence/600233.json;data/interim/a_share_earnings_forecasts.csv; moat_audit_2026-09-07(batch_01.jsonl),quality_screen:2026-08-23:600233:named,named_review_2026-08-23,2026-09-06T22:08:59+00:00,v4.55,2026-08-20,加盟制快递薄利、对电商平台为价格接受者，规模换稳定但不换高回报,规模/成本位置（加盟网络密度）,①价格战重燃（中/高）；②平台自建物流（低中/中）；③同业成本领先（中/中）,分红率约三成，资本开支集中于转运与航空，无大并购,喻会蛟家族控股、管理层稳定；未核处罚库，不作扣分,**有（条件式）**：反内卷政策下单票价格回升（2026H1 毛利 8.6→12.0%、归母 +73%）＋份额稳定。**兑现里程碑**：①单票收入同比不转负（月度经营数据）；②业务量份额不低于 15%；③2026 年报 ROE ≥13%。任一转负即退回「无」。,
