security_code,security_name,quality_tier,carrier,carrier_fact,replication_test,quant_support,quant_note,peer_anchor,erosion,erosion_path,verdict,confidence,reason,sources,evidence_status,industry,roe_median,roe_pctl_median,roe_years_ge15,_batch
002179,中航光电,L2,客户锁定（军品型号定型认证锁）＋能力锁（高可靠全谱系）,防务连接器绝对龙头，型号定型后更换需重做认证 3~5 年；2025 营收 213.86 亿(+3.4%)、归母 21.62 亿(−35.6%)，防务毛利约 45%、民品约 25%，民品占比 52%；液冷连接器国内市占第一，全球连接器份额 10.1%（国内唯一进前十）,pass,yes,ROE 中位 17.68、最低 9.16（2025）、≥15% 共 10 年；分位中位 74；毛利首末五年 33.6→35.4，2025 单年 29.2；归母 CAGR 14.3%；OCF/NI 0.74（军品回款慢）,对照航天电器：中航光电全面占优；对照立讯精密（民品，全球份额 13.9%）民品侧可竞争、毛利更低；军品锁覆盖约 48% 收入,medium,防务需求阶段放缓与客户经济性要求（降价）；民品占比提升稀释毛利（2025 计提存货/坏账约 4.1 亿）；贵金属/铜价,维持,high,防务连接器绝对龙头，型号定型后更换需重新认证3-5年；2025防务毛利约45%、民品25%，液冷连接器国内第一。ROE中位17.7%、10/11年≥15%，2025年9.2%系防务需求阶段放缓与降价。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-03-28/19fbc62c-b5b7-40a8-8469-fe38ae2c331f.PDF ; https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/lastest/rptid/829599828070/index.phtml,external_verified,制造业,17.68,74.0,10,batch_03.jsonl
002222,福晶科技,L2,能力锁（晶体生长 know-how，技术代差）＋稀缺资源（物构所体系独占）,LBO 全球市占约 80%、BBO 约 50%，全球规模最大的 LBO/BBO/Nd:YVO4 晶体及元器件生产商；晶体源于中科院福建物构所发明，熔盐法/提拉法生长与超精密加工门槛高；晶体+光学+器件一站式,pass,yes,ROE 中位 14.8、最低 5.9（2015）、≥15% 共 5 年；2017-25 年 14.1~19.0%，分位由 31 升至 92；毛利首末五年 55.9→54.7；归母 CAGR 22.9%；OCF/NI 1.08,光学晶体全球无同量级对手（Cristal Laser/Raicol 体量小）；对照天孚通信（光链上游高盈利小平台）品类垄断更纯、体量更小,low,品类体量小；下游激光器周期；精密光学元件竞争烈度高于晶体,维持,high,LBO全球市占约80%、BBO约50%，全球最大LBO/BBO/Nd:YVO4生产商，源自物构所晶体生长工艺；毛利率55%，2017-25年ROE 14~19%，门类分位升至92。晶体生长良率资金无法速成。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://www.sohu.com/a/1021569810_122014422 ; https://mp.ofweek.com/laser/a445693022936,external_verified,制造业,14.8,73.0,5,batch_03.jsonl
002262,恩华药业,L2,法律锁（麻醉/精神类定点生产资质）＋客户锁定（专科渠道与医生习惯）,具备麻醉、精神类定点生产资质的企业寥寥无几，公司为定点基地；7 个独家上市品种、15 个首家上市品种、29 个产品全国市占率第一（上一轮外部核实）；2025 后麻精非管制品种首次纳入集采,pass,yes,ROE 中位 17.38、最低 13.88（2025）、≥15% 共 10 年；分位中位 75、2023-25 年 88~92；毛利首末五年 50.9→74.4（两票制口径变化）；归母 CAGR 15.1%；OCF/NI 0.97,麻醉线对照宜昌人福（舒芬/瑞芬）为第二，精神/神经线（咪达唑仑、右美托咪定）为第一，差异化位置成立；对照兴齐/我武无独家单品垄断故弱一档,medium,集采扩围至麻精非管制品种持续压价（2025 ROE 首次跌破 15%）；创新管线（TRV130 等）接力节奏；人福更强对照,维持,high,麻醉/精神类定点生产资质为法律准入锁，7个独家、15个首家品种、29个产品全国市占第一；ROE中位17.4%、最低13.9%、10/11年≥15%，毛利74%。集采扩围至麻精非管制品种压缩利润池，为侵蚀路径而非载体破坏。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/archive/completed-queues/evidence_review_log.md#恩华药业（上一轮外部取证：caifuhao.eastmoney.com/news/20260122174536096385480；finance.sina.com.cn/tech/roll/2026-05-10 麻醉赛道变天）,repo_only,制造业,17.38,75.0,10,batch_03.jsonl
002270,华明装备,L2,客户锁定（电网认证+运行数据）＋能力锁（规模成本，双寡头）,分接开关 2024 按收入全球第二、中国第一；≤500kV 按销量全球约 57.3%（港交所递表材料）；国内份额超 80%（另有 90% 口径）；德国 MR 按收入约 60% 为唯一对手；2025 营收 24.12 亿、净利 7.20 亿,pass,yes,ROE 中位 15.07、最低 6.56（2019）、≥15% 共 6 年；2018-19 低谷 6.6~7.4% 系数控/工程业务拖累（非核心，结构性）；2023-25 年 16.1/18.7/22.0，分位 88/94/97；毛利首末五年 48.4→50.6，2025 单年 54.5；归母 CAGR 13.3%；OCF/NI 1.14,全球对照 MR：高端/特高压 MR 压制，中低压华明份额更高；国内无第二家规模厂商；与柏楚/法拉同属细分垄断高质量档,medium,电网投资周期；MR 特高压/高端压制；数控业务拖累；出海放量执行,维持,high,有载分接开关2024年按收入全球第二、国内第一，≤500kV按销量全球约57%，国内份额超80%，与德国MR双寡头；毛利55%，2023-25年ROE 16~22%，2018-19年低谷系数控业务拖累。电网认证与运行数据数十年不可速成。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://m.rccaijing.com/news-7436673921648883427.html ; https://www.yicai.com/news/102878394.html ; https://www.huaon.com/channel/trend/1077357.html,external_verified,制造业,15.07,64.0,6,batch_03.jsonl
002287,奇正藏药,L2,法律锁（独家品种批文）＋稀缺资源（藏药材与藏药工艺）,消痛贴膏为藏药独家品种，2024 零售药店终端销售超 9 亿、中成药贴膏剂 TOP1 产品与品牌；2023 起稳居中成药贴膏剂集团 TOP1，2025H1 份额 16.25%；藏药市场份额连续多年第一、超 50%；外用止痛药全渠道综合第三,pass,yes,ROE 中位 16.95、最低 13.85（2022）、≥15% 共 9 年；分位中位 70、2023-25 年 89~90；毛利首末五年 85.3→83.7；归母 CAGR 9.4%；OCF/NI 1.07,对照羚锐制药（通络祛痛膏，贴膏销量更大、价格更低）：奇正以藏药独家与 85% 毛利差异化；与华润江中同型（品类独占存续、增长放缓）,medium,中成药贴膏剂集采/医保限价；2026H1 营收 −16.8% 增长放缓；藏药材原料供给与价格,维持,high,消痛贴膏为藏药独家品种，2024零售终端超9亿、中成药贴膏剂TOP1品牌，2025H1贴膏剂集团份额16.25%居首，藏药市场份额超50%；毛利83~85%，ROE中位17%、最低13.9%、9/11年≥15%。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://www.menet.com.cn/info/202510/20251028090336336_149900.shtml ; https://www.menet.com.cn/info/202409/202409131051455145_148086.shtml ; https://m.cnstock.com/commonDetail/684868,external_verified,制造业,16.95,70.0,9,batch_03.jsonl
002311,海大集团,L2,成本优势（规模采购+配方研发）＋客户锁定（服务网络+种苗动保一体化）,2025 饲料销量 3208 万吨（+21%），外销 2986 万吨，国内市占 8.7% 持续提升（全国工业饲料约 3.4 亿吨）；2030 目标 5150 万吨；海外核心国家多数进入前三；对虾育种种质资源库,pass,yes,ROE 中位 18.47、最低 11.77（2021 养殖亏损年）、≥15% 共 9 年；分位中位 77、2024/25 年 95/93；毛利首末五年 10.4→9.6（行业属性）；归母 CAGR 18.6%；OCF/NI 1.77,对照新希望（饲料销量曾更大，资金更雄厚）：饲料回报断档落后、养殖亏损拖垮；对照通威/大北农饲料 ROE 个位数；海大水产料+服务体系为差异化位置,medium,养殖业务周期敞口（2026H1 归母 −39%）；饲料低毛利无定价权；海外扩张执行,维持,high,2025饲料销量3208万吨（+21%）、外销2986万吨、国内份额8.7%持续提升；ROE中位18.5%、9/11年≥15%、经营现金流/净利1.77，新希望饲料回报断档。配方研发+服务网络+种苗动保一体化，资金雄厚的新希望二十年未复制。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; http://www.news.cn/finance/20260508/9336020ed7f14417bd0e4700c88766f4/c.html ; http://www.chinafeedm.com/h-nd-31422.html,external_verified,制造业,18.47,77.0,9,batch_03.jsonl
002352,顺丰控股,L2,网络效应＋成本优势＋定价权,"2026H1国内航空货量93万吨占全国航空货邮运输量33.8%、常年第一；自有全货机90架（运营111架）、895名飞行员、356对航权时刻；鄂州枢纽为亚洲第一货运机场（61国内+25国际航线）；2025时效快递收入1,310亿占42.5%；单票收入约15元对通达系约2元（2026H1经营评述）",pass,partial,ROE中位11.51、最低6.81(2021)、≥15%共3年；运输仓储分位中位76、≥80共5年；毛利首末五年19.0→13.0（经济件/供应链占比上升）；归母CAGR 26.0；经营现金流÷净利中位2.45；2021-23低谷为鄂州枢纽/嘉里/丰网投入期（结构性）,中通/圆通（加盟电商件，ROE 12-15%但单票2元、无时效航空网络，boundary）；京东物流（自营仓配，航空货运远小）,medium,电商件价格战向经济件传导（毛利19→13）；京东物流/极兔上攻中高端；时效件宏观敏感,维持,medium,"载体=唯一直营时效网络：国内航空货量占全国33.8%常年第一、自有全货机90架、356对航权时刻、鄂州枢纽；时效快递1,310亿占收42.5%。ROE分位中位76，2021-23低谷系枢纽/并购投入期。",data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002352_顺丰控股/README.md ; docs/peer-group-calibration/a-share-logistics.md ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,运输仓储,11.51,76.0,3,batch_11.jsonl
002372,伟星新材,L2,品牌定价权（零售管道第一品牌）＋客户锁定（水电工渠道+星管家服务网络）,零售业务占比约 70%；PPR 管道市占约 8% 预计国内第一；2025H1 PPR 收入 9.33 亿、毛利率 57.53%；2024 零售份额逆势提升；综合毛利 2025 年 41.0% 未跌破 2021-22 低谷 39.8%,pass,yes,ROE 中位 26.15、最低 14.9（2025）、≥15% 共 10 年；分位中位 90、最低 79；毛利首末五年 46.1→41.3；归母 CAGR 4.3%（地产缩量）；OCF/NI 1.18,对照中国联塑/公元（工程为主，回报崩塌）：零售品牌唯一；对照日丰（零售竞品，未上市）十五年未在零售端追上；对照公牛渠道逻辑同源但品类需求受地产压制更深；对照北新建材同承受缩量,high,房屋新开工结构性缩量压制品类总量（ROE 29.9→14.9 五年）；旧改/存量翻新对冲速度未验证；零售占比若下降或转工程,维持,high,零售占比约70%，PPR市占约8%居国内第一，2025H1 PPR毛利57.5%；ROE中位26%、10/11年≥15%、分位中位90，联塑/日丰十五年未在零售端追上。2025年ROE 14.9%系新开工缩量而非毛利跌破（41%）。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://finance.sina.com.cn/stock/relnews/cn/2025-04-19/doc-inetteft0671799.shtml ; https://www.9fzt.com/common/5074a98766abaa4176074f41791176ca.html,external_verified,制造业,26.15,90.0,10,batch_03.jsonl
002379,宏桥控股,L2,稀缺资源（电解铝产能指标配额锁）＋成本优势（自备电+氧化铝自给+几内亚矿+云南水电）,宏拓实业 100% 股权注入 2025 年末完成（净资产 472.14 亿）；电解铝产能 654.5 万吨占全国 14.8%（全国 4500 万吨天花板下指标不可新增）；氧化铝 100% 自给；电力自给率 51%、自备火电成本约 0.35 元/度（2023）；赢联盟 ABM 持股 25% 保障几内亚铝土矿；吨铝成本行业最低档；母体中国宏桥 19 年 ROE 最低 9.7%、中位 18.1%、零亏损年（仓库既有核验）,pass,partial,A 股侧十年序列为原壳（宏创控股）记录不适用（ROE 中位 1.62、4 年亏损）；2024/25 注入后 ROE 35.3/34.6、2026H1 30.26；毛利 2025 单年 19.4%；OCF/NI 2.36；持久性依据母体 19 年记录穿越 2015 低谷（10.8%）、2017-19 供给侧改革（9.7~10.6%）、2022 能源危机（10.5%）,对照中国铝业（ROE 常年个位数）、云铝股份（水电铝，成本次优、波动更大）：宏桥成本曲线最左且规模最大；商品与资源三项（配额/成本/规模）齐备,medium,几内亚铝土矿出口政策与依存度；山东→云南产能置换与电价/碳政策；铝价周期；A 股主体与母体口径差异,维持,medium,宏拓实业注入2025年末完成，电解铝产能654.5万吨占全国14.8%（产能指标为配额锁）；氧化铝100%自给、自备电51%（约0.35元/度）、赢联盟几内亚矿+云南水电，吨铝成本行业最低档；母体19年ROE最低9.7%、中位18.1%。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002379_宏桥控股/README.md ; http://static.cninfo.com.cn/finalpage/2026-03-21/1225021358.PDF ; https://www.stcn.com/article/detail/1842112.html ; https://www.nbd.com.cn/articles/2026-08-04/4532100.html ; https://finance.sina.com.cn/stock/relnews/hk/2025-01-03/doc-inecsmew8906406.shtml,external_verified,制造业,1.62,16.0,4,batch_03.jsonl
002415,海康威视,L2,成本优势（规模+硬件供应链）＋客户锁定（全球渠道+行业场景算法）,全球视频监控连续 14 年第一；Omdia 口径 2023 年份额约 25%（制裁后由 38% 回落）仍断层领先，大华差距大；创新业务（机器人/热成像/汽车电子/存储）梯队成型,pass,yes,ROE 中位 28.99、最低 15.34（2024）、≥15% 共 11 年；分位中位 92、最低 86；毛利首末五年 43.3→44.1，2025 单年 45.9；归母 CAGR 9.2%（2022 后增速放缓）；OCF/NI 0.81,对照大华股份（全球第二，ROE 与规模皆显著落后）；对照华为/宇视/AI 初创（旷视、商汤）二十年未撼动份额；平台质量对照美的同级但制裁与 G 端依赖构成政策折扣,high,美国制裁与联邦禁令（份额 38%→25%）；国内政府财政疲软压制 PBG；AI 视觉竞争；ROE 35→17 趋势下行,维持,high,全球视频监控连续14年第一，Omdia口径2023年份额约25%仍断层领先（大华差距大）；ROE中位29%、11/11年≥15%、分位中位92，毛利44%。渠道+算法+硬件供应链，大华/华为/AI初创二十年未撼动。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://wap.stockstar.com/detail/IG2024091300018074 ; https://www.sina.cn/news/detail/5291905961166829.html,external_verified,制造业,28.99,92.0,11,batch_03.jsonl
002463,沪电股份,L2,能力锁（高多层高速板材料-工艺-良率）＋客户锁定（思科/Arista/英伟达等海外大客户认证）,2025 营收 189.45 亿(+42%)、归母 38.22 亿(+47.7%)；数据通讯 146.56 亿(+45%)，其中交换机及配套 81.69 亿(+110%)、AI 服务器/HPC 30.06 亿、通用服务器 25.40 亿；高阶产能偏紧优先头部客户；177 亿扩产计划,pass,yes,ROE 中位 16.84、最低 0.17（2015 昆山迁厂）、≥15% 共 8 年（2018-25 连续）；分位中位 82、2024/25 年 97/99；毛利首末五年 19.7→31.7，2025 单年 35.5；归母 CAGR 92.3%（低基数）；OCF/NI 1.27。2015-17 低谷为迁厂结构性原因,对照深南电路（基板平台，ROE 10~15%）、景旺电子：沪电 2018 年起连续高于；对照胜宏科技（两年内切入英伟达）与台资欣兴/健鼎扩产：认证窗口可被压至 2~3 年，锁为能力锁而非垄断,high,AI 资本开支周期（当前 ROE 28.6% 含景气）；胜宏/台资/韩资同行扩产追赶；客户集中；铜→光/CPO 路线,维持,medium,2025营收189.5亿，交换机PCB 81.7亿(+110%)；2018-25年ROE 15~29%连续8年高于深南/景旺，2015-17低谷为迁厂。高多层高速板工艺+思科/英伟达认证为能力锁，但胜宏两年切入英伟达显示窗口可追。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://static.cninfo.com.cn/finalpage/2026-03-25/1225027831.PDF ; https://wallstreetcn.com/articles/3768270 ; https://m.jiemian.com/article/14251146.html,external_verified,制造业,16.84,82.0,8,batch_03.jsonl
002466,天齐锂业,L2,稀缺资源（格林布什矿权，物理锁）＋成本优势（全球最低现金成本锂辉石）,格林布什（有效权益 26.01%，经 TLEA/文菲尔德控股）为全球储量最大、品位最高、现金成本最低的在产硬岩锂矿，现金成本约 264 美元/吨，2023 年占全球硬岩锂产量 27~30%、全球在产锂资源供给 18%；另持 SQM 约 22%（阿塔卡马盐湖）,pass,partial,ROE 中位 14.61、最低 −84.38（2019 SQM 并购杠杆+减值）、≥15% 共 5 年、3 年亏损；分位中位 82、最低 1；毛利首末五年 62.5→63.5，2025 单年 39.5（锂价低谷）；归母 CAGR 6.4%；OCF/NI 1.52。回报波动的结构性原因为锂价周期与 2018 年并购杠杆（Q1 而非 Q2）,对照赣锋锂业（多资源组合+加工生态，无单一最优矿）、中矿资源（Bikita/铯铷）：天齐资源质量组内第一；校准文档明示不得因周期或单年弱势剔除,high,锂价过剩周期；SQM/智利 Codelco 合资与国有化谈判；历史高杠杆并购前科；奎纳纳氢氧化锂成本,维持,high,格林布什（有效权益26%）为全球储量最大、品位最高、现金成本最低（约264美元/吨）的在产锂辉石矿，2023年占全球硬岩锂产量27~30%，另持SQM 22%；稀缺/成本/规模三项齐备，物理锁不可购买。ROE波动源于锂价周期与并购杠杆。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-lithium-resource.md ; https://m.10jqka.com.cn/20240522/c658087178.shtml ; https://www.htfc.com/wz_upload/png_upload/20241104/1730680108319c5b689.pdf ; https://finance.sina.com.cn/roll/2025-01-03/doc-inecryqy9615763.shtml,external_verified,制造业,14.61,82.0,5,batch_03.jsonl
002475,立讯精密,L2,客户锁定＋成本优势,iPhone 17 系列整机组装份额约 45%（最大代工厂）、AirPods 份额超 70%，苹果业务约占营收 75%；从连接器到整机十余年逐级取得苹果认证，富士康/和硕份额被其蚕食,pass,yes,ROE 中位 21.34、最低 14.09、≥15% 共 10 年；分位中位 87；毛利首末五年 21.1→11.7（整机组装占比上升）；归母 CAGR 31.4%；经营现金流÷净利中位 1.39,对照工业富联（ROE 15.6-33.7）、歌尔（3.6-17.6）、蓝思（3.8-19.4）、领益（−6.9-17.5）：立讯十一年 ROE 全部≥14%、波动最小，是果链中唯一从零件做到整机且份额仍在升的平台,high,苹果集中度约 75% 与转单风险；毛利 11.9% 薄利放大波动；美国关税与印度/越南产能转移,维持,high,苹果认证锁定+精密制造规模：iPhone 17 组装 45%、AirPods 超 70%，富士康/和硕未守住份额；十一年 ROE 最低 14.1%、中位 21.3%，高于全部果链同业，复制测试通过。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002475_立讯精密/README.md ; docs/peer-group-calibration/a-share-consumer-electronics.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://finance.sina.com.cn/roll/2025-09-09/doc-infpwzqa8539991.shtml ; https://www.nbd.com.cn/articles/2025-08-26/4032091.html,external_verified,制造业,21.34,87.0,10,batch_04.jsonl
002532,天山铝业,L2,稀缺资源＋成本优势,电解铝 120 万吨产能指标（全国 4500 万吨红线内，法定不可新增）；6×350MW 自备电覆盖 80-90% 用电，电力成本长期低于行业平均；2025 电解铝毛利率 30.46%、生产成本同比降约 7%；广西 250 万吨氧化铝+几内亚铝土矿一体化,pass,partial,ROE 中位 12.03、最低 9.36、≥15% 共 3 年；分位中位 60；毛利首末五年 24.6→20.0；归母 CAGR 44.9%；经营现金流÷净利中位 1.19；2015-16 行业亏损年仍正回报,对照神火（2015 ROE −27.8、2018 0.1）与云铝（2015 0.6、2018 −16.2）：天山十一年最低 9.4% 且无亏损年，谷底回报高于同业，是成本曲线位置的直接证据；景气年 ROE 低于神火（17 vs 20-57）,medium,自备电交叉补贴与碳成本政策；铝价周期；产能红线政策延续性,维持,medium,商品三项齐备：产能指标法定稀缺、自备电覆盖 80-90% 且电价低于行业、氧化铝-铝土矿一体化；十一年 ROE 最低 9.4% 无亏损年，谷底回报高于神火/云铝，成本位属实。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002532_天山铝业/README.md ; docs/peer-group-calibration/a-share-aluminum-remaining.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://news.cnal.com/2026/06-30/1782780743665560.shtml ; https://finance.sina.com.cn/stock/stockzmt/2025-09-01/doc-infnzfaa9520197.shtml ; https://file.finance.qq.com/finance/hs/pdf/2025/04/18/1223122084.PDF,external_verified,制造业,12.03,60.0,3,batch_04.jsonl
002568,百润股份,L2,品牌定价权,RIO 预调鸡尾酒连续多年市场占有率第一、行业领导品牌（公司 2025-09-19 投关记录原文），「约八成」为分层表口径本轮未核到数字；毛利 69-71%；2015-16 百威/黑牛/古井等资本入局后全部退出,pass,partial,ROE 中位 15.08、最低 −15.93（2016 渠道库存崩塌）、≥15% 共 6 年；分位中位 79；毛利首末五年 71.4→67.0；营收 CAGR 2.3%；经营现金流÷净利中位 1.66；2025 营收 −3.4%、归母 −11.4%,A 股无同品类可比；对照 2015-16 入局者（百威 Mixxtail、黑牛、古井、汇源）十年未能撼动 RIO 第一并全部退出，品牌锁已经受过资本复制的实战检验；2016-18 低回报为渠道库存出清期,high,品类天花板（2024-25 酒类收入连降）；威士忌（崃州）重资产新业务未验证；梅见等新酒饮分流,维持,medium,品类领导品牌：RIO 连续多年市占第一（投关记录），2015-16 资本入局者全部退出即复制测试实证；毛利 69-71%、ROE 2019-25 为 13-24%；2016 亏损系渠道库存出清，属一次性结构原因。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002568_百润股份/README.md ; docs/peer-group-calibration/a-share-other-liquor.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://file.finance.qq.com/finance/hs/pdf/2025/09/19/1224670912.PDF ; https://36kr.com/p/3869864711617414,external_verified,制造业,15.08,79.0,6,batch_04.jsonl
002594,比亚迪,L2,成本优势＋品牌定价权,2025 新能源车销量 460.2 万辆全球第一、纯电 225.7 万辆首超特斯拉（163.6 万）；国内新能源份额约 29%（2025 前三季）；出口 104.96 万辆 +145%；刀片电池/IGBT/SiC/整车全栈自制、动力电池全球第二,pass,partial,ROE 中位 10.22、最低 2.62（2019）、≥15% 共 4 年（2022-25）；分位中位 47；毛利首末五年 17.8→17.2；归母 CAGR 27.7%；经营现金流÷净利中位 5.65（应付驱动）；2026H1 归母 −20.5%,对照宁德时代（电池，ROE 2018-25 11-25 更稳）、长城/长安/上汽（ROE 多在 10% 以下）：比亚迪 2015-21 为新能源投入期回报平庸，2022-25 16-26% 高于整车同业，2025 回落至 15.3%,high,价格战压缩单车利润（2025-26H1 利润连降）；国内份额被吉利等蚕食；欧美关税；应付账款驱动的现金流结构,维持,medium,电池-半导体-整车垂直一体化规模：460 万辆全球第一、纯电超特斯拉，替代客观困难；2015-21 ROE 平庸系新能源投入期，2022-25 为 16-26% 高于整车同业；价格战是侵蚀而非载体破坏。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002594_比亚迪/README.md ; docs/peer-group-calibration/a-share-ev-battery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.news.cn/fortune/20260103/15dc15b33b0942278c36bb8604e63d57/c.html ; https://t.qianzhan.com/caijing/detail/260204-a28c75cf.html,external_verified,制造业,10.22,47.0,4,batch_04.jsonl
002595,豪迈科技,L2,成本优势＋客户锁定,轮胎模具全球份额 33.4%（2023），第二名韩国世和 3.3%，差十倍；全球前 75 家轮胎厂中 66 家为客户；模具收入 37.9 亿 vs 世和 3.6 亿/巨轮 3.3 亿；年产 2 万套、装备自制,pass,yes,ROE 中位 18.76、最低 16.93、≥15% 共 11 年；分位中位 79；毛利首末五年 37.8→31.7（大型铸件占比上升）；归母 CAGR 14.0%；经营现金流÷净利中位 0.46 偏低，为唯一报表旗标,对照巨轮智能（同为轮胎模具，ROE 2015-25 多年为负）与韩国世和（份额 3.3%）：豪迈是该品类唯一持续赚取超额回报者，十一年 ROE 全部≥16.9%,low,轮胎行业资本开支周期；燃气轮机零部件放量节奏；关税与汇率,维持,high,全球轮胎模具 33.4% 份额、第二名仅 3.3%，前 75 大轮胎厂 66 家为客户；十一年 ROE 最低 16.9%、全部≥15%，同品类巨轮智能连年亏损，份额与回报双重验证载体。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002595_豪迈科技/README.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.chinabaogao.com/detail/699649.html ; http://pdf.dfcfw.com/pdf/H3_AP202407041637559124_1.pdf,external_verified,制造业,18.76,79.0,11,batch_04.jsonl
002648,卫星化学,L2,成本优势＋稀缺资源,中国首条乙烷全球供应链（2021 首船），租赁运营 14 艘 VLEC 为全球最大船队，另 4 艘 2025-26 交付；美国仅 3 座乙烷出口码头且接近满负荷；万华为第二家进口者（烟台 100 万吨装置改乙烷、订船 5.12 亿美元）——复制在发生但规模小、晚约 5 年,pass,yes,ROE 中位 15.93、最低 −13.13（2015 丙烯酸低谷，乙烷路线前）、≥15% 共 7 年；分位中位 73；毛利首末五年 20.4→22.8 上行；营收 CAGR 27.1%；经营现金流÷净利中位 1.43；2022 石化至暗年 ROE 15.1%,对照万华化学（ROE 2022-25 22.8→12.4 下行）与油头/煤头烯烃（2022-24 普遍亏损或个位数）：卫星 2022-25 ROE 15-22% 稳定，轻烃成本位在石化下行期被验证,high,美国乙烷出口政策（2025 许可证事件）；乙烷-乙烯价差周期；万华等后来者分食出口码头容量；α-烯烃/POE 新项目执行,维持,medium,乙烷供应链物理卡位（14 艘 VLEC 全球最大+美方码头长约）与轻烃成本位：2022 石化低谷 ROE 仍 15.1%、2022-25 稳于 15-22%；万华正在复制但规模小、晚 5 年，测试通过、侵蚀高。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002648_卫星化学/README.md ; docs/peer-group-calibration/a-share-other-chemical-raw-materials.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.nbd.com.cn/articles/2025-10-14/4089678.html ; https://chem.jgvogel.cn/c1159424.shtml ; https://www.hzeyun.com/detail/2566518,external_verified,制造业,15.93,73.0,7,batch_04.jsonl
