security_code,security_name,attention_class,quality_tier,q2_moat_score,q1_business_model_score,quality_score,primary_strategy_tag,moat_summary,capital_replicability,peer_comparison,garbage_reason,boundary_recheck_trigger,tier_reason,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,flags,score_reason,evidence_status,evidence_note,score_version,scored_at,prior_tier,score_batch,watch_action,evidence_sources,decision_log_summary,analysis_batch_id,reviewed_at_utc,workflow_version,evidence_available_at,q1_reason,q2_moat_type,q2_erosion_paths,q3_reason,q4_reason,tactical_thesis,l4_since
300033,同花顺,worth_attention,L2,71,76,72.3,C-GARP成长型,金融行情终端C端心智第一+券商导流网络+iFinD/问财AI，用户习惯与工作流锁定，ROE38.5%/GM91.5%/NM53.2%顶级盈利质量；前瞻侵蚀：AI行情入口重构（问财先发但大模型玩家入局）、变现依赖市场活跃度。,用户心智与券商连接积累难复制，测试通过。,对照东方财富（L1锚）：缺牌照闭环、变现层次浅一档；盈利质量（ROE38.5%）反而更高。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,72,70,0,,流量变现高毛利+订阅；用户心智真实但东财对峙、券商App分流,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 26.46 亿(+48.7%)、归母 9.52 亿(+89.8%)、ROE 10.54%（25H1 6.77%）、毛利 88.97%（25H1 86.95%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式1。C 端用户心智与月活规模（3875 万）显著领先通达信，流量入口是真实资产。70→71,v0.4,2026-07-31,L2,B12软件,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,行情终端心智第一+问财AI，ROE38.5%顶级质量，缺牌照闭环对照东财，维持L2上沿。,tier_rebuild_202607_b07,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-22,流量变现高毛利+订阅，顶级盈利质量（ROE 38.5%/GM 91.5%/NM 53.2%）；变现依赖市场活跃度,网络效应与生态（C 端行情终端心智第一、月活 3875 万显著领先通达信、用户习惯与工作流锁定；缺牌照闭环）,AI行情入口重构（问财先发但大模型玩家入局）、变现依赖市场活跃度。,,,,
300034,钢研高纳,worth_attention,L3,64,48,55,D-产业链爆发/关键瓶颈型,高温合金军品材料核心(判例10成文列举)，两机与商发上量的材料端独供；2024-25军品去库存拖累为周期扰动，型号资质与定价权未变。,军品高温合金认证周期极长且型号锁定，测试通过。,判例10：材料器件端毛利与定价权优于总装。,,,L3：§12.71 复核入池，护城河成立、回报与周期属性按档折价,高温合金军品材料核心(判例10成文列举)，两机与商发上量的材料端独供；2024-25军品去库存拖累为周期扰动，型号资质与,52,52,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 20.53 亿(+13.0%)、归母 1.03 亿(+61.2%)、ROE 2.68%（25H1 1.74%）、毛利 21.39%（25H1 24.05%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-25,2024-25 军品去库存拖累为周期扰动；型号资质与定价权未变,转换成本与认证锁定（高温合金军品材料核心、两机与商发材料端独供）,,,,**无（当前）**。两机/商发放量的材料端独供是载体，但 2024-25 军品去库存使归母 −22%/−65%，2026Q1 +22% 系低基数、收入仅 +7.8%，回补尚未在数上连续兑现。**复活条件**：连续两个季度营收与归母同比双正且毛利率回到 ≥28%，或合同负债同比增长 ≥20%。,
300054,鼎龙股份,worth_attention,L2,68,56,62,D-产业链爆发/关键瓶颈型,CMP抛光垫国产份额约九成独占+抛光液清洗液延伸，YPI/PSPI显示材料国产独家批量；2024-25半导体材料板块高增。,抛光垫配方与客户验证周期长，国产替代窗口独占，测试通过。,判例9型：国产唯一规模玩家。,,,L2：§12.71 复核入池，护城河成立、回报与周期属性按档折价,CMP抛光垫国产份额约九成独占+抛光液清洗液延伸，YPI/PSPI显示材料国产独家批量；2024-25半导体材料板块高增,60,60,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 19.25 亿(+11.2%)、归母 5.29 亿(+70.2%)、ROE 9.76%（25H1 6.64%）、毛利 58.83%（25H1 49.23%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-26,2024-25 半导体材料板块高增；显示材料国产独家批量,转换成本与认证锁定（CMP 抛光垫国产约九成独占）+ 事实标准与技术代际（YPI/PSPI 国产独家）,,,,,
300059,东方财富,worth_attention,L2,72,76,72.6,C-GARP成长型,股民流量（股吧/东财App）+基金销售（天天基金）+互联网券商牌照闭环，账户体系与交易工作流网络效应；蚂蚁/腾讯强资本攻财富管理多年未撼动其股民心智（判例11式实证）；前瞻侵蚀：佣金率与基金费率长期下行、AI投顾入口重构、市场beta利润波动。,高频流量+账户迁移成本+牌照闭环，资本已实际进攻未能复制，测试通过。,互联网券商绝对第一（经纪份额持续提升）；对照同花顺多牌照闭环变现层次更深，对照招行（财富锚）成长性更高。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,70,72,0,,Q1 平台低获客成本+高增量毛利但强周期；Q2 流量+牌照组合无真实切换成本，费率战持续,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 105.05 亿(+53.2%)、归母 80.64 亿(+44.9%)、ROE 8.46%（25H1 6.69%）、毛利 74.39%（25H1 69.00%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式1。互联网券商**流量入口第一**+全牌照组合，流量与牌照叠加是实位。70→72,v0.4,2026-07-31,L1,anchor,upgrade(旧L3),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,流量+基金销售+券商牌照闭环网络效应，强资本进攻实证未撼动，收入+38%，由L3升L1平台锚。,tier_rebuild_202607_b07,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-22,平台低获客成本+高增量毛利但强周期（市场 beta 利润波动）；佣金率与基金费率长期下行,网络效应与生态（股民流量+账户体系与交易工作流；蚂蚁/腾讯强资本多年未撼动）+ 牌照＋渠道（互联网券商全牌照闭环）,佣金率与基金费率长期下行、AI投顾入口重构、市场beta利润波动。,,,,
300124,汇川技术,worth_attention,L2,77,72,77.1,C-GARP成长型,工业自动化国产第一平台：伺服/变频/PLC份额第一梯队并持续替代外资（西门子/三菱/安川），新能源车电控第二引擎，产品谱系+控制算法+渠道服务系统性壁垒；前瞻侵蚀：制造业资本开支周期、外资降价反扑、车电控利润率爬坡。,工控平台谱系与客户现场验证+渠道网络需长期积累，国产无同量级平台，多品类扩张（变频→伺服→PLC→电驱）反复验证，测试通过。,国产工控无对手；对照美的（制造平台L1锚）同为平台型扩张验证者，ROE16.3%/收入+22%。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,国产替代执行力+行业线应用工程沉淀；电控业务商品化,80,82,0,,国产替代执行力+行业线应用工程沉淀；电控业务商品化拖Q1,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 246.75 亿(+20.3%)、归母 28.10 亿(-5.3%)、ROE 7.69%（25H1 10.06%）、毛利 29.74%（25H1 30.23%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式1。工控**国产第一**+行业线应用工程沉淀（know-how 需逐行业积累）。76→77,v0.4,2026-07-31,L1,anchor,upgrade(旧L3),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,工控国产第一平台持续替代外资，多品类扩张验证，收入+22%，由L3升L1平台锚。,tier_rebuild_202607_b08,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-29,制造业资本开支周期敞口、电控业务商品化拖累；伺服/变频/PLC 持续替代外资，ROE 16.3%/收入 +22%,转换成本与认证锁定（行业线应用工程沉淀、know-how 逐行业积累）+ 成本与规模优势（产品谱系+渠道服务平台）,制造业资本开支周期、外资降价反扑、车电控利润率爬坡。,新能源车电控第二引擎再投资、利润率爬坡中——再投资路径,,,
300274,阳光电源,worth_attention,L2,77,70,75.7,C-GARP成长型,光伏逆变器全球双雄（与华为）+储能系统全球第一梯队，电力电子平台（风电变流/氢能/能量管理），全球渠道与项目交付；前瞻侵蚀：储能价格战、美国政策反复（IRA/关税）、华为竞争压制。,电力电子技术+全球认证与渠道难复制，穿越多轮光伏周期保持增长，测试通过。,对照汇川（工控平台L1）：全球位置更高但行业波动与政策敞口更大；ROE31.3%/利润+22%质量顶级。,,2026年报毛利率跌回<28%（2023年水平）、或储能出货量同比转负（出货量数据待核验）→按§5.5重判「电力电子平台＋全球渠道」载体；ROE连续两年<20%（跌破2022年20.9%）→按§3.1复核L2定档；若美国区收入因关税归零并致合并ROE<15%，同步复核侵蚀路径概率标注。,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,全球逆变器第一+品牌渠道+储能系统能力；华为对峙,80,76,0,,全球逆变器第一+品牌渠道+储能系统能力；Q3 储能再投回报极好；华为对峙,reexamined_no_source,2026H1 逐家核对（2026-08-30）：营收 309.12 亿(-29.0%)、归母 52.59 亿(-32.0%)、ROE 10.73%（25H1 19.18%）、毛利 35.92%（25H1 34.36%）——定档断言「光伏逆变器全球双雄＋储能全球第一梯队＋电力电子平台＋全球渠道交付」在中报中得到反向验证。已登记侵蚀路径「储能价格战」若成立应表现为毛利下行，实际毛利34.36→35.92逆势升1.56pt且高于2025全年的31.8%，该路径本期不成立。营收−29.0%与归母−32.0%的同幅回撤属出货量口径；26H1 ROE 10.73%折年约21%，仍高于2021年的13.1%。断言未被推翻，本批中唯一「量减价稳」的样本。另一条侵蚀路径「美国政策反复（IRA/关税）」无法从中报判断，海外分区收入与储能出货量为关键待核验项。 ｜ 按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**全球逆变器第一**+品牌渠道+储能系统集成能力；华为对峙真实但不改变全球第一的规模与渠道壁垒。75→77,v0.4,2026-07-31,L2,B10电新,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,逆变器+储能全球平台，ROE31%利润+22%，价格战与美国政策为折扣，维持L2上沿。,tier_rebuild_202607_b10,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-29,储能价格战、美国政策反复；ROE 31.3%/利润 +22% 质量顶级,事实标准与技术代际（全球逆变器第一）+ 渠道（全球渠道与项目交付+品牌；华为对峙）,储能价格战、美国政策反复（IRA/关税）、华为竞争压制。,储能再投回报极好——再投资路径,,,
300308,中际旭创,worth_attention,L2,70,62,67.55,D-产业链爆发/关键瓶颈型,AI数据中心高速光模块全球第一，100G→400G→800G→1.6T连续四代保持份额领先验证迭代能力，硅光自研+海外云厂深度绑定+规模交付良率；前瞻侵蚀（规则8显式标注）：光模块历史价格竞争残酷、产品单代周期短、客户集中于头部云厂、CPO/光电共封装技术路线切换风险。,多代产品迭代+海外云厂认证+规模良率无法由资本短期复制，跨代领先已被反复验证，测试通过。,全球对照Coherent/Marvell体系居首，国内对照新易盛规模与代际验证更深；ROE43.8%/NM30.3%，收入+60%。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,74,75,-2,erosion_path(中高),每两年一代重新竞争的跑步机+大客户集中+逐代通缩；CPO/硅光转换为中高概率侵蚀,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 417.78 亿(+182.5%)、归母 136.51 亿(+241.7%)、ROE 37.62%（25H1 18.84%）、毛利 46.25%（25H1 39.33%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式3。800G/1.6T 交付能力与良率**全球第一梯队**，逐代重赢的弱点已由 erosion_path 旗标承担。68→70,v0.4,2026-07-31,L1,anchor,upgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,高速光模块全球第一、四代连续领先+硅光自研，AI互连瓶颈核心，ROE43.8%；按规则8定战略瓶颈锚L1，标注产品周期/客户集中/CPO路线风险。,tier_rebuild_202607_b04,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-22,每两年一代重新竞争的跑步机+大客户集中+逐代通缩；ROE 43.8%/NM 30.3%，收入 +60%,事实标准与技术代际（100G→1.6T 连续四代份额领先、交付良率全球第一梯队）+ 转换成本与认证锁定（海外云厂深度绑定；CPO 切换为中高概率侵蚀）,[旗标 中高] 光模块历史价格竞争残酷、产品单代周期短、客户集中于头部云厂、CPO/光电共封装技术路线切换风险。,,,,
300316,晶盛机电,worth_attention,L2,71,60,67.1,E-落难白马型,晶体生长设备平台（光伏拉晶垄断级+半导体长晶+SiC衬底/设备），但主业光伏设备需求结构性下行（收入-35%/利润-65%）；前瞻侵蚀：光伏主链产能过剩传导（判例2）、半导体与SiC体量尚小、订单去化压力。,晶体生长工艺与整线方案难复制，但主业需求端被判例2主链过剩拖累，测试通过（能力层面）。,对照北方华创/拓荆（纯半导体设备)：半导体纯度低、主业下行；光伏设备内对照无敌但行业萎缩。,,维持并细化已登记触发：2026年报ROE<5%且半导体+材料收入占比<30%→按§5.5移boundary_pending；新增：2026年营收构成连续第三个完整年度下滑、较2023年峰值179.83亿累计跌逾30%且无企稳路径→按§5.7结构性缩量口径下调一层至L3。,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,66,70,0,,长晶炉技术+半导体大硅片设备转型，真实但光伏设备断崖与应收拖累,reexamined_no_source,2026H1 逐家核对（2026-08-30）：营收 34.52 亿(-40.5%)、归母 2.32 亿(-63.7%)、ROE 1.35%（25H1 3.79%）、毛利 30.42%（25H1 24.38%）——定档断言「晶体生长设备平台：光伏拉晶垄断级＋半导体长晶＋SiC衬底/设备」在中报中出现分裂证据。支持面：毛利24.38→30.42逆势升6.04pt，与「高毛利半导体/材料占比提升」的第二曲线叙事一致。反对面：ROE 1.35%（折年约2.7%）已低于2026-08-23登记的年报触发线5%，营收−40.5%意味着第二曲线的绝对体量仍不足以补上光伏缺口。断言未被推翻但已进入待证伪窗口。已登记触发的第二个条件「半导体/材料收入占比是否过三成」中报未拆分，是本批最关键的待核验项之一；另按§5.7结构性缩量四条，2024、2025已是两个下滑年度，2026将构成第三年。 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。长晶炉技术+半导体大硅片设备转型，技术积累真实；光伏断崖由 Q1 承担。70→71,v0.4,2026-07-31,L3,B13医药,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,晶体生长设备平台但光伏主业收入-35%结构性下行，半导体SiC二曲线为战术理由，由L2降L3。,tier_rebuild_202607_b05,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-22,主业光伏设备需求结构性下行（收入 −35%/利润 −65%）、订单去化与应收拖累；半导体与 SiC 体量尚小,事实标准与技术代际（光伏拉晶设备垄断级+长晶炉技术、半导体大硅片设备转型）,光伏主链产能过剩传导（判例2）、半导体与SiC体量尚小、订单去化压力。,半导体/SiC 转型再投资——再投资路径，光伏断崖拖累,,,
300346,南大光电,worth_attention,L2,72,62,67.7,D-产业链爆发/关键瓶颈型,MO源全球前列+氢化物特气第一+ArF光刻胶产业化推进，多品类材料平台；前瞻侵蚀：各品类规模均小且竞争分散（特气对照华特/金宏）、光刻胶放量迟缓、盈利质量中等（ROE9.2%）。,高纯材料配方与验证难速成，但各品类垄断度均未达国产垄断级，测试部分通过。,对照材料垄断组锚（安集/鼎龙/江丰/雅克）：无一品类达到同等垄断位置，低一档。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,66,68,0,,MO源全球寡头真实，但光刻胶进展慢、多元扩张回报未验证,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 13.68 亿(+11.4%)、归母 2.56 亿(+23.1%)、ROE 7.15%（25H1 5.95%）、毛利 40.55%（25H1 38.75%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。**MO 源全球寡头**是真寡头格局，市场规模小不减门槛硬度；光刻胶进展慢由 Q3 反映。70→72,v0.4,2026-07-31,L3,B7半导体设备,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,MO源特气光刻胶多品类平台但均非垄断位，光刻胶期权为战术理由，由L2降L3。,tier_rebuild_202607_b05,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-28,各品类规模均小且竞争分散，盈利质量中等（ROE 9.2%）；光刻胶放量迟缓,事实标准与技术代际（MO 源全球寡头）+ 转换成本与认证锁定（氢化物特气第一）,各品类规模均小且竞争分散（特气对照华特/金宏）、光刻胶放量迟缓、盈利质量中等（ROE9.2%）。,光刻胶产业化与多元材料扩张回报未验证——再投资路径，进展慢,,,
300357,我武生物,worth_attention,L2,74,76,72.7,C-GARP成长型,粉尘螨滴剂脱敏治疗类单品垄断（份额80%+），临床信任+医生使用习惯+准入壁垒，GM95.2%；前瞻侵蚀：品类渗透率提升缓慢、新过敏原产品线拓展节奏、集采尾部风险低。,临床数据+医生习惯积累二十年，同类进入者难以撼动，测试通过（规则12）。,脱敏治疗无对手；NM34.6%/收入+14.8%稳健，单品垄断组标准形态。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,68,70,0,,脱敏药国内唯一+临床壁垒，但市场教育慢、增长停滞,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 5.14 亿(+6.2%)、归母 2.13 亿(+20.6%)、ROE 7.87%（25H1 7.28%）、毛利 95.29%（25H1 95.10%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式2。脱敏治疗**国内唯一**+临床壁垒；市场教育慢由 Q3 承担，「唯一」本身是硬锁。72→74,v0.4,2026-07-31,L2,B13医药,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,脱敏治疗单品垄断八成份额，GM95%稳健增长，维持L2。,tier_rebuild_202607_b11,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-28,GM 95.2%/NM 34.6%、收入 +14.8% 稳健；市场教育慢、增长受渗透率制约,行政法律独占（脱敏治疗国内唯一+准入壁垒）+ 转换成本与认证锁定（临床信任+医生使用习惯）,品类渗透率提升缓慢、新过敏原产品线拓展节奏、集采尾部风险低。,新过敏原产品线拓展节奏慢、市场教育投入回报缓——再投资路径,,,
300360,炬华科技,worth_attention,L3,64,68,67.5,C-GARP成长型,智能电表+能源IoT，NM34.3%盈利质量高，海外AMI拓展；前瞻侵蚀：电网招标节奏（收入-16.8%）、海外对照海兴电力位次靠后、表计行业格局分散。,电网计量资质与装机基础难速成，但行业多家可比者，测试部分通过。,对照海兴电力（海外AMI更强，另批）：海外渠道深度低一档；国内表计格局分散。,,2026年报营收跌破12.1亿（2021年水平）、或ROE<10%、或经营活动现金流连续两年为负→按§5.5移boundary_pending（Q2已64、分层无下调余地，直接走类别通道）；海外AMI收入占比若在2026年报仍未单独披露，列入§7.4复核待核验项并按无海外增长证据处理。,护城河本身弱（Q2=64<66）,,72,70,0,,电表招标制、无差异化,verified,2026H1 逐家核对（2026-08-30）：营收 6.89 亿(-22.1%)、归母 1.77 亿(-48.7%)、ROE 4.19%（25H1 8.31%）、毛利 42.13%（25H1 43.08%）——定档断言「智能电表＋能源IoT、净利率34.3%盈利质量高、海外AMI拓展」中报后仍成立但空间被压缩。核心断言未被推翻：毛利43.08→42.13仅降0.95pt，高盈利质量与中标价格体系都还在。压缩处有二：一是营收连续两年下滑（2025 −16.8%、26H1 −22.1%），26H1归母1.77亿折年约3.5亿，已回到2021年3.18亿附近，五年增长基本被抹平；二是「海外AMI拓展」这一增长断言无中报证据支撑，海外收入拆分为待核验项。L3定档理由「护城河本身弱Q2=64<66」未被推翻且被规模收缩进一步支持；L3已是worth_attention的底层，无进一步下调空间，压力只能通过类别通道释放。 ｜ 原判基本坐实。国网智能电表招标市占率位列**前五/前十**，2021 年份额约 **3%**；行业参与者众多（三星医疗、威思顿、华立、许继、林洋、威胜、海兴、科陆等），**招标制下无定价权**。2026 年国网第一次招标中标 9 包、1.92 亿元。承认前五地位故 62→64，但份额 3% 与招标制结构使其**维持 L3**。,v0.4,2026-07-31,L3,B10电新,downgrade(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,智能电表NM34%质量高但招标节奏拖累收入-17%，海外弹性为战术理由，由L2降L3。,tier_rebuild_202607_b08,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-26,电表招标制无定价权（国网份额约 3%、中标前五/前十），行业格局分散；NM 34.3% 盈利质量高、收入 −16.8%,无（招标制、无差异化；海外 AMI 对照海兴电力位次靠后）,电网招标节奏（收入-16.8%）、海外对照海兴电力位次靠后、表计行业格局分散。,,,**有（条件式）**：电网招标节奏恢复 + 海外 AMI 拓展。盈利质量本身不差（NM 34.3%），当前收入 −16.8% 主因招标节奏而非份额流失。**兑现里程碑**：①国网/南网招标中标额同比转正；②海外收入占比逐季提升。两项均不兑现即回到无战术理由。,
300394,天孚通信,worth_attention,L2,72,68,71.4,D-产业链爆发/关键瓶颈型,AI光通信无源器件+精密零部件平台（陶瓷插芯外的FA/透镜/隔离器全谱系），GM54%/NM39.1%盈利质量组内最高；前瞻侵蚀：下游光模块景气传导、CPO对无源器件形态的重构（亦可能受益）、规模天花板。,精密加工+产品谱系+客户认证长期积累，round1以其为无源器件对照锚（仕佳光子按防5对照其record判boundary），测试通过。,无源器件谱系垄断度第一；对照旭创（组件平台）体量小但盈利质量更高（ROE41.9%）。,,,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,,74,72,0,,光器件平台+封装，客户粘性好于模块厂，高毛利,reexamined_no_source,2026H1 机械核对（2026-08-30）：营收 28.28 亿(+15.1%)、归母 12.04 亿(+33.9%)、ROE 19.60%（25H1 20.13%）、毛利 60.87%（25H1 50.79%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持 ｜ 按 §10.7 偏差模式复检（未取外部新证）：模式1。光器件平台+封装能力，客户粘性显著好于模块厂（不承担逐代重新竞争），原判未区分器件与模块的结构差异。70→72,v0.4,2026-07-31,L2,B9光电,maintain(旧L2),round1_triage_2026-07 + prior_round_deep_review_2026-06(data/archive/2026-06-two-layer-review) + local_quarterly_panel(data/raw/financials/) + docs/peer-group-calibration; 模型既有知识判断，权威材料需后续刷新,AI光通信无源器件平台谱系垄断，GM54%/NM39%质量顶级，收入+59%，维持L2。,tier_rebuild_202607_b04,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-19,光器件平台高毛利（GM 54%/NM 39.1% 组内最高、ROE 41.9%），客户粘性好于模块厂、不承担逐代重新竞争；规模天花板,转换成本与认证锁定（无源器件全谱系平台+封装能力、客户粘性）,下游光模块景气传导、CPO对无源器件形态的重构（亦可能受益）、规模天花板。,,,,
300395,菲利华,worth_attention,L3,66,52,58,D-产业链爆发/关键瓶颈型,石英玻璃军工全资质(国内唯一)+半导体三大原厂认证双壁垒，认证周期极长；2024-25军品节奏扰动、半导体石英国产替代放量，合成石英突破。,双认证体系需十年级积累，测试通过。,对照石英股份：菲利华军工资质独占且半导体认证更全。,,,L3：§12.71 复核入池，护城河成立、回报与周期属性按档折价,石英玻璃军工全资质(国内唯一)+半导体三大原厂认证双壁垒，认证周期极长；2024-25军品节奏扰动、半导体石英国产替代放,56,55,,,§12.71 十五家复核与银行择要入池评分,,2026H1 机械核对（2026-08-30）：营收 13.08 亿(+44.1%)、归母 2.95 亿(+33.0%)、ROE 6.10%（25H1 5.24%）、毛利 50.11%（25H1 49.22%）——未命中恶化预筛（归母同比≤−30%／转亏／毛利同比降≥5pp／ROE 腰斩／营收同比≤−20%），定档断言未逐条复核，维持,,2026-08-16,,,,,,,2026-08-30T00:00:00Z,a-share-selection-operation-v4.96,2026-08-21,2024-25 军品节奏扰动；半导体石英国产替代放量、合成石英突破,转换成本与认证锁定（石英玻璃军工全资质国内唯一+半导体三大原厂认证双壁垒、认证周期极长）,,,,**有（条件式）**：半导体石英国产替代放量（2026H1 营收 +44%、归母 +33%、毛利 50.1%）＋合成石英突破，军品节奏扰动已过。**兑现里程碑**：①半导体业务收入占比与毛利率逐季不降；②军工石英订单恢复（季度收入同比不转负）。任一转负即失效。,
