market_type,market_label,security_code,security_name,peer_groups,decision_sources,watch_selection_routes,watch_reasons,calibrated_standard_implications,decided_at_utc,source_decision_files
A_SHARE,A股,600004,白云机场,交通运输-航空机场-机场,analyst_company_by_company_review,direct_watch,Retained. 白云机场: Guangzhou Baiyun hub airport with Pearl River Delta gateway scarcity and large passenger/cargo infrastructure economics. triage 67.65; moat 83.50; technology 45.00; market 80.00; quality 69.00; governance 70.50.,"Directly retain major hub airports where location, route network, passenger/cargo flow, and commercial concession economics are hard to reproduce with capital alone.",2026-06-09T15:43:46+00:00,data/processed/a_share_airports_peer_group_decisions.csv
A_SHARE,A股,600009,上海机场,交通运输-航空机场-机场,analyst_company_by_company_review,direct_watch,"Retained. 上海机场: Shanghai international airport hub with scarce gateway location, route network, international passenger flow, and commercial concession economics. triage 67.34; moat 83.00; technology 41.67; market 86.00; quality 72.00; governance 69.00.","Directly retain major hub airports where location, route network, passenger/cargo flow, and commercial concession economics are hard to reproduce with capital alone.",2026-06-09T15:43:46+00:00,data/processed/a_share_airports_peer_group_decisions.csv
A_SHARE,A股,600897,厦门空港,交通运输-航空机场-机场,analyst_company_by_company_review,boundary_judged_watch,"Retained after boundary review. 厦门空港: Xiamen regional airport has scarce coastal gateway assets and high operating quality, but scale is below top hubs. triage 61.70; moat 73.00; technology 40.00; market 53.00; quality 88.00; governance 72.00.","Boundary-retain regional or secondary hub airports when the asset is scarce but tariff regulation, duty-free/commercial cycle, or growth constraints cap conviction.",2026-06-09T15:43:46+00:00,data/processed/a_share_airports_peer_group_decisions.csv
A_SHARE,A股,000089,深圳机场,交通运输-航空机场-机场,analyst_company_by_company_review,boundary_judged_watch,"Retained after boundary review. 深圳机场: Shenzhen airport is a scarce Greater Bay Area aviation asset, but hub overlap and tariff regulation cap conviction. triage 60.93; moat 81.00; technology 35.00; market 70.00; quality 64.50; governance 67.50.","Boundary-retain regional or secondary hub airports when the asset is scarce but tariff regulation, duty-free/commercial cycle, or growth constraints cap conviction.",2026-06-09T15:43:46+00:00,data/processed/a_share_airports_peer_group_decisions.csv
A_SHARE,A股,603876,鼎胜新材,有色金属-基本金属-铝,analyst_company_by_company_review,boundary_judged_watch,"Watch. 鼎胜新材: 鼎胜新材 has aluminum foil and battery-foil process exposure with customer qualification requirements and scale. It is retained as a boundary materials-processing case, but not direct-watch because foil economics are still competitive and cyclical. triage 62.81; moat 56.67; technology 66.13; market 68.39; quality 50.33; governance 66.89.","Aluminum groups should retain only differentiated resource/cost, green-energy, high-value processing, or electronic-material niches; generic aluminum capacity is rejected.",2026-06-10T00:00:00+00:00,data/processed/a_share_aluminum_remaining_peer_group_decisions.csv
A_SHARE,A股,002532,天山铝业,有色金属-基本金属-铝,analyst_company_by_company_review,boundary_judged_watch,Watch. 天山铝业: 天山铝业 has bauxite/alumina/electrolytic aluminum integration and Xinjiang energy/resource cost advantages. The moat is commodity-cycle exposed but harder to replicate than pure downstream aluminum processing. triage 56.05; moat 46.08; technology 46.04; market 66.00; quality 59.92; governance 68.11.,"Aluminum groups should retain only differentiated resource/cost, green-energy, high-value processing, or electronic-material niches; generic aluminum capacity is rejected.",2026-06-10T00:00:00+00:00,data/processed/a_share_aluminum_remaining_peer_group_decisions.csv
A_SHARE,A股,600219,南山铝业,有色金属-基本金属-铝,analyst_company_by_company_review,boundary_judged_watch,"Watch. 南山铝业: 南山铝业 has a broad aluminum chain including upstream resource support and higher-value aerospace/automotive/foil processing. It is retained as a boundary integrated-processing case, below scarce-resource leaders because commodity exposure remains material. triage 54.70; moat 49.50; technology 55.26; market 66.72; quality 60.67; governance 70.56.","Aluminum groups should retain only differentiated resource/cost, green-energy, high-value processing, or electronic-material niches; generic aluminum capacity is rejected.",2026-06-10T00:00:00+00:00,data/processed/a_share_aluminum_remaining_peer_group_decisions.csv
A_SHARE,A股,600888,新疆众和,有色金属-基本金属-铝,analyst_company_by_company_review,boundary_judged_watch,"Watch. 新疆众和: 新疆众和 is retained for high-purity aluminum, electronic aluminum foil/electrode foil and related material capability. The company is smaller and cyclical, but this niche is more technical than generic aluminum capacity. triage 53.55; moat 50.75; technology 57.61; market 60.67; quality 50.50; governance 69.33.","Aluminum groups should retain only differentiated resource/cost, green-energy, high-value processing, or electronic-material niches; generic aluminum capacity is rejected.",2026-06-10T00:00:00+00:00,data/processed/a_share_aluminum_remaining_peer_group_decisions.csv
A_SHARE,A股,000807,云铝股份,有色金属-基本金属-铝,analyst_company_by_company_review,boundary_judged_watch,"Watch. 云铝股份: 云铝股份 is retained as a boundary green-aluminum and hydro-power-linked aluminum platform. It remains an aluminum commodity-cycle company, but low-carbon energy positioning and scale differentiate it from generic smelters. triage 53.22; moat 50.75; technology 44.30; market 71.11; quality 58.92; governance 70.33.","Aluminum groups should retain only differentiated resource/cost, green-energy, high-value processing, or electronic-material niches; generic aluminum capacity is rejected.",2026-06-10T00:00:00+00:00,data/processed/a_share_aluminum_remaining_peer_group_decisions.csv
A_SHARE,A股,000739,普洛药业,医药生物-化学制药-化学原料药,analyst_company_by_company_review,direct_watch,"Retained. 普洛药业: API-CDMO and formulation integration platform with long process-development capability, customer validation, and manufacturing quality systems. triage 74.46; moat 72.82; technology 84.09; market 86.05; quality 56.18; governance 67.68.","Retain API companies when process development, quality systems, regulatory filings, cost position, or scarce licenses create durable barriers beyond commodity chemical capacity.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,603707,健友股份,医药生物-化学制药-化学原料药,analyst_company_by_company_review,direct_watch,Retained. 健友股份: Heparin/sterile injectable platform with international registration and manufacturing quality barriers. triage 73.82; moat 71.42; technology 81.18; market 81.28; quality 65.47; governance 68.95.,"Retain API companies when process development, quality systems, regulatory filings, cost position, or scarce licenses create durable barriers beyond commodity chemical capacity.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,300401,花园生物,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 花园生物: Vitamin D3 and lanolin-cholesterol integration platform; retained as a boundary nutrient/API niche with cost/process advantages. triage 71.88; moat 68.44; technology 80.36; market 72.08; quality 70.21; governance 68.42.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,300765,新诺威,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 新诺威: Caffeine and functional-ingredient plus health-product platform; retained narrowly for scale and product economics. triage 70.61; moat 72.67; technology 86.00; market 66.68; quality 60.74; governance 67.05.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,600267,海正药业,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,"Retained after boundary review. 海正药业: Legacy antibiotic/API and formulation platform; retained as boundary due to scale and international manufacturing history, with lower conviction. triage 67.00; moat 65.00; technology 68.27; market 77.49; quality 63.61; governance 67.11.","Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,002675,东诚药业,医药生物-化学制药-化学原料药,analyst_company_by_company_review,direct_watch,Retained. 东诚药业: Nuclear medicine and radiopharmaceutical platform with scarce license/regulatory and isotope distribution barriers. triage 66.15; moat 62.19; technology 74.00; market 67.52; quality 64.11; governance 67.21.,"Retain API companies when process development, quality systems, regulatory filings, cost position, or scarce licenses create durable barriers beyond commodity chemical capacity.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,600521,华海药业,医药生物-化学制药-化学原料药,analyst_company_by_company_review,direct_watch,"Retained. 华海药业: Global generic formulation and API platform with US/EU regulatory experience, complex generics, and quality-system history. triage 65.58; moat 64.30; technology 68.45; market 74.47; quality 63.05; governance 65.84.","Retain API companies when process development, quality systems, regulatory filings, cost position, or scarce licenses create durable barriers beyond commodity chemical capacity.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,600216,浙江医药,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 浙江医药: Vitamin and life-science material platform; retained as boundary resource/process capability case. triage 65.39; moat 61.65; technology 64.45; market 77.35; quality 60.25; governance 68.89.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,605507,国邦医药,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 国邦医药: Large API/intermediate platform with scale and cost/process capability; retained as boundary but monitor commodity exposure. triage 64.83; moat 63.77; technology 61.91; market 74.68; quality 60.74; governance 68.79.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,300702,天宇股份,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 天宇股份: Sartan API/intermediate specialist with global customer validation; retained narrowly despite API cycle pressure. triage 64.65; moat 59.72; technology 71.45; market 68.15; quality 64.84; governance 66.89.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,300452,山河药辅,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 山河药辅: Pharmaceutical excipient specialist; retained because excipients have customer qualification and formulation workflow stickiness. triage 64.22; moat 59.56; technology 69.09; market 59.94; quality 66.35; governance 67.63.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,688166,博瑞医药,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 博瑞医药: Complex API and synthetic-biology/innovative formulation optionality; retained as boundary high-technical API case. triage 63.87; moat 57.26; technology 77.82; market 58.12; quality 62.32; governance 66.16.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,603520,司太立,医药生物-化学制药-化学原料药,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 司太立: Contrast-agent API specialist; retained narrowly because regulated customer qualification and process know-how matter. triage 61.25; moat 59.02; technology 69.18; market 61.14; quality 55.61; governance 65.74.,"Boundary API retention requires a distinct regulated-product, cost/process, excipient, contrast-agent, or specialty-ingredient niche.",2026-05-15T00:00:00+00:00,data/processed/a_share_api_peer_group_decisions.csv
A_SHARE,A股,300979,华利集团,纺织服装-服装家纺-服饰辅料,analyst_company_by_company_review,direct_watch,"Watch. 华利集团: 华利集团 is a global sports-footwear manufacturing platform with long customer qualification, overseas factory organization, quality control, and supply-chain execution. It is still an OEM and has customer concentration risk, but capital alone cannot quickly reproduce its scale and customer validation. triage 64.78; moat 60.00; technology 64.86; market 83.50; quality 55.43; governance 70.29.","Apparel-related companies should pass only when global customer qualification, manufacturing systems, or a clear niche category moat is visible.",2026-06-10T00:00:00+00:00,data/processed/a_share_apparel_accessories_peer_group_decisions.csv
A_SHARE,A股,002003,伟星股份,纺织服装-服装家纺-服饰辅料,analyst_company_by_company_review,boundary_judged_watch,"Watch. 伟星股份: 伟星股份 has a stronger zipper/button and garment-accessory niche than ordinary apparel suppliers, with brand, channel, product breadth, and customer stickiness. It is retained as a boundary niche compounder, below global platform leaders. triage 59.32; moat 53.57; technology 59.57; market 69.79; quality 63.71; governance 68.43.","Apparel-related companies should pass only when global customer qualification, manufacturing systems, or a clear niche category moat is visible.",2026-06-10T00:00:00+00:00,data/processed/a_share_apparel_accessories_peer_group_decisions.csv
A_SHARE,A股,002832,比音勒芬,纺织服装-服装家纺-服装,analyst_company_by_company_review,direct_watch,Watch. 比音勒芬: 比音勒芬在高端运动、高尔夫和休闲服饰中形成较清晰品牌心智、渠道和会员体系，是服装组少数具备较强定价权的公司。 triage 65.11; moat 61.37; technology 65.58; market 77.83; quality 65.63; governance 69.77.,Retain apparel companies only when category brand power and channel density survive ordinary fashion competition.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,002687,乔治白,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 乔治白: 乔治白聚焦职业装和校服，B2B 客户服务、量体定制和渠道流程有一定黏性，但品牌定价权不强。 triage 62.09; moat 57.19; technology 70.74; market 63.31; quality 55.86; governance 70.33.,Boundary retain apparel workflow specialists when recurring institutional customers and customization process create switching costs.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,002763,汇洁股份,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 汇洁股份: 汇洁股份拥有曼妮芬等内衣品牌，贴身衣物品类有版型、渠道和消费者信任壁垒，但增长空间需跟踪。 triage 60.93; moat 57.21; technology 63.74; market 70.94; quality 57.72; governance 70.47.,"Boundary retain intimate-apparel brand portfolios when fit, brand trust, and channel position matter.",2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,002612,朗姿股份,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 朗姿股份: 朗姿股份的女装业务本身壁垒一般，但医疗美容和婴童等跨行业资产提供公司级可选能力，需作为边界观察。 triage 56.93; moat 50.84; technology 54.16; market 71.69; quality 61.40; governance 65.84.,Boundary retain cross-industry apparel companies when non-apparel assets create a separate capability thesis.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,603808,歌力思,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 歌力思: 歌力思具备高端女装和多品牌运营经验，品牌组合与渠道管理有一定壁垒，但时尚周期和竞争强。 triage 56.47; moat 54.74; technology 48.26; market 70.53; quality 57.21; governance 69.35.,Boundary retain high-end fashion platforms when multi-brand operation and customer positioning are credible.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,600398,XD海澜之,纺织服装-服装家纺-服装,analyst_company_by_company_review,direct_watch,Watch. XD海澜之: 海澜之家拥有全国男装品牌心智、渠道网络和供应链管理能力，虽然增长成熟，但强于普通服装公司。 triage 56.06; moat 49.00; technology 50.05; market 75.22; quality 56.65; governance 66.40.,"Retain national apparel brands when channel density, supply-chain control, and consumer mindshare are clearly stronger than peers.",2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,603511,爱慕股份,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 爱慕股份: 爱慕股份在内衣和贴身服饰中有品牌、版型和渠道资产，属于服装中相对更有消费者信任壁垒的品类。 triage 55.35; moat 46.67; technology 56.37; market 65.36; quality 57.40; governance 70.44.,"Boundary retain intimate-apparel leaders when fit, channel, and brand trust create defensibility.",2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,002563,森马服饰,纺织服装-服装家纺-服装,analyst_company_by_company_review,direct_watch,Watch. 森马服饰: 森马服饰拥有森马休闲装和巴拉巴拉童装，尤其童装品类品牌心智强、渠道广，是服装组中较清晰的品牌平台。 triage 55.03; moat 48.77; technology 48.95; market 74.01; quality 55.16; governance 67.23.,Retain apparel companies with category-leading children's wear or mass-market brand platforms.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,300840,酷特智能,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 酷特智能: 酷特智能的个性化定制和 C2M 工业互联网模式具备流程/系统差异化，虽属服装但不是普通零售品牌。 triage 52.13; moat 42.02; technology 61.21; market 49.55; quality 50.47; governance 70.16.,Boundary retain apparel companies when manufacturing systems and workflow digitization create a separate moat.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,603558,健盛集团,纺织服装-服装家纺-服装,analyst_company_by_company_review,boundary_judged_watch,Watch. 健盛集团: 健盛集团在袜品和无缝运动服装制造中有全球客户、规模和制造管理能力，但仍是代工属性，边界关注。 triage 49.31; moat 46.51; technology 35.89; market 63.84; quality 51.12; governance 67.09.,Boundary retain apparel manufacturers only when global customer qualification and process scale are meaningfully stronger than ordinary capacity.,2026-06-09T15:57:54+00:00,data/processed/a_share_apparel_peer_group_decisions.csv
A_SHARE,A股,600060,海信视像,家电-视听器材-视听器材,analyst_company_by_company_review,direct_watch,Watch. 海信视像: 海信视像拥有全球电视/显示品牌、研发体系和显示产业链能力，品牌、渠道和产品技术强于普通代工。 triage 63.10; moat 57.00; technology 65.33; market 83.50; quality 52.67; governance 68.00.,"Retain display brands when global channel, R&D, and consumer brand recognition are clear.",2026-06-09T16:20:25+00:00,data/processed/a_share_audio_visual_equipment_peer_group_decisions.csv
A_SHARE,A股,002429,兆驰股份,家电-视听器材-视听器材,analyst_company_by_company_review,boundary_judged_watch,Watch. 兆驰股份: 兆驰股份覆盖电视、机顶盒、LED 元器件和通讯终端，规模和制造平台有价值，但品牌与核心技术弱于海信和光峰。 triage 62.85; moat 59.67; technology 65.67; market 70.17; quality 58.00; governance 70.00.,Boundary retain display/LED platforms when scale and component capability are visible but differentiation is narrower.,2026-06-09T16:20:25+00:00,data/processed/a_share_audio_visual_equipment_peer_group_decisions.csv
A_SHARE,A股,688007,光峰科技,家电-视听器材-视听器材,analyst_company_by_company_review,direct_watch,Watch. 光峰科技: 光峰科技拥有 ALPD 激光显示原创技术、核心专利和车载/影院/家用等应用拓展，是真正的技术型显示公司。 triage 60.04; moat 56.33; technology 72.00; market 52.83; quality 53.33; governance 72.00.,Retain optical/display technology platforms when original patents and application expansion are visible.,2026-06-09T16:20:25+00:00,data/processed/a_share_audio_visual_equipment_peer_group_decisions.csv
A_SHARE,A股,603786,科博达,交运设备-汽车-汽车零部件,analyst_company_by_company_review,direct_watch,Retained. 科博达: Automotive electronics and lighting/control module specialist with Volkswagen/global customer validation and embedded design-in stickiness. triage 69.50; moat 64.44; technology 79.75; market 79.51; quality 61.19; governance 70.30.,"Retain auto-parts companies when global OEM validation, safety-critical certification, software/electronics platform depth, or hard manufacturing process creates durable barriers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,603596,DR伯特利,交运设备-汽车-汽车零部件,analyst_company_by_company_review,direct_watch,"Retained. DR伯特利: Brake-by-wire, chassis-control, and active-safety component leader with safety-critical validation and customer switching barriers. triage 69.30; moat 67.99; technology 75.48; market 81.76; quality 59.08; governance 68.03.","Retain auto-parts companies when global OEM validation, safety-critical certification, software/electronics platform depth, or hard manufacturing process creates durable barriers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,301656,联合动力,交运设备-汽车-汽车零部件,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 联合动力: New-energy electric-drive and powertrain component supplier; retained as a boundary case because customer validation and integration depth appear stronger than generic component peers. triage 69.25; moat 65.58; technology 78.69; market 83.26; quality 53.73; governance 66.78.,"Boundary auto-parts retention requires a distinct intelligent-vehicle, safety, drivetrain, lightweighting, thermal, or globalized platform niche not fully covered by stronger peers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,002920,德赛西威,交运设备-汽车-汽车零部件,analyst_company_by_company_review,direct_watch,"Retained. 德赛西威: Intelligent cockpit/ADAS domain-controller platform with strong OEM validation, software-hardware integration, and automotive electronics iteration capability. triage 69.05; moat 62.83; technology 78.66; market 84.32; quality 56.39; governance 68.53.","Retain auto-parts companies when global OEM validation, safety-critical certification, software/electronics platform depth, or hard manufacturing process creates durable barriers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,600741,华域汽车,交运设备-汽车-汽车零部件,analyst_company_by_company_review,boundary_judged_watch,Retained after boundary review. 华域汽车: Large domestic auto-parts platform with breadth and customer reach; retained as a boundary scale platform though margins and state-owned structure reduce conviction. triage 68.76; moat 65.96; technology 71.46; market 84.78; quality 47.10; governance 66.66.,"Boundary auto-parts retention requires a distinct intelligent-vehicle, safety, drivetrain, lightweighting, thermal, or globalized platform niche not fully covered by stronger peers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,000338,潍柴动力,交运设备-汽车-汽车零部件,analyst_company_by_company_review,direct_watch,"Retained. 潍柴动力: Heavy-duty powertrain and engine platform with global scale, supply chain, service network, and system integration depth. triage 68.58; moat 69.00; technology 72.50; market 85.00; quality 54.69; governance 66.63.","Retain auto-parts companies when global OEM validation, safety-critical certification, software/electronics platform depth, or hard manufacturing process creates durable barriers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
A_SHARE,A股,000887,中鼎股份,交运设备-汽车-汽车零部件,analyst_company_by_company_review,boundary_judged_watch,"Retained after boundary review. 中鼎股份: Sealing, fluid pipeline, and rubber component platform with global customer acquisition history; retained as a boundary component-system case. triage 68.22; moat 65.45; technology 74.59; market 83.16; quality 56.24; governance 68.61.","Boundary auto-parts retention requires a distinct intelligent-vehicle, safety, drivetrain, lightweighting, thermal, or globalized platform niche not fully covered by stronger peers.",2026-05-15T00:00:00+00:00,data/processed/a_share_auto_parts_peer_group_decisions.csv
