market_type,market_label,security_code,security_name,listed_company_name,exchange,industry,peer_groups,final_decision,watch_selection_route,decision_sources,prior_preliminary_attention,decision_reason,capability_assessment,calibrated_standard_implication,triage_score,triage_decision,business_moat_score,technology_barrier_score,market_position_score,business_quality_score,operating_quality_score,industry_outlook_score,governance_risk_score,cyclicality_profile,compounding_profile,source_urls,decided_at_utc,source_decision_files
A_SHARE,A股,603456,九洲药业,浙江九洲药业股份有限公司,SSE,制造业,医药生物-CXO与医药研发外包,watch,boundary_judged_watch,analyst_inferred_from_reviewer_standard,watch_if_cdmo_depth_accepted,Retained with lower conviction. 九洲药业 is not stronger than 凯莱英 but has enough specialized API/CDMO depth and cash conversion to deserve observation.,2025 gross margin 36.85%; net margin 13.23%; cash-flow-to-revenue 33.12%; CDMO gross margin about 41.08%; CDMO revenue about 4.176bn. Specialty API/CDMO depth and peptide; conjugation; and nucleic-acid optionality support a separate niche.,Specialized CDMO/API companies can qualify beside larger anchors when process depth; regulatory quality; project pipeline; and margins prove a differentiated niche.,73.60,advance_to_deep_review,71.60,78.45,81.98,65.26,66.60,70.00,70.42,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH603456;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603456.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603456.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_cxo_peer_group_decisions.csv
A_SHARE,A股,300017,网宿科技,网宿科技,SZSE,I 信息技术,互联网-互联网技术-云服务(含IDC、CDN),watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,Retained. 网宿科技: A股少数具备全球CDN、边缘计算、云分发、云安全、云服务和绿色数据中心能力的信息基础设施平台；CDN价格竞争真实存在，但全球节点、调度系统、客户接入、边缘安全和长期运维经验不是单纯资金短期可复制。 triage 73.53; moat 69.50; technology 74.25; market 79.50; quality 69.50; governance 72.00.,网宿科技是A股少数具备全球CDN、边缘计算、云分发、云安全、云服务和绿色数据中心能力的信息基础设施平台。CDN价格竞争真实存在，但全球节点、调度系统、客户接入、边缘安全和长期运维经验不是单纯资金短期可复制。,Retain CDN and edge platforms when network nodes,73.53,advance_to_deep_review,69.50,74.25,79.50,69.50,72.00,78.00,72.00,low_to_moderate_cyclicality,compound_growth,customer integration | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300017;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300017.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300017.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1, security products,data/processed/a_share_cloud_idc_cdn_peer_group_decisions.csv
A_SHARE,A股,002114,罗平锌电,罗平锌电,SZSE,C 制造业,有色金属-基本金属-铅锌,watch,boundary_judged_watch,analyst_company_by_company_review,advance_to_deep_review,Retained after boundary review. 罗平锌电: local hydroelectricity and lead-zinc resource integration gives a differentiated but smaller resource/cost niche. triage 73.52; moat 83.83; technology 91.83; market 63.33; quality 45.33; governance 67.00.,local hydroelectricity and lead-zinc resource integration gives a differentiated but smaller resource/cost niche.,"Boundary-retain smaller but real mine-right or scarce-metal companies when resource quality, by-product value, or strategic geography creates a differentiated watch thesis.",73.52,advance_to_deep_review,83.83,91.83,63.33,45.33,23.67,72.00,67.00,strategic_critical_material_cycle,resource_technology_optionality,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002114;https://www.lpxdgf.cn | https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002114;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002114.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002114.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-06-09T15:43:46+00:00,data/processed/a_share_lead_zinc_peer_group_decisions.csv
A_SHARE,A股,300274,阳光电源,阳光电源,SZSE,C 制造业,电气设备-电源设备-太阳能,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 阳光电源: Global clean-energy power-electronics platform with leading photovoltaic inverter, storage system, wind converter, hydrogen, charging, and energy-management capabilities. triage 73.52; moat 65.00; technology 83.56; market 79.50; quality 70.43; governance 68.71.","Global clean-energy power-electronics platform with leading photovoltaic inverter, storage system, wind converter, hydrogen, charging, and energy-management capabilities.","Retain solar companies when they are global leaders in power electronics, photovoltaic equipment, photovoltaic materials, wafers, polysilicon, or integrated modules with cost, process, technology, customer, and bankability barriers.",73.52,advance_to_deep_review,65.00,83.56,79.50,70.43,71.57,72.00,68.71,structural_growth_with_manufacturing_cycle,scale_and_process_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300274;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300274.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300274.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_solar_peer_group_decisions.csv
A_SHARE,A股,600332,白云山,广州白云山医药集团股份有限公司,SSE,制造业,医药生物-医药商业-医药商业,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 白云山: Large integrated pharmaceutical platform with Chinese and western medicines, APIs, natural medicine, commercial distribution, retail, big-health brands, and A+H listed backing from Guangzhou Pharmaceutical. triage 73.52; moat 72.32; technology 79.11; market 84.30; quality 66.64; governance 69.55.","Large integrated pharmaceutical platform with Chinese and western medicines, APIs, natural medicine, commercial distribution, retail, big-health brands, and A+H listed backing from Guangzhou Pharmaceutical.","Retain pharma-commerce-labeled companies when company-level capability is actually an integrated pharmaceutical industrial platform, large pharma industrial-commercial platform, or scarce drug-discovery technology platform.",73.52,advance_to_deep_review,72.32,79.11,84.30,66.64,52.95,70.00,69.55,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600332;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600332.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600332.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_pharma_commerce_peer_group_decisions.csv
A_SHARE,A股,688363,华熙生物,华熙生物科技股份有限公司,SSE,制造业,医药生物-生物医药-生物医药,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 华熙生物: Hyaluronic-acid and bioactive-material platform with fermentation/process know-how, ingredient scale, and productization across medical aesthetics and functional materials. triage 73.52; moat 71.97; technology 82.16; market 81.78; quality 61.17; governance 69.31.","Hyaluronic-acid and bioactive-material platform with fermentation/process know-how, ingredient scale, and productization across medical aesthetics and functional materials.","Retain biopharma companies when clinical/regulatory validation, scarce biological resources, platform science, or installed diagnostic systems cannot be quickly replicated with capital alone.",73.52,advance_to_deep_review,71.97,82.16,81.78,61.17,55.76,70.00,69.31,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688363;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688363.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688363.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_biopharma_peer_group_decisions.csv
A_SHARE,A股,600732,爱旭股份,上海爱旭新能源股份有限公司,SSE,制造业,电气设备-电源设备-太阳能,watch,boundary_judged_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained after boundary review. 爱旭股份: High-efficiency solar-cell technology platform with differentiated ABC/N-type cell direction; retained despite photovoltaic cycle risk because the thesis is technology differentiation, not current profit. triage 73.47; moat 74.57; technology 84.17; market 73.50; quality 59.38; governance 67.57.","High-efficiency solar-cell technology platform with differentiated ABC/N-type cell direction; retained despite photovoltaic cycle risk because the thesis is technology differentiation, not current profit.","Boundary solar retention requires a distinct inverter niche, next-generation cell technology, high-barrier equipment, low-cost upstream process, or specialty material platform not fully covered by stronger leaders.",73.47,advance_to_deep_review,74.57,84.17,73.50,59.38,44.30,76.00,67.57,structural_growth_with_manufacturing_cycle,scale_and_process_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600732;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600732.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600732.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_solar_peer_group_decisions.csv
A_SHARE,A股,002223,鱼跃医疗,鱼跃医疗,SZSE,C 制造业,医药生物-医疗器械-医疗器械,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 鱼跃医疗: Domestic home medical-device and respiratory/monitoring platform with brand, channel, product breadth, and manufacturing scale; retained as a clear consumer-medical-device anchor. triage 73.46; moat 72.55; technology 76.93; market 85.08; quality 64.84; governance 70.04.","Domestic home medical-device and respiratory/monitoring platform with brand, channel, product breadth, and manufacturing scale; retained as a clear consumer-medical-device anchor.","Retain device companies when clinical workflow, registration, consumable recurrence, brand/channel, and product engineering create durable barriers.",73.46,advance_to_deep_review,72.55,76.93,85.08,64.84,59.73,70.00,70.04,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002223;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002223.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002223.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_medical_device_remaining_peer_group_decisions.csv
A_SHARE,A股,002008,大族激光,大族激光,SZSE,C 制造业,电子设备-电子设备制造-电子设备制造,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 大族激光: Industrial laser-equipment platform with broad installed base, process libraries, components, and automation integration. Cyclical demand exists, but the capability is not a generic assembly business. triage 73.41; moat 69.60; technology 83.33; market 84.16; quality 62.76; governance 67.28.","Industrial laser-equipment platform with broad installed base, process libraries, components, and automation integration. Cyclical demand exists, but the capability is not a generic assembly business.","In broad electronic-equipment manufacturing, retain platform anchors whose customer qualification, process know-how, IP, or reliability record cannot be quickly copied with capital alone.",73.41,advance_to_deep_review,69.60,83.33,84.16,62.76,50.11,72.00,67.28,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002008;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002008.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002008.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_electronic_equipment_manufacturing_peer_group_decisions.csv
A_SHARE,A股,600196,复星医药,上海复星医药(集团)股份有限公司,SSE,制造业,医药生物-生物医药-生物医药,watch,boundary_judged_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained after boundary review. 复星医药: Diversified pharma platform with innovative drugs, vaccines, diagnostics, and global BD/manufacturing reach; retained as a boundary platform despite conglomerate complexity. triage 73.38; moat 73.00; technology 78.20; market 86.75; quality 61.59; governance 66.85.","Diversified pharma platform with innovative drugs, vaccines, diagnostics, and global BD/manufacturing reach; retained as a boundary platform despite conglomerate complexity.","Boundary biopharma retention requires differentiated pipeline, platform, resource, or workflow evidence rather than current-profit strength alone.",73.38,advance_to_deep_review,73.00,78.20,86.75,61.59,54.76,70.00,66.85,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600196;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600196.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600196.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_biopharma_peer_group_decisions.csv
A_SHARE,A股,300529,健帆生物,健帆生物,SZSE,C 制造业,医药生物-医疗器械-医疗器械,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 健帆生物: Hemoperfusion and blood-purification cartridge leader with clinical workflow, consumable recurrence, and specialist-channel barriers. triage 73.32; moat 70.41; technology 81.18; market 77.91; quality 68.14; governance 67.59.","Hemoperfusion and blood-purification cartridge leader with clinical workflow, consumable recurrence, and specialist-channel barriers.","Retain device companies when clinical workflow, registration, consumable recurrence, brand/channel, and product engineering create durable barriers.",73.32,advance_to_deep_review,70.41,81.18,77.91,68.14,65.12,70.00,67.59,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300529;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300529.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300529.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_medical_device_remaining_peer_group_decisions.csv
A_SHARE,A股,300130,新国都,新国都,SZSE,C 制造业,信息技术-计算机硬件-专用计算机设备,watch,boundary_judged_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained after boundary review. 新国都: Boundary watch: POS terminals, payment systems, and acquiring/merchant services have scale and channel value. It is retained as a payment-terminal platform, but regulatory/payment competition keeps it below direct-watch conviction. triage 73.27; moat 73.24; technology 71.53; market 79.79; quality 67.35; governance 70.06. Special dimension: 支付终端与收单服务.","Boundary watch: POS terminals, payment systems, and acquiring/merchant services have scale and channel value. It is retained as a payment-terminal platform, but regulatory/payment competition keeps it below direct-watch conviction.","Boundary retention requires a differentiated payment-terminal, financial/urban self-service equipment, barcode/AIDC, LED display-control, tax/e-government, intelligent-transportation, storage-safety, data-storage, command-center, rail-monitoring, or GNSS niche not already fully covered by a stronger retained peer.",73.27,advance_to_deep_review,73.24,71.53,79.79,67.35,65.24,78.00,70.06,low_to_moderate_cyclicality,compound_growth,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300130;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300130.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300130.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:19:59+00:00,data/processed/a_share_specialized_computer_equipment_peer_group_decisions.csv
A_SHARE,A股,600436,片仔癀,漳州片仔癀药业股份有限公司,SSE,制造业,医药生物-中药生产-中药生产,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 片仔癀: Category-defining scarce formula and brand moat. Pien Tze Huang combines secret/heritage formula, pricing power, brand trust, and constrained supply characteristics. triage 73.26; moat 72.38; technology 78.33; market 84.62; quality 58.91; governance 71.16.","Category-defining scarce formula and brand moat. Pien Tze Huang combines secret/heritage formula, pricing power, brand trust, and constrained supply characteristics.","Retain TCM companies only when brand, scarce formula, category leadership, pricing power, or modern evidence-based product capability creates durable advantages.",73.26,advance_to_deep_review,72.38,78.33,84.62,58.91,59.47,70.00,71.16,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600436;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600436.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600436.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_traditional_chinese_medicine_peer_group_decisions.csv
A_SHARE,A股,603333,尚纬股份,尚纬股份有限公司,SSE,制造业,电气设备-输变电设备-电线电缆,watch,boundary_judged_watch,analyst_company_by_company_review,direct_watch,Watch. 尚纬股份: 尚纬股份具备核电、轨交、海工、特种电缆等资格和研发积累，技术分较高；但规模、客户集中度和长期利润质量仍需后续深度验证。 triage 73.08; moat 73.57; technology 94.86; market 61.13; quality 57.94; governance 70.63.,尚纬股份具备核电、轨交、海工、特种电缆等资格和研发积累，技术分较高；但规模、客户集中度和长期利润质量仍需后续深度验证。,Boundary retain nuclear/special-cable candidates only when qualification-heavy products are explicit; keep weaker profitability as a deep-review question.,73.08,advance_to_deep_review,73.57,94.86,61.13,57.94,46.10,68.00,70.63,grid_capex_structural_growth,installed_base_and_engineering_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH603333;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603333.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603333.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:21:29+00:00,data/processed/a_share_wire_cable_peer_group_decisions.csv
A_SHARE,A股,000988,华工科技,华工科技,SZSE,C 制造业,电子设备-电子设备制造-电子设备制造,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 华工科技: Laser equipment, optical communication, and sensing platform with multiple hard-technology business lines; not merely a low-margin EMS or component assembler. triage 73.06; moat 69.53; technology 81.27; market 84.21; quality 59.49; governance 67.20.","Laser equipment, optical communication, and sensing platform with multiple hard-technology business lines; not merely a low-margin EMS or component assembler.","In broad electronic-equipment manufacturing, retain platform anchors whose customer qualification, process know-how, IP, or reliability record cannot be quickly copied with capital alone.",73.06,advance_to_deep_review,69.53,81.27,84.21,59.49,57.06,72.00,67.20,cyclical_structural_growth,innovation_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000988;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000988.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000988.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_electronic_equipment_manufacturing_peer_group_decisions.csv
A_SHARE,A股,002152,广电运通,广电运通,SZSE,C 制造业,信息技术-计算机硬件-专用计算机设备,watch,boundary_judged_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained after boundary review. 广电运通: Boundary watch: bank self-service equipment, AFC/urban intelligent systems, AI public-service terminals, and security operations have customer qualification and service barriers. ATM decline and project exposure keep it boundary. triage 73.04; moat 71.71; technology 73.65; market 84.62; quality 63.53; governance 67.41. Special dimension: 金融自助设备与城市智能终端.","Boundary watch: bank self-service equipment, AFC/urban intelligent systems, AI public-service terminals, and security operations have customer qualification and service barriers. ATM decline and project exposure keep it boundary.","Boundary retention requires a differentiated payment-terminal, financial/urban self-service equipment, barcode/AIDC, LED display-control, tax/e-government, intelligent-transportation, storage-safety, data-storage, command-center, rail-monitoring, or GNSS niche not already fully covered by a stronger retained peer.",73.04,advance_to_deep_review,71.71,73.65,84.62,63.53,56.47,78.00,67.41,low_to_moderate_cyclicality,compound_growth,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002152;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002152.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002152.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:19:59+00:00,data/processed/a_share_specialized_computer_equipment_peer_group_decisions.csv
A_SHARE,A股,688315,诺禾致源,北京诺禾致源科技股份有限公司,SSE,科学研究和技术服务业,医药生物-医疗服务-医疗服务,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. 诺禾致源: Direct watch: Novogene has sequencing platform capability, bioinformatics, research/customer network, lab operations, and global scientific-service references. It is a genomics service platform rather than a low-barrier lab. triage 72.99; moat 69.00; technology 84.80; market 72.75; quality 70.40; governance 69.60. Special dimension: 基因测序服务平台.","Direct watch: Novogene has sequencing platform capability, bioinformatics, research/customer network, lab operations, and global scientific-service references. It is a genomics service platform rather than a low-barrier lab.","Retain medical-service companies when they own a national specialist chain, third-party medical lab platform, genomics/testing platform, or clinical-service network with doctor/customer/data/quality-system advantages that are not easy to replicate.",72.99,advance_to_deep_review,69.00,84.80,72.75,70.40,58.77,70.00,69.60,defensive_growth_with_policy_risk,innovation_or_brand_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688315;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688315.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688315.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:11:20+00:00,data/processed/a_share_medical_services_remaining_peer_group_decisions.csv
A_SHARE,A股,002129,TCL中环,TCL中环,SZSE,C 制造业,电气设备-电源设备-太阳能,watch,direct_watch,analyst_company_by_company_review,advance_to_deep_review,"Retained. TCL中环: Global photovoltaic wafer/material platform with advanced manufacturing process and silicon-material/electronics heritage, retained as a leading wafer link rather than ordinary module capacity. triage 72.89; moat 74.81; technology 84.90; market 72.45; quality 51.29; governance 68.71.","Global photovoltaic wafer/material platform with advanced manufacturing process and silicon-material/electronics heritage, retained as a leading wafer link rather than ordinary module capacity.","Retain solar companies when they are global leaders in power electronics, photovoltaic equipment, photovoltaic materials, wafers, polysilicon, or integrated modules with cost, process, technology, customer, and bankability barriers.",72.89,advance_to_deep_review,74.81,84.90,72.45,51.29,42.65,76.00,68.71,structural_growth_with_manufacturing_cycle,scale_and_process_compounding,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002129;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002129.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002129.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00,data/processed/a_share_solar_peer_group_decisions.csv
