logged_at_utc,workflow_stage,run_id,as_of,security_code,security_name,decision_type,decision_result,summary_reason,input_files,source_urls,output_file,operator_or_script,workflow_version,decision_id,supersedes_decision_id
,valuation_review,VAL-003,20260612161415,300750,宁德时代,valuation_tier,较低估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约23.1，2026Q1利润同比约42.3%，ROE约24.9%、经营现金流强；动力+储能龙头仍有瓶颈价值，但价格战和海外风险限制其进入深度低估。 || 指标: price=394.85, mktcap_100m=16808.81, PE=23.13, PB=5.59, rev_yoy=17.0%, profit_yoy=42.3%, gross=26.3%, net=18.1%, roe=24.9%, cfo/rev=0.3%, peg=trailing_yoy_PEG=0.55",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604231821483907_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225002214&announceTime=1773072000000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225107946&announceTime=1776268800000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-003,20260612161412,600406,国电南瑞,valuation_tier,中性 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约22.4，收入/利润同比约14.5%/8.8%，电网数字化瓶颈和现金流较稳；估值与稳健增长大致匹配，暂不算低估。 || 指标: price=23.24, mktcap_100m=1861.10, PE=22.43, PB=3.49, rev_yoy=14.5%, profit_yoy=8.8%, gross=25.8%, net=13.4%, roe=16.3%, cfo/rev=0.2%, peg=trailing_yoy_PEG=2.55",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604301821808937_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225257886&announceTime=1777478400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225257868&announceTime=1777478400000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-003,20260612161450,688008,澜起科技,valuation_tier,较高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约107、PB约13，收入/利润同比约49.9%/58.4%，DDR5/AI服务器逻辑强；但当前价格已提前反映较多成长，需未来三年持续上修才能消化。 || 指标: price=224.88, mktcap_100m=2578.08, PE=107.46, PB=13.18, rev_yoy=49.9%, profit_yoy=58.4%, gross=62.2%, net=39.0%, roe=18.2%, cfo/rev=0.4%, peg=trailing_yoy_PEG=1.84",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202605201822487813_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225057736&announceTime=1774886400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225206629&announceTime=1777305600000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-003,20260612161444,688041,海光信息,valuation_tier,高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约239、PB约27.7，收入/利润同比约56.9%/31.8%；国产CPU/DCU稀缺性强，但当前市值已计入很高算力成长假设。 || 指标: price=280.00, mktcap_100m=6508.15, PE=238.73, PB=27.70, rev_yoy=56.9%, profit_yoy=31.8%, gross=57.8%, net=25.2%, roe=11.9%, cfo/rev=0.1%, peg=trailing_yoy_PEG=7.51",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202605251822847721_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225083088&announceTime=1775577600000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225083112&announceTime=1775577600000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-003,20260612161454,688256,寒武纪,valuation_tier,高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约287、PB约63.7，收入/利润高增但基数和订单集中度风险大，经营现金流仍为负；当前价格高度依赖AI芯片利润持续超预期。 || 指标: price=1240.00, mktcap_100m=7790.83, PE=286.75, PB=63.66, rev_yoy=453.2%, profit_yoy=555.2%, gross=55.2%, net=31.7%, roe=27.0%, cfo/rev=-0.1%, peg=trailing_yoy_PEG=0.52",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604281821702568_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225007336&announceTime=1773331200000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225264337&announceTime=1777478400000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-003,20260612161450,688981,中芯国际,valuation_tier,高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约198、PB约6.7，ROE约3.4%，资本开支和折旧压力重；国产替代战略价值高，但当前证券价格远高于已兑现盈利能力。 || 指标: price=124.88, mktcap_100m=2497.05, PE=198.34, PB=6.68, rev_yoy=16.5%, profit_yoy=36.3%, gross=21.6%, net=10.7%, roe=3.4%, cfo/rev=0.3%, peg=trailing_yoy_PEG=5.47",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202605221822682971_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225037057&announceTime=1774540800000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225307101&announceTime=1778774400000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-004,20260612161445,300308,中际旭创,valuation_tier,中性 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约85.7，收入/利润同比约60.3%/108.8%，光模块龙头地位强；但股价已大幅重估，需1.6T订单和利润继续超预期才有明显低估。 || 指标: price=1149.00, mktcap_100m=12753.21, PE=85.72, PB=36.99, rev_yoy=60.3%, profit_yoy=108.8%, gross=42.0%, net=30.3%, roe=43.8%, cfo/rev=0.3%, peg=trailing_yoy_PEG=0.79",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202605271822907853_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225056459&announceTime=1774886400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225111941&announceTime=1776355200000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-004,20260612161424,300502,新易盛,valuation_tier,较低估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约65.8但2026Q1收入/利润同比约187%/236%，ROE约72.8%，800G/1.6T瓶颈利润兑现强；高客户集中和价格风险存在，但按当前增速仍偏低估。 || 指标: price=506.46, mktcap_100m=6352.24, PE=65.75, PB=36.37, rev_yoy=187.3%, profit_yoy=235.9%, gross=47.8%, net=38.5%, roe=72.8%, cfo/rev=0.3%, peg=trailing_yoy_PEG=0.28",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202605271822907857_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225172598&announceTime=1776960000000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225172606&announceTime=1776960000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-004,20260612161430,302132,中航成飞,valuation_tier,较高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约49.2、PB约8.0，收入/利润同比约15.8%/6.5%，现金流为负且价格短期放量上涨；航空主机地位强，但当前估值偏贵。 || 指标: price=63.81, mktcap_100m=373.97, PE=49.16, PB=7.96, rev_yoy=15.8%, profit_yoy=6.5%, gross=8.5%, net=4.6%, roe=26.8%, cfo/rev=-0.0%, peg=trailing_yoy_PEG=7.60",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202512181802843289_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225250581&announceTime=1777392000000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225250593&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-004,20260612161425,600760,中航沈飞,valuation_tier,较高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约38.9、PB约5.5，收入/利润同比仅约4.2%/3.6%，且价格接近52周高位；军工主机质量高但当前证券价格偏贵。 || 指标: price=44.61, mktcap_100m=1262.26, PE=38.89, PB=5.49, rev_yoy=4.2%, profit_yoy=3.6%, gross=13.7%, net=7.9%, roe=18.4%, cfo/rev=-0.1%, peg=trailing_yoy_PEG=10.66",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604091821080090_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225055033&announceTime=1774886400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225229941&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-004,20260612161458,688012,中微公司,valuation_tier,较高估 | D-产业链爆发/关键瓶颈型 | L1-核心候选,"PE约104、PB约11.7，收入/利润同比约36.6%/30.7%；刻蚀设备壁垒高，但估值已明显提前反映国产替代。 || 指标: price=303.92, mktcap_100m=2847.65, PE=104.35, PB=11.73, rev_yoy=36.6%, profit_yoy=30.7%, gross=39.2%, net=16.7%, roe=10.0%, cfo/rev=0.2%, peg=trailing_yoy_PEG=3.40",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202606121823507342_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225062431&announceTime=1774886400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225215453&announceTime=1777305600000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-005,20260612161401,600938,中国海油,valuation_tier,中性 | F-垄断资源型 | L1-核心候选,"PE约12.7、PB约1.9，净利率约30.7%、现金流强；但油价周期和利润同比下行使其不算明显低估，按中枢油价大致合理。 || 指标: price=33.36, mktcap_100m=997.46, PE=12.72, PB=1.89, rev_yoy=-5.3%, profit_yoy=-11.5%, gross=51.5%, net=30.7%, roe=15.6%, cfo/rev=0.5%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604291821739554_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225036017&announceTime=1774540800000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225232633&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-005,20260612161428,601088,中国神华,valuation_tier,较高估 | F-垄断资源型 | L1-核心候选,"PE约19.4、PB约2.0，收入/利润同比约-13.2%/-5.3%；一体化煤电现金流稳，但煤炭利润下行时该估值偏贵。 || 指标: price=46.14, mktcap_100m=7608.96, PE=19.41, PB=2.00, rev_yoy=-13.2%, profit_yoy=-5.3%, gross=35.1%, net=21.3%, roe=12.8%, cfo/rev=0.3%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604111821133937_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225064293&announceTime=1774886400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225185746&announceTime=1777046400000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-005,20260612161415,601899,紫金矿业,valuation_tier,中性 | F-垄断资源型 | L1-核心候选,"PE约12.5、利润同比约61.5%，资源禀赋和成本优势强；但铜金处高景气、股价接近52周高位，需按中枢价格看，暂不判定低估。 || 指标: price=29.09, mktcap_100m=5993.06, PE=12.54, PB=3.92, rev_yoy=15.0%, profit_yoy=61.5%, gross=27.7%, net=18.3%, roe=33.0%, cfo/rev=0.2%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val001_val005.csv,https://pdf.dfcfw.com/pdf/H3_AP202604281821712104_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225023658&announceTime=1774022400000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225141507&announceTime=1776787200000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-006,20260612161405,600036,招商银行,valuation_tier,较低估 | G-股东回报型低估/稳健资产 | L1-核心候选,"PB约0.88、PE约6.6，ROE约13.4%，利润小幅增长，作为A股最优质零售银行之一仍有估值修复空间；但银行资产质量和息差周期限制其进入深度低估。 || 指标: price=39.34, mktcap_100m=8115.43, PE=6.58, PB=0.88, rev_yoy=0.0%, profit_yoy=1.2%, gross=, net=44.8%, roe=13.4%, cfo/rev=1.3%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val006_val010.csv,https://pdf.dfcfw.com/pdf/H3_AP202605051821966955_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225047590&announceTime=1774627200000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225231394&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-007,20260612161412,000858,五 粮 液,valuation_tier,较高估 | A-DCF/现金流复利型 | L2-准核心候选,"PE约24.6，但2026Q1收入/利润同比大幅下滑，白酒行业增长中枢下降；五粮液虽是浓香龙头，但当前价格对经营修复要求较高。 || 指标: price=79.92, mktcap_100m=3102.11, PE=24.62, PB=2.42, rev_yoy=-54.6%, profit_yoy=-71.9%, gross=77.5%, net=23.0%, roe=6.9%, cfo/rev=0.7%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val006_val010.csv,https://pdf.dfcfw.com/pdf/H3_AP202605061821983759_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225273091&announceTime=1777544425000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225273099&announceTime=1777544426000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-007,20260612161418,002001,新 和 成,valuation_tier,较低估 | A-DCF/现金流复利型 | L2-准核心候选,"PE约13.8，利润同比约15.3%，ROE约21.9%，现金流转化较好；但维生素/精细化工仍有产品价格周期，按中枢利润看为较低估。 || 指标: price=30.09, mktcap_100m=913.79, PE=13.78, PB=2.83, rev_yoy=3.0%, profit_yoy=15.3%, gross=44.7%, net=30.6%, roe=21.9%, cfo/rev=0.4%, peg=trailing_yoy_PEG=0.90",a_share_focus_watchlist_l1_l2_valuation_notes_val006_val010.csv,https://pdf.dfcfw.com/pdf/H3_AP202605041821954668_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225106221&announceTime=1776268800000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225227505&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-007,20260612161403,300628,亿联网络,valuation_tier,较低估 | A-现金流复利型 | L2-准核心候选,"PE约16.0，净利率约43.1%、ROE约28.4%、现金流质量强；收入低速增长且利润略降，估值偏低但需要渠道库存和新品迭代验证。 || 指标: price=34.10, mktcap_100m=247.52, PE=16.03, PB=5.18, rev_yoy=7.3%, profit_yoy=-1.8%, gross=63.3%, net=43.1%, roe=28.4%, cfo/rev=0.3%, peg=",a_share_focus_watchlist_l1_l2_valuation_notes_val006_val010.csv,https://pdf.dfcfw.com/pdf/H3_AP202512101797640291_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225142083&announceTime=1776787200000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225142091&announceTime=1776787200000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
,valuation_review,VAL-007,20260612161403,600025,华能水电,valuation_tier,较高估 | A-DCF/现金流复利型 | L2-准核心候选,"PE约21.5、PB约2.6，现金流强但利润同比仅约2.5%，且负债率较高；相比长江电力，当前价格对低增长水电资产偏贵。 || 指标: price=9.86, mktcap_100m=1837.03, PE=21.51, PB=2.59, rev_yoy=6.9%, profit_yoy=2.5%, gross=57.0%, net=34.7%, roe=12.9%, cfo/rev=0.7%, peg=trailing_yoy_PEG=8.62",a_share_focus_watchlist_l1_l2_valuation_notes_val006_val010.csv,https://pdf.dfcfw.com/pdf/H3_AP202605291823008615_1.pdf;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225231661&announceTime=1777392000000;https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225231628&announceTime=1777392000000,data/processed/a_share_focus_watchlist_l1_l2_valuation.csv,consolidate_valuation_notes (migration),a-share-selection-operation-v5,,
