period,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2018Q3,2018-07-02,600585,海螺水泥,0.7602,32.01,42.1061,34.39049999999997,33.42999999999999,2018-04-25,2016-07-15,2016-07-18,12.988,12.988,continued_below_ma20,3,4,2018-07-03,31.66,2026-08-07,2019-07-03,2019-07-03,complete,42.18,0.38928184747755146,2021-07-03,2021-07-05,complete,40.18,0.43821514720941557
2018Q4,2018-10-08,000338,潍柴动力,0.6144,8.35,13.5909,8.090000000000005,8.064166666666663,2018-08-29,2016-07-15,2016-07-18,3.318666666666659,3.318666666666659,continued,1,2,2018-10-09,8.47,2026-08-07,2019-10-09,2019-10-09,complete,11.23,0.38762100261000976,2021-10-09,2021-10-11,complete,17.24,1.2204591170120382
2018Q4,2018-10-08,002152,广电运通,1.0194,6.2,6.0823,5.9490000000000105,5.714499999999994,2018-08-22,2013-01-07,2013-01-08,3.2515432098765475,3.2515432098765475,continued,2,2,2018-10-09,6.2,2026-08-07,2019-10-09,2019-10-09,complete,8.82,0.44821272885789054,2021-10-09,2021-10-11,complete,10.06,0.6886350236957353
2018Q4,2018-10-08,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
2019Q1,2019-01-02,000338,潍柴动力,0.5293,7.56,14.2823,7.687000000000004,7.64816666666666,2018-10-31,2016-07-15,2016-07-18,3.138666666666659,3.138666666666659,continued_below_ma20,1,3,2019-01-03,7.49,2026-08-07,2020-01-03,2020-01-03,complete,16.42,1.2706582210949833,2022-01-03,2022-01-04,complete,17.69,1.54620083055398
2019Q1,2019-01-02,600066,宇通客车,0.6646,11.9,17.9053,11.838500000000048,11.78783333333331,2018-10-29,2012-12-24,2012-12-25,3.694135802469117,3.694135802469117,continued,2,3,2019-01-03,11.98,2026-08-07,2020-01-03,2020-01-03,complete,14.4,0.24668747789066026,2022-01-03,2022-01-04,complete,11.01,0.07054642142754597
2019Q1,2019-01-02,600690,海尔智家,1.0142,13.53,13.3403,13.989500000000003,13.774333333333342,2018-10-31,2016-05-18,2016-05-19,7.658833333333335,7.658833333333335,continued_below_ma20,3,3,2019-01-03,13.45,2026-08-07,2020-01-03,2020-01-03,complete,19.1,0.4529750818948095,2022-01-03,2022-01-04,complete,29.4,1.3178669843430795
2019Q2,2019-04-01,002128,电投能源,0.5876,9.59,16.3197,8.967499999999998,8.105000000000059,2018-10-29,2014-07-22,2014-07-23,5.932500000000049,5.932500000000049,continued,1,7,2019-04-02,9.66,2026-08-07,2020-04-02,2020-04-02,complete,7.33,-0.20311805918155867,2022-04-02,2022-04-06,complete,16.8,0.9967073459424527
2019Q2,2019-04-01,600585,海螺水泥,0.7147,39.7,55.5452,36.70049999999998,33.70033333333335,2019-03-22,2016-07-15,2016-07-18,12.988,12.988,continued,2,7,2019-04-02,39.84,2026-08-07,2020-04-02,2020-04-02,complete,54.72,0.43225865487265547,2022-04-02,2022-04-06,complete,40.93,0.1642526936875235
2019Q2,2019-04-01,000338,潍柴动力,0.7888,12.18,15.4403,11.095500000000005,9.512333333333329,2019-03-26,2016-07-15,2016-07-18,3.138666666666659,3.138666666666659,continued,3,7,2019-04-02,12.56,2026-08-07,2020-04-02,2020-04-02,complete,12.65,0.04318496775244096,2022-04-02,2022-04-06,complete,13.39,0.14931103846667737
2019Q3,2019-07-01,600585,海螺水泥,0.7458,41.96,56.2583,39.25399999999998,38.84816666666667,2019-04-27,2016-07-15,2016-07-18,11.298,11.298,continued,1,1,2019-07-02,42.59,2026-08-07,2020-07-02,2020-07-02,complete,56.59,0.3774490429798023,2022-07-02,2022-07-04,complete,36.0,-0.018069884296373462
2019Q3,2019-07-01,,无合格标的,,,,,,,,,,,,2,1,,,,,,,,,,,,,
2019Q3,2019-07-01,,无合格标的,,,,,,,,,,,,3,1,,,,,,,,,,,,,
2019Q4,2019-10-08,002466,天齐锂业,0.3838,27.4,71.3897,25.59600000000008,24.620500000000003,2019-08-23,2019-09-25,2019-09-26,24.59283333333334,24.59283333333334,continued,1,9,2019-10-09,26.51,2026-08-07,2020-10-09,2020-10-09,complete,20.76,-0.058386889144729226,2022-10-09,2022-10-10,complete,97.02,3.400544509401655
2019Q4,2019-10-08,002128,电投能源,0.5388,8.21,15.2367,8.461500000000003,8.31250000000006,2019-08-23,2014-07-22,2014-07-23,5.932500000000049,5.932500000000049,continued_below_ma20,2,9,2019-10-09,8.26,2026-08-07,2020-10-09,2020-10-09,complete,10.49,0.4019342371896162,2022-10-09,2022-10-10,complete,13.23,0.9055924343494011
2019Q4,2019-10-08,600309,万华化学,0.6726,44.45,66.0835,45.70850000000007,43.77050000000001,2019-08-21,2012-12-20,2012-12-21,5.875416666666679,5.875416666666679,continued_below_ma20,3,9,2019-10-09,43.59,2026-08-07,2020-10-09,2020-10-09,complete,72.2,0.7053139998318931,2022-10-09,2022-10-10,complete,89.93,1.2185018679814141
2020Q1,2020-01-02,002128,电投能源,0.5293,8.67,16.3814,8.343500000000002,8.174166666666725,2019-10-23,2014-07-22,2014-07-23,5.532500000000049,5.532500000000049,continued,1,8,2020-01-03,8.61,2026-08-07,2021-01-03,2021-01-04,complete,11.23,0.371013304579523,2023-01-03,2023-01-03,complete,12.38,0.6289230906901793
2020Q1,2020-01-02,002466,天齐锂业,0.6027,30.69,50.9187,25.4156538461539,23.63765384615384,2019-10-23,2019-09-25,2019-09-26,20.936794871794874,20.936794871794874,continued,2,8,2020-01-03,30.95,2026-08-07,2021-01-03,2021-01-04,complete,42.0,0.35702746365104976,2023-01-03,2023-01-03,complete,81.36,1.62875605815832
2020Q1,2020-01-02,601225,陕西煤业,0.6878,9.02,13.1143,8.703500000000005,8.568166666666668,2019-10-31,2016-06-27,2016-06-28,3.7486666666666677,3.7486666666666677,continued,3,8,2020-01-03,9.0,2026-08-07,2021-01-03,2021-01-04,complete,9.59,0.11429761400536864,2023-01-03,2023-01-03,complete,18.68,1.4953453928553153
2020Q2,2020-04-01,600585,海螺水泥,0.8008,54.8,68.4275,54.4835,53.1511666666667,2020-03-21,2016-07-15,2016-07-18,11.298,11.298,continued,1,1,2020-04-02,54.72,2026-08-07,2021-04-02,2021-04-02,complete,51.33,-0.02754690400584403,2023-04-02,2023-04-03,complete,28.34,-0.39835615719808537
2020Q2,2020-04-01,,无合格标的,,,,,,,,,,,,2,1,,,,,,,,,,,,,
2020Q2,2020-04-01,,无合格标的,,,,,,,,,,,,3,1,,,,,,,,,,,,,
2020Q3,2020-07-01,002128,电投能源,0.4093,7.91,19.3242,7.752000000000002,7.428333333333391,2020-04-28,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,18,2020-07-02,8.49,2026-08-07,2021-07-02,2021-07-02,complete,10.14,0.19434628975265156,2023-07-02,2023-07-03,complete,13.32,0.7545977735202205
2020Q3,2020-07-01,002466,天齐锂业,0.4332,22.06,50.9187,23.955000000000076,20.373833333333337,2019-10-23,2020-06-12,2020-06-15,19.83833333333334,19.83833333333334,continued_below_ma20,2,18,2020-07-02,22.07,2026-08-07,2021-07-02,2021-07-02,complete,66.39,2.0081558676937017,2023-07-02,2023-07-03,complete,70.44,2.328624536809805
2020Q3,2020-07-01,601088,中国神华,0.5502,14.74,26.791,14.959999999999956,14.780499999999996,2020-04-25,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,3,18,2020-07-02,15.11,2026-08-07,2021-07-02,2021-07-02,complete,19.28,0.2759761747187297,2023-07-02,2023-07-03,complete,31.16,1.4732246837606295
2020Q4,2020-10-09,601088,中国神华,0.6153,16.58,26.9482,16.321499999999958,15.976166666666662,2020-08-29,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,1,2,2020-10-12,16.74,2026-08-07,2021-10-12,2021-10-12,complete,22.24,0.4650290142216458,2023-10-12,2023-10-12,complete,30.7,1.3938522391855632
2020Q4,2020-10-09,601225,陕西煤业,0.7192,8.9,12.3744,8.548000000000005,8.132000000000001,2020-08-26,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,2,2,2020-10-12,8.99,2026-08-07,2021-10-12,2021-10-12,complete,14.85,0.779144457232503,2023-10-12,2023-10-12,complete,18.31,1.6451914208276732
2020Q4,2020-10-09,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
2021Q1,2021-01-04,002128,电投能源,0.5887,11.23,19.077,10.958000000000002,10.865166666666731,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,5,2021-01-05,10.93,2026-08-07,2022-01-05,2022-01-05,complete,14.11,0.34263174427858956,2024-01-05,2024-01-05,complete,14.9,0.52456921432925
2021Q1,2021-01-04,601088,中国神华,0.6494,17.99,27.7039,18.218499999999956,17.82633333333333,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,5,2021-01-05,17.65,2026-08-07,2022-01-05,2022-01-05,complete,22.4,0.39949130687828815,2024-01-05,2024-01-05,complete,33.45,1.4738070939433516
2021Q1,2021-01-04,002466,天齐锂业,0.8248,42.0,50.9187,34.224000000000075,26.84766666666666,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued,3,5,2021-01-05,41.8,2026-08-07,2022-01-05,2022-01-05,complete,95.97,1.2959330143540657,2024-01-05,2024-01-05,complete,54.0,0.34730299174810786
2021Q2,2021-04-01,002128,电投能源,0.5294,10.1,19.077,10.224,9.959500000000066,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,10,2021-04-02,9.91,2026-08-07,2022-04-02,2022-04-06,complete,16.8,0.7631354866470943,2024-04-02,2024-04-02,complete,17.2,0.9410460183059719
2021Q2,2021-04-01,601088,中国神华,0.7402,19.88,26.8569,18.755999999999958,18.207999999999995,2021-03-27,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,10,2021-04-02,19.78,2026-08-07,2022-04-02,2022-04-06,complete,29.2,0.6278840227749263,2024-04-02,2024-04-02,complete,39.05,1.5769688515015106
2021Q2,2021-04-01,601328,交通银行,0.8053,4.92,6.1094,4.713000000000002,4.588000000000004,2021-03-27,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,10,2021-04-02,4.85,2026-08-07,2022-04-02,2022-04-06,complete,5.17,0.1415756820959897,2024-04-02,2024-04-02,complete,6.5,0.6511927587723394
2021Q3,2021-07-01,002128,电投能源,0.6547,10.23,15.6261,10.827999999999996,10.73116666666673,2021-04-28,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,4,2021-07-02,10.14,2026-08-07,2022-07-02,2022-07-04,complete,14.49,0.5400983388097824,2024-07-02,2024-07-02,complete,22.25,1.5253958821150597
2021Q3,2021-07-01,601088,中国神华,0.7026,19.42,27.6383,20.039999999999957,19.902166666666663,2021-04-24,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,4,2021-07-02,19.28,2026-08-07,2022-07-02,2022-07-04,complete,33.4,0.9103209291591503,2024-07-02,2024-07-02,complete,45.8,2.100793654570499
2021Q3,2021-07-01,601225,陕西煤业,0.7898,11.76,14.8895,12.024500000000007,11.759166666666665,2021-04-30,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,3,4,2021-07-02,11.5,2026-08-07,2022-07-02,2022-07-04,complete,22.02,1.0623573762251786,2024-07-02,2024-07-02,complete,26.8,2.1811183581086007
2021Q4,2021-10-08,600585,海螺水泥,0.5365,41.28,76.9461,44.84649999999993,41.27583333333338,2021-08-28,2016-07-15,2016-07-18,7.178,7.178,continued_below_ma20,1,13,2021-10-11,41.77,2026-08-07,2022-10-11,2022-10-11,complete,27.95,-0.28472521403003936,2024-10-11,2024-10-11,complete,24.87,-0.2967702802805331
2021Q4,2021-10-08,601328,交通银行,0.736,4.55,6.1821,4.515500000000001,4.4274833333333365,2021-08-28,2014-05-28,2014-05-29,1.4640666666666726,1.4640666666666726,continued,2,13,2021-10-11,4.57,2026-08-07,2022-10-11,2022-10-11,complete,4.61,0.08593101561910466,2024-10-11,2024-10-11,complete,7.37,0.9496065762212218
2021Q4,2021-10-08,601169,北京银行,0.7623,4.46,5.8506,4.442999999999989,4.405666666666667,2021-08-28,2020-06-19,2020-06-22,4.261500000000004,4.261500000000004,continued,3,13,2021-10-11,4.48,2026-08-07,2022-10-11,2022-10-11,complete,4.12,-0.01260567632850218,2024-10-11,2024-10-11,complete,5.72,0.5544151731989813
2022Q1,2022-01-04,600585,海螺水泥,0.5185,41.67,80.3702,40.48799999999991,39.05316666666674,2021-10-29,2016-07-15,2016-07-18,7.178,7.178,continued,1,8,2022-01-05,42.26,2026-08-07,2023-01-05,2023-01-05,complete,28.38,-0.2821421109404396,2025-01-05,2025-01-06,complete,23.58,-0.34097754213110776
2022Q1,2022-01-04,002128,电投能源,0.7131,14.56,20.417,15.782999999999992,13.620500000000067,2021-10-26,2014-07-22,2014-07-23,4.732500000000048,4.732500000000048,continued_below_ma20,2,8,2022-01-05,14.11,2026-08-07,2023-01-05,2023-01-05,complete,12.42,-0.08785780840377244,2025-01-05,2025-01-06,complete,19.72,0.5506792561841194
2022Q1,2022-01-04,601169,北京银行,0.7455,4.46,5.9822,4.43949999999999,4.431000000000003,2021-10-30,2020-06-19,2020-06-22,4.261500000000004,4.261500000000004,continued,3,8,2022-01-05,4.49,2026-08-07,2023-01-05,2023-01-05,complete,4.3,0.028237737107690064,2025-01-05,2025-01-06,complete,5.97,0.6187396411727173
2022Q2,2022-04-01,601328,交通银行,0.6905,5.12,7.4147,4.863000000000003,4.839000000000004,2022-03-26,2014-05-28,2014-05-29,1.4640666666666726,1.4640666666666726,continued,1,5,2022-04-06,5.17,2026-08-07,2023-04-06,2023-04-06,complete,5.2,0.08275528580003799,2025-04-06,2025-04-07,complete,7.29,0.7479098157520316
2022Q2,2022-04-01,601988,中国银行,0.7128,3.29,4.6159,3.133000000000008,3.1308333333333263,2022-03-30,2014-04-04,2014-04-08,1.0440000000000011,1.0440000000000011,continued,2,5,2022-04-06,3.3,2026-08-07,2023-04-06,2023-04-06,complete,3.44,0.11921616161616089,2025-04-06,2025-04-07,complete,5.44,1.018813268755765
2022Q2,2022-04-01,002128,电投能源,0.841,17.17,20.417,16.051999999999985,15.87100000000006,2021-10-26,2014-07-22,2014-07-23,4.732500000000048,4.732500000000048,continued,3,5,2022-04-06,16.8,2026-08-07,2023-04-06,2023-04-06,complete,13.06,-0.1944326461549084,2025-04-06,2025-04-07,complete,17.35,0.14586189597082178
2022Q3,2022-07-01,601825,沪农商行,0.5576,6.31,11.3171,6.249000000000003,6.113666666666663,2022-04-30,2022-06-06,2022-06-07,6.065999999999996,6.065999999999996,continued,1,17,2022-07-04,6.31,2026-08-07,2023-07-04,2023-07-04,complete,5.47,-0.07882307866459626,2025-07-04,2025-07-04,complete,10.07,0.8950394708872722
2022Q3,2022-07-01,002128,电投能源,0.689,14.55,21.1187,14.693499999999979,14.668000000000067,2022-04-27,2014-07-22,2014-07-23,4.232500000000048,4.232500000000048,continued_below_ma20,2,17,2022-07-04,14.49,2026-08-07,2023-07-04,2023-07-04,complete,13.34,-0.04467649908493865,2025-07-04,2025-07-04,complete,20.06,0.48230188541255914
2022Q3,2022-07-01,601077,渝农商行,0.7381,3.68,4.9855,3.6803749999999997,3.6537916666666637,2022-04-29,2022-06-22,2022-06-23,3.6449999999999965,3.6449999999999965,continued_below_ma20,3,17,2022-07-04,3.68,2026-08-07,2023-07-04,2023-07-04,complete,3.66,0.07060042865890792,2025-07-04,2025-07-04,complete,7.41,1.4034172653245545
2022Q4,2022-10-10,600938,中国海油,0.5444,16.53,30.3638,16.27200000000001,15.723333333333333,2022-08-26,2022-10-10,,,,initial,1,11,2022-10-11,16.7,2026-08-07,2023-10-11,2023-10-11,complete,20.29,0.3060946025882434,2025-10-11,2025-10-13,complete,26.32,0.8548651283513022
2022Q4,2022-10-10,601328,交通银行,0.649,4.61,7.1028,4.621000000000005,4.5977500000000004,2022-08-27,2014-05-28,2014-05-29,1.1090666666666726,1.1090666666666726,continued_below_ma20,2,11,2022-10-11,4.61,2026-08-07,2023-10-11,2023-10-11,complete,5.75,0.3329678055951695,2025-10-11,2025-10-13,complete,6.72,0.7222266184519777
2022Q4,2022-10-10,601288,农业银行,0.6936,2.87,4.1376,2.8495,2.8357133333333366,2022-08-30,2014-04-08,2014-04-09,0.7540333333333337,0.7540333333333337,continued,3,11,2022-10-11,2.87,2026-08-07,2023-10-11,2023-10-11,complete,3.65,0.35489137118262115,2025-10-11,2025-10-13,complete,6.91,1.8214087989330947
2023Q1,2023-01-03,601825,沪农商行,0.523,5.9,11.2815,5.874500000000004,5.646166666666664,2022-10-29,2022-11-23,2022-11-24,5.496666666666664,5.496666666666664,continued,1,25,2023-01-04,5.96,2026-08-07,2024-01-04,2024-01-04,complete,5.87,0.046590825282104564,2026-01-04,2026-01-05,complete,9.36,0.9192772111142031
2023Q1,2023-01-03,000338,潍柴动力,0.5445,10.27,18.8604,10.57150000000003,10.16969999999996,2022-10-31,2016-07-15,2016-07-18,1.723666666666659,1.723666666666659,continued_below_ma20,2,25,2023-01-04,10.39,2026-08-07,2024-01-04,2024-01-04,complete,14.12,0.39989025658255395,2026-01-04,2026-01-05,complete,17.4,0.8913407074013813
2023Q1,2023-01-03,600176,中国巨石,0.6535,13.94,21.3313,14.070999999999973,13.484166666666667,2022-10-22,2020-05-20,2020-05-21,6.7627821522309794,6.7627821522309794,continued_below_ma20,3,25,2023-01-04,13.88,2026-08-07,2024-01-04,2024-01-04,complete,9.58,-0.28333799857073994,2026-01-04,2026-01-05,complete,17.5,0.3810958965549065
2023Q2,2023-04-03,600938,中国海油,0.5396,17.64,32.6879,17.349500000000003,16.400499999999994,2023-03-30,2023-02-13,2023-02-14,15.829666666666665,15.829666666666665,continued,1,22,2023-04-04,18.06,2026-08-07,2024-04-04,2024-04-08,complete,29.75,0.7507939058321662,2026-04-04,2026-04-07,complete,39.76,1.560725773136575
2023Q2,2023-04-03,002128,电投能源,0.5812,13.33,22.9337,13.317999999999973,13.189000000000075,2022-10-26,2014-07-22,2014-07-23,4.232500000000048,4.232500000000048,continued,2,22,2023-04-04,13.17,2026-08-07,2024-04-04,2024-04-08,complete,17.91,0.41114885684220925,2026-04-04,2026-04-07,complete,31.41,1.6857988764267091
2023Q2,2023-04-03,601328,交通银行,0.6635,5.1,7.6863,5.100000000000007,4.944000000000001,2023-03-31,2014-05-28,2014-05-29,1.1090666666666726,1.1090666666666726,continued_below_ma20,3,22,2023-04-04,5.17,2026-08-07,2024-04-04,2024-04-08,complete,6.55,0.35395271630136915,2026-04-04,2026-04-07,complete,6.91,0.6133789619980887
2023Q3,2023-07-03,002128,电投能源,0.4434,13.32,30.041,13.250499999999972,13.179833333333407,2023-04-28,2014-07-22,2014-07-23,3.732500000000048,3.732500000000048,continued,1,8,2023-07-04,13.34,2026-08-07,2024-07-04,2024-07-04,complete,21.72,0.6755614490572408,2026-07-04,2026-07-06,complete,24.79,1.084753863353415
2023Q3,2023-07-03,601328,交通银行,0.7319,5.89,8.0473,5.836000000000007,5.710333333333335,2023-04-29,2014-05-28,2014-05-29,1.1090666666666726,1.1090666666666726,continued,2,8,2023-07-04,5.81,2026-08-07,2024-07-04,2024-07-04,complete,7.77,0.42921520335485375,2026-07-04,2026-07-06,complete,6.64,0.3795607580781657
2023Q3,2023-07-03,601398,工商银行,0.7453,4.88,6.5479,4.899499999999999,4.846000000000005,2023-04-29,2014-04-14,2014-04-15,1.0936333333333348,1.0936333333333348,continued_below_ma20,3,8,2023-07-04,4.83,2026-08-07,2024-07-04,2024-07-04,complete,5.96,0.31590306753468944,2026-07-04,2026-07-06,complete,7.12,0.7969562726380754
2023Q4,2023-10-09,002128,电投能源,0.4462,13.82,30.9722,13.909499999999976,13.609000000000055,2023-08-25,2014-07-22,2014-07-23,3.732500000000048,3.732500000000048,continued_below_ma20,1,25,2023-10-10,13.72,2026-08-07,2024-10-10,2024-10-10,complete,19.0,0.42513451373580735,2026-10-10,,forward_incomplete,,
2023Q4,2023-10-09,000933,神火股份,0.5726,17.37,30.3343,17.02499999999999,15.608166666666676,2023-08-22,2014-07-28,2014-07-29,1.939433333333318,1.939433333333318,continued,2,25,2023-10-10,17.22,2026-08-07,2024-10-10,2024-10-10,complete,18.51,0.11410752797461665,2026-10-10,,forward_incomplete,,
2023Q4,2023-10-09,600938,中国海油,0.5851,20.98,35.8567,20.165499999999994,19.230730666666663,2023-08-18,2023-02-13,2023-02-14,15.153126666666665,15.153126666666665,continued,3,25,2023-10-10,20.2,2026-08-07,2024-10-10,2024-10-10,complete,29.99,0.5513861448164026,2026-10-10,,forward_incomplete,,
2024Q1,2024-01-02,002128,电投能源,0.4549,14.7,32.3179,14.482999999999969,13.958000000000064,2023-10-26,2014-07-22,2014-07-23,3.732500000000048,3.732500000000048,continued,1,8,2024-01-03,14.85,2026-08-07,2025-01-03,2025-01-03,complete,19.61,0.36258072274204833,2027-01-03,,forward_incomplete,,
2024Q1,2024-01-02,002466,天齐锂业,0.4897,55.42,113.182,53.788499999999935,53.77400000000005,2023-10-27,2020-11-20,2020-11-23,18.79766666666667,18.79766666666667,continued,2,8,2024-01-03,55.32,2026-08-07,2025-01-03,2025-01-03,complete,31.63,-0.40553331419335614,2027-01-03,,forward_incomplete,,
2024Q1,2024-01-02,600938,中国海油,0.5718,20.92,36.5837,19.9165,19.689723333333326,2023-10-25,2023-02-13,2023-02-14,14.612026666666665,14.612026666666665,continued,3,8,2024-01-03,21.09,2026-08-07,2025-01-03,2025-01-03,complete,29.09,0.43762789780760625,2027-01-03,,forward_incomplete,,
2024Q2,2024-04-01,000933,神火股份,0.4076,20.27,49.7348,19.467499999999994,17.998000000000015,2024-03-26,2014-07-28,2014-07-29,1.939433333333318,1.939433333333318,continued,1,39,2024-04-02,20.35,2026-08-07,2025-04-02,2025-04-02,complete,18.58,-0.03716160111727085,2027-04-02,,forward_incomplete,,
2024Q2,2024-04-01,002128,电投能源,0.5353,17.3,32.3179,16.57299999999998,15.66100000000007,2023-10-26,2014-07-22,2014-07-23,3.732500000000048,3.732500000000048,continued,2,39,2024-04-02,17.2,2026-08-07,2025-04-02,2025-04-02,complete,19.37,0.16201644480976363,2027-04-02,,forward_incomplete,,
2024Q2,2024-04-01,000792,盐湖股份,0.5782,16.47,28.4864,16.594000000000033,15.663166666666624,2024-03-30,2024-03-06,2024-03-07,15.34149999999996,15.34149999999996,continued_below_ma20,3,39,2024-04-02,16.5,2026-08-07,2025-04-02,2025-04-02,complete,16.59,0.0054545454545449346,2027-04-02,,forward_incomplete,,
2024Q3,2024-07-01,000001,平安银行,0.632,10.35,16.3764,10.144399999999987,10.12263333333335,2024-04-20,2024-03-15,2024-03-18,8.973666666666686,8.973666666666686,continued,1,16,2024-07-02,10.4,2026-08-07,2025-07-02,2025-07-02,complete,12.32,0.24640941831398222,2027-07-02,,forward_incomplete,,
2024Q3,2024-07-01,601229,上海银行,0.7034,7.37,10.4773,7.094500000000004,6.923999999999996,2024-04-26,2023-01-04,2023-01-05,5.008666666666664,5.008666666666664,continued,2,16,2024-07-02,7.5,2026-08-07,2025-07-02,2025-07-02,complete,11.03,0.5530147969493509,2027-07-02,,forward_incomplete,,
2024Q3,2024-07-01,601166,兴业银行,0.7178,17.75,24.7278,17.47150000000004,16.99816666666666,2024-04-26,2024-01-18,2024-01-19,14.769333333333321,14.769333333333321,continued,3,16,2024-07-02,17.92,2026-08-07,2025-07-02,2025-07-02,complete,23.9,0.48303302047756835,2027-07-02,,forward_incomplete,,
2024Q4,2024-10-08,000792,盐湖股份,0.6228,19.0,30.5072,15.419500000000042,15.11499999999996,2024-08-30,2024-09-30,2024-10-08,15.11499999999996,15.11499999999996,continued,1,13,2024-10-09,17.67,2026-08-07,2025-10-09,2025-10-09,complete,22.41,0.26825127334465204,2027-10-09,,forward_incomplete,,
2024Q4,2024-10-08,000001,平安银行,0.776,12.88,16.5988,10.362499999999986,10.241166666666695,2024-08-16,2024-03-15,2024-03-18,8.973666666666686,8.973666666666686,continued,2,13,2024-10-09,11.68,2026-08-07,2025-10-09,2025-10-09,complete,11.4,0.026940690013632862,2027-10-09,,forward_incomplete,,
2024Q4,2024-10-08,002236,大华股份,0.7821,18.49,23.64,14.242599999999982,14.087033333333292,2024-08-24,2023-02-03,2023-02-06,10.974695333333317,10.974695333333317,continued,3,13,2024-10-09,16.75,2026-08-07,2025-10-09,2025-10-09,complete,21.2,0.302546807945008,2027-10-09,,forward_incomplete,,
2025Q1,2025-01-02,000001,平安银行,0.6146,11.43,18.5986,11.696999999999981,11.645000000000023,2024-10-19,2024-03-15,2024-03-18,8.727666666666686,8.727666666666686,continued_below_ma20,1,32,2025-01-03,11.38,2026-08-07,2026-01-03,2026-01-05,complete,11.5,0.06343321205064045,2028-01-03,,forward_incomplete,,
2025Q1,2025-01-02,601187,厦门银行,0.6834,5.45,7.9749,5.639999999999997,5.358333333333336,2024-10-31,2024-10-23,2024-10-24,4.887666666666664,4.887666666666664,continued_below_ma20,2,32,2025-01-03,5.37,2026-08-07,2026-01-03,2026-01-05,complete,7.33,0.42335455285601586,2028-01-03,,forward_incomplete,,
2025Q1,2025-01-02,601166,兴业银行,0.6941,18.92,27.2578,18.74250000000003,18.670333333333332,2024-10-31,2024-01-18,2024-01-19,13.729333333333322,13.729333333333322,continued,3,32,2025-01-03,18.92,2026-08-07,2026-01-03,2026-01-05,complete,21.05,0.16350043999459696,2028-01-03,,forward_incomplete,,
2025Q2,2025-04-01,000933,神火股份,0.4089,18.8,45.972,19.457499999999992,18.36333333333337,2025-03-25,2014-07-28,2014-07-29,0.8394333333333179,0.8394333333333179,continued_below_ma20,1,37,2025-04-02,18.58,2026-08-07,2026-04-02,2026-04-02,complete,31.56,0.748884856804716,2028-04-02,,forward_incomplete,,
2025Q2,2025-04-01,002128,电投能源,0.5923,19.4,32.7523,19.15749999999998,18.992666666666768,2024-10-24,2014-07-22,2014-07-23,3.002500000000048,3.002500000000048,continued,2,37,2025-04-02,19.37,2026-08-07,2026-04-02,2026-04-02,complete,30.77,0.6707639044581961,2028-04-02,,forward_incomplete,,
2025Q2,2025-04-01,000792,盐湖股份,0.6289,16.64,26.4603,16.661000000000037,16.572666666666613,2025-03-29,2024-09-30,2024-10-08,15.11499999999996,15.11499999999996,continued_below_ma20,3,37,2025-04-02,16.59,2026-08-07,2026-04-02,2026-04-02,complete,36.68,1.2109704641350252,2028-04-02,,forward_incomplete,,
2025Q3,2025-07-01,000933,神火股份,0.3674,17.19,46.7824,16.684999999999988,16.592166666666703,2025-04-22,2014-07-28,2014-07-29,0.33943333333331793,0.33943333333331793,continued,1,39,2025-07-02,17.41,2026-08-07,2026-07-02,2026-07-02,complete,21.17,0.24945404000510019,2028-07-02,,forward_incomplete,,
2025Q3,2025-07-01,002466,天齐锂业,0.5186,31.78,61.2773,30.637999999999913,29.391500000000054,2025-04-30,2020-11-20,2020-11-23,17.44766666666667,17.44766666666667,continued,2,39,2025-07-02,32.45,2026-08-07,2026-07-02,2026-07-02,complete,60.01,0.8493066255778143,2028-07-02,,forward_incomplete,,
2025Q3,2025-07-01,002532,天山铝业,0.57,8.64,15.1591,8.18649999999998,7.706333333333337,2025-04-24,2024-03-11,2024-03-12,5.128333333333336,5.128333333333336,continued,3,39,2025-07-02,8.9,2026-08-07,2026-07-02,2026-07-02,complete,10.93,0.27347326062732624,2028-07-02,,forward_incomplete,,
