security_code,security_name,verdict,rule,reason
002128,电投能源,worth_attention,锚12,霍林河褐煤+坑口电厂+电解铝一体化，资源指标稀缺且成本最低
600585,海螺水泥,worth_attention,判例4,T型战略下成本曲线全行业最低，2010年水泥需求仍处城镇化上行期，成本优势正在转化为超额回报【今日不在池】
002024,ST易购,worth_attention,§5.4.1-4,2010年名苏宁电器，营收755亿净利40亿，千余门店+供应链+规模构成家电连锁双寡头，同期京东GMV约百亿尚不构成实质威胁【今日不在池】
600588,用友网络,worth_attention,§5.4.1-4,国内ERP份额第一，毛利83%，企业级软件的实施与数据迁移形成高转换成本【今日不在池】
600271,航天信息,worth_attention,锚12,增值税防伪税控系统独家专营，金税工程政策性牌照且具备定价权【今日不在池】
000002,万科A,boundary_pending,§5.4.1-4,住宅开发土地公开出让资金驱动，规模不构成难复制壁垒
600000,浦发银行,boundary_pending,锚11,同质化对公银行，高ROE来自杠杆与同业而非低成本存款franchise
600016,民生银行,boundary_pending,锚11,同上
601166,兴业银行,boundary_pending,锚11,ROE最高但源于同业业务扩张，非穿越周期的存款franchise
601398,工商银行,boundary_pending,锚11,规模型国有大行，同质化
601939,建设银行,boundary_pending,锚11,同上
601988,中国银行,boundary_pending,锚11,同上
601288,农业银行,boundary_pending,锚11,同上
601328,交通银行,boundary_pending,锚11,同上
600015,华夏银行,boundary_pending,锚11,同质化中型行
601818,光大银行,boundary_pending,锚11,上市首年ROE失真，同质化
601169,北京银行,boundary_pending,锚11,区域城商行，同质化
601009,南京银行,boundary_pending,锚11,区域城商行
002142,宁波银行,boundary_pending,锚11,小微模式有特色但2010年ROE 19%未显著高于同业（兴业25%浦发25%），规则11要求的显著超额尚未成立
600030,中信证券,boundary_pending,防5,券商牌照同质化且强周期
601688,华泰证券,boundary_pending,防5,同上
600999,招商证券,boundary_pending,防5,同上
601788,光大证券,boundary_pending,防5,同上
000783,长江证券,boundary_pending,防5,同上
002500,山西证券,boundary_pending,防5,同上
601628,中国人寿,boundary_pending,防6,寿险费率与投资端受管制
601006,大秦铁路,boundary_pending,锚9,煤运专线独占但运价管制无定价权
600269,赣粤高速,boundary_pending,锚9,高速公路收费受管制特许期有限
600900,现代投资,boundary_pending,锚9,同上
001872,招商港口,boundary_pending,锚9,港口区域垄断但费率受管制
600054,黄山旅游,boundary_pending,锚9,景区资源独占但票价受管制
600125,铁龙物流,boundary_pending,锚9,铁路特种箱业务受路网管制
002267,陕天然气,boundary_pending,锚9,燃气输配价格管制
601098,中南传媒,boundary_pending,锚10,教材出版发行区域专营但限价，垄断不转化超额回报
600415,小商品城,boundary_pending,判例14,义乌市场独占资产成立，但租金市场化提价通道2010年尚未打开，判例14三要件缺一
601888,中国中免,boundary_pending,判例12,2010年名中国国旅，主体为旅行社业务毛利19%，免税牌照价值尚未兑现
002202,金风科技,boundary_pending,防5,风机国内第一但技术源自Vensys授权且价格战已启动，景气非护城河
002242,九阳股份,boundary_pending,判例11,豆浆机品类创造者但美的苏泊尔已实际切入，资本复制在2010年前已实证发生
002269,美邦服饰,boundary_pending,防3,休闲服装低壁垒，ZARA优衣库已进入中国市场
002293,罗莱生活,boundary_pending,防3,家纺品牌同质化
002327,富安娜,boundary_pending,防3,同上
002029,七匹狼,boundary_pending,防3,男装品牌同质化
002154,报喜鸟,boundary_pending,防3,同上
600177,雅戈尔,boundary_pending,锚5,服装+地产+投资多元化拖累
000726,鲁泰A,boundary_pending,防3,色织布制造中游，客户为品牌商
002186,全聚德,boundary_pending,判例12,老字号餐饮连锁复制难但品牌未转化超额回报
000848,承德露露,boundary_pending,防3,杏仁露品类小且区域性
002216,三全食品,boundary_pending,防3,速冻食品同质化
002511,中顺洁柔,boundary_pending,防3,生活用纸同质化
600132,重庆啤酒,boundary_pending,防3,区域啤酒，2010年嘉士伯尚未控股
600779,水井坊,boundary_pending,锚1,高端单品规模仅18亿且ROE最低9%，护城河未穿越周期
002344,海宁皮城,boundary_pending,防3,区域专业市场
601933,永辉超市,boundary_pending,防3,生鲜超市模式可复制，上市首年
002419,天虹股份,boundary_pending,防3,区域百货
002251,步步高,boundary_pending,防3,同上
002264,新华都,boundary_pending,防3,同上
002187,广百股份,boundary_pending,防3,同上
600729,重百集团,boundary_pending,防3,同上
600785,新华百货,boundary_pending,防3,同上
600327,大东方,boundary_pending,防3,同上
002277,友阿股份,boundary_pending,防3,同上
600655,豫园股份,boundary_pending,防3,商业+黄金珠宝混合
002416,爱施德,boundary_pending,防3,手机分销低毛利
000829,天音控股,boundary_pending,防3,同上
600998,九州通,boundary_pending,防3,医药商业毛利7%
000028,国药一致,boundary_pending,防3,医药商业毛利9%
600511,国药股份,boundary_pending,防3,同上
600829,人民同泰,boundary_pending,防3,同上
000963,华东医药,boundary_pending,防3,商业为主毛利19%
600196,复星医药,boundary_pending,锚5,投资控股型多元化
600557,康缘药业,boundary_pending,防3,中药注射剂二线无品类垄断
600535,天士力,boundary_pending,防3,复方丹参滴丸单品依赖
002422,科伦药业,boundary_pending,防3,大输液靠规模与渠道，产品同质可复制
002294,信立泰,boundary_pending,防3,氯吡格雷仿制单品依赖
002399,海普瑞,boundary_pending,防3,肝素钠原料出口客户高度集中
000650,仁和药业,boundary_pending,防3,OTC广告驱动无品类垄断
600195,中牧股份,boundary_pending,防3,兽药疫苗国资渠道型
002332,仙琚制药,boundary_pending,防3,甾体原料药中游
600161,天坛生物,skip,,重复行占位不使用
002475,立讯精密,boundary_pending,防3,2010年营收仅10亿的连接器代工厂，毛利19%，规模与地位均不足
002241,歌尔股份,boundary_pending,防3,声学器件客户高度集中于苹果
002463,沪电股份,boundary_pending,防3,PCB制造中游
002106,莱宝高科,boundary_pending,防5,触摸屏受益智能手机景气，非护城河
002050,三花智控,boundary_pending,防3,制冷元器件中游，毛利25%
002179,中航光电,boundary_pending,判例10,军用连接器毛利35%低于判例10所述军工材料70-80%的定价权水平
600862,中航高科,boundary_pending,防3,2010年主业为机床，航空复材尚未注入
002152,广电运通,boundary_pending,防3,ATM设备客户集中于银行
002065,东华软件,boundary_pending,防3,IT系统集成项目制
002368,太极股份,boundary_pending,防3,同上
600410,华胜天成,boundary_pending,防3,同上
002232,启明信息,boundary_pending,防3,同上
600845,宝信软件,boundary_pending,防3,宝钢体系内信息化，客户单一
002396,星网锐捷,boundary_pending,防3,网络设备二线
002212,天融信,boundary_pending,防3,安全设备二线
002115,三维通信,boundary_pending,防3,通信网优中游
002123,梦网科技,boundary_pending,防3,短信通道服务
002185,华天科技,boundary_pending,防3,封测中游
600118,中国卫星,boundary_pending,防6,卫星总体受管制成本加成
600406,国电南瑞,boundary_pending,防3,电网自动化技术领先但客户高度集中于国网单一体系
600089,特变电工,boundary_pending,防3,变压器竞争充分
600550,保变电气,boundary_pending,防7,变压器二线落后于特变西电
601126,四方股份,boundary_pending,防3,继电保护二线
002028,思源电气,boundary_pending,防3,输配电设备二线
000533,顺钠股份,boundary_pending,防3,同上
002498,汉缆股份,boundary_pending,防3,电缆同质化
002533,金杯电工,boundary_pending,防3,同上
002300,太阳电缆,boundary_pending,防3,同上
002276,万马股份,boundary_pending,防3,同上
002471,中超控股,boundary_pending,防3,同上
601877,正泰电器,boundary_pending,防3,低压电器份额第一但与德力西施耐德竞争充分，上市首年
000680,山推股份,boundary_pending,防3,推土机毛利14%
000528,柳工,boundary_pending,防3,装载机同质化毛利22%
000951,中国重汽,boundary_pending,防3,重卡整车毛利10%，竞争充分
600150,中国船舶,boundary_pending,锚1,造船强周期，2010年正自2008高点回落，护城河未穿越下行验证
600685,中船防务,boundary_pending,锚1,同上
002430,杭氧股份,boundary_pending,防3,空分设备国内第一但气体运营模式2010年刚起步未验证，上市首年
002204,大连重工,boundary_pending,防3,重型装备项目制
002255,海陆重工,boundary_pending,防3,余热锅炉中游
002483,润邦股份,boundary_pending,防3,港口机械中游
600582,天地科技,boundary_pending,防3,煤机受煤炭资本开支周期驱动
600970,中材国际,boundary_pending,锚8,水泥工程EPC垫资应收模式，毛利14%
002081,金螳螂,boundary_pending,锚8,建筑装饰垫资应收模式结构性破损
002375,亚厦股份,boundary_pending,锚8,同上
002482,广田集团,boundary_pending,锚8,同上
601668,中国建筑,boundary_pending,锚8,工程施工模式毛利12%
601186,中国铁建,boundary_pending,锚8,同上
601618,中国中冶,boundary_pending,锚8,同上
601117,中国化学,boundary_pending,锚8,同上
002051,中工国际,boundary_pending,锚8,同上
002062,宏润建设,boundary_pending,锚8,同上
600496,精工钢构,boundary_pending,锚8,同上
002307,北新路桥,boundary_pending,锚8,同上
002140,东华科技,boundary_pending,锚8,同上
002302,西部建设,boundary_pending,锚8,商砼区域性
600169,ST太重,boundary_pending,防3,重机同质化
601766,中国中车,boundary_pending,防6,轨交总装成本加成定价
600686,金龙汽车,boundary_pending,防3,客车二线毛利13%净利率1%
000550,江铃汽车,boundary_pending,防3,轻卡与福特合资，产品线窄
002048,宁波华翔,boundary_pending,防3,汽车内饰中游
002284,亚太股份,boundary_pending,防3,制动系统中游
002283,天润工业,boundary_pending,防3,曲轴中游
002406,远东传动,boundary_pending,防3,传动轴中游
002454,松芝股份,boundary_pending,防3,车用空调中游
002249,大洋电机,boundary_pending,防3,微特电机中游
001696,宗申动力,boundary_pending,防3,摩托车发动机同质化
002203,海亮股份,boundary_pending,防3,铜加工毛利6%
002295,精艺股份,boundary_pending,防3,同上
000708,中信特钢,boundary_pending,防3,特钢毛利10%，2010年尚未形成显著成本优势
002490,山东墨龙,boundary_pending,防3,石油管材中游
002478,常宝股份,boundary_pending,防3,同上
002443,金洲管道,boundary_pending,防3,焊管毛利8%
002318,久立特材,boundary_pending,防3,不锈钢管中游
002132,恒星科技,boundary_pending,防3,金属制品同质化
002526,山东矿机,boundary_pending,防3,矿机中游
002367,康力电梯,boundary_pending,防3,电梯二线，外资主导
002444,巨星科技,boundary_pending,防3,手工具出口OEM为主
002489,浙江永强,boundary_pending,防3,户外家具出口OEM
002342,巨力索具,boundary_pending,防3,索具同质化
601890,亚星锚链,boundary_pending,防3,锚链细分但规模小
002225,濮耐股份,boundary_pending,防3,耐火材料中游
002080,中材科技,boundary_pending,防3,玻纤与叶片二线
002108,沧州明珠,boundary_pending,防3,管材与隔膜二线
002372,伟星新材,boundary_pending,防3,PPR管材零售品牌初具但2010年营收仅12.5亿且上市首年，渠道模式未经周期验证
002003,伟星股份,boundary_pending,防3,纽扣拉链细分件
600143,金发科技,boundary_pending,防3,改性塑料毛利15%
600426,华鲁恒升,boundary_pending,防3,煤化工2010年营收47亿毛利13%，成本曲线优势尚未证明
600352,浙江龙盛,boundary_pending,防3,分散染料寡头但强周期且中间体波动大
002440,闰土股份,boundary_pending,防3,同上
002250,联化科技,boundary_pending,防3,农药医药中间体定制中游
002215,诺普信,boundary_pending,防3,农药制剂渠道型
002470,金正大,boundary_pending,防3,复合肥同质化
002385,大北农,boundary_pending,防3,饲料渠道型低壁垒
002311,海大集团,boundary_pending,防3,饲料毛利9%，2010年规模与技术优势未确立
002100,天康生物,boundary_pending,防3,饲料兽药区域型
002124,天邦食品,boundary_pending,防3,同上
002299,圣农发展,boundary_pending,防4,白羽鸡商品无定价权
002069,獐子岛,boundary_pending,防4,海域使用权但底播产量不可控
300094,国联水产,boundary_pending,防3,水产加工出口
000936,华映科技,boundary_pending,防3,面板模组代工
000921,海信家电,boundary_pending,防3,白电二线，ROE数据因重组失真
600983,惠而浦,boundary_pending,防3,白电二线
002429,兆驰股份,boundary_pending,防3,电视代工毛利16%
002420,毅昌科技,boundary_pending,防3,家电结构件代工
002426,胜利精密,boundary_pending,防3,精密结构件代工
002290,禾盛新材,boundary_pending,防3,家电板材代工
002228,合兴包装,boundary_pending,防3,纸包装同质化
002191,劲嘉股份,boundary_pending,防3,烟标印刷受烟草体系管制
600880,博瑞传播,boundary_pending,防3,区域报业广告
002400,省广集团,boundary_pending,防3,广告代理低毛利
002343,慈文传媒,boundary_pending,防3,影视内容项目制
300027,ST华谊,boundary_pending,防3,影视内容项目制
002285,世联行,boundary_pending,防3,地产代理服务
000560,我爱我家,boundary_pending,防3,地产中介
000069,华侨城A,boundary_pending,防3,主题地产模式重资本
600048,保利发展,boundary_pending,§5.4.1-4,住宅开发无护城河
002146,荣盛发展,boundary_pending,§5.4.1-4,同上
002244,滨江集团,boundary_pending,§5.4.1-4,同上
600325,华发股份,boundary_pending,§5.4.1-4,同上
000006,深振业A,boundary_pending,§5.4.1-4,同上
000718,苏宁环球,boundary_pending,§5.4.1-4,同上
002133,广宇集团,boundary_pending,§5.4.1-4,同上
600675,中华企业,boundary_pending,§5.4.1-4,同上
600708,光明地产,boundary_pending,§5.4.1-4,同上
600162,香江控股,boundary_pending,§5.4.1-4,同上
000631,顺发恒能,boundary_pending,§5.4.1-4,同上
000863,三湘印象,boundary_pending,§5.4.1-4,同上
000885,城发环境,boundary_pending,锚9,环保运营受特许经营管制
600995,南网储能,boundary_pending,锚9,同上
600475,华光环能,boundary_pending,防3,环保设备中游
000690,宝新能源,boundary_pending,锚9,火电受电价管制
600028,中国石化,boundary_pending,防6,炼化受成品油定价管制
601857,中国石油,boundary_pending,防6,同上
601808,中海油服,boundary_pending,防3,油服客户单一为中海油
600256,广汇能源,boundary_pending,防4,能源资源三要素不全
000422,湖北宜化,boundary_pending,防3,化肥同质化
000635,英力特,boundary_pending,防3,氯碱区域性
000818,航锦科技,boundary_pending,防3,氯碱周期
300082,奥克股份,boundary_pending,防5,环氧乙烷衍生受光伏景气驱动
002408,齐翔腾达,boundary_pending,防3,碳四深加工周期
002455,百川股份,boundary_pending,防3,化工中游
002165,红宝丽,boundary_pending,防3,聚氨酯中游
002054,德美化工,boundary_pending,防3,纺织化学品中游
002073,软控股份,boundary_pending,防3,轮胎装备中游
002131,利欧股份,boundary_pending,防3,微型水泵同质化
002078,太阳纸业,boundary_pending,防3,造纸同质化
002521,齐峰新材,boundary_pending,防3,装饰原纸中游
002010,传化智联,boundary_pending,防3,化工+物流混合
600153,建发股份,boundary_pending,防3,供应链贸易毛利9%
002441,众业达,boundary_pending,防3,电气分销毛利10%
002091,江苏国泰,boundary_pending,防3,外贸代理
002404,嘉欣丝绸,boundary_pending,防3,丝绸出口
002394,联发股份,boundary_pending,防3,色织布出口
002206,海利得,boundary_pending,防3,涤纶工业丝中游
002271,东方雨虹,boundary_pending,防3,2010年营收20亿净利率5%，判例3所述下行周期回报表现尚无从检验
000937,冀中能源,boundary_pending,防4,普通动力煤，资源三要素不全
600188,兖矿能源,boundary_pending,防4,同上
000983,山西焦煤,boundary_pending,防4,焦煤资源但成本非最低
601699,潞安环能,boundary_pending,防4,同上
601666,平煤股份,boundary_pending,防4,同上
600997,开滦股份,boundary_pending,防4,同上
600508,上海能源,boundary_pending,防4,同上
600971,恒源煤电,boundary_pending,防4,同上
601001,晋控煤业,boundary_pending,防4,同上
600348,华阳股份,boundary_pending,防4,同上
600123,兰花科创,boundary_pending,防4,煤+化肥，资源三要素不全
601101,昊华能源,boundary_pending,防4,同上
601918,新集能源,boundary_pending,防4,同上
000968,蓝焰控股,boundary_pending,防4,煤层气区域性
000933,神火股份,boundary_pending,防4,煤+电解铝，2010年成本优势与一体化程度均不足
000060,中金岭南,boundary_pending,防4,铅锌资源普通
600489,中金黄金,boundary_pending,防4,黄金资源成本非最低
600547,山东黄金,boundary_pending,防4,同上
000506,招金黄金,boundary_pending,防4,同上
000655,金岭矿业,boundary_pending,防4,铁矿区域性
002378,章源钨业,boundary_pending,防4,钨资源规模不足
600739,辽宁成大,boundary_pending,锚5,贸易+医药+参股广发多元化
000623,吉林敖东,boundary_pending,锚5,净利率111%来自参股广发投资收益
000987,越秀资本,boundary_pending,锚5,金融控股多元化
600208,衢州发展,boundary_pending,§5.4.1-4,地产为主
600067,冠城新材,boundary_pending,锚5,漆包线+地产混合
600650,锦江在线,boundary_pending,防3,出租车与物流区域性
601777,千里科技,boundary_pending,防3,摩托车与汽车零部件二线
600499,科达制造,boundary_pending,防3,陶瓷机械中游
600202,哈空调,boundary_pending,防3,空冷设备中游
601369,陕鼓动力,boundary_pending,防3,透平机械中游
600517,国网英大,boundary_pending,防3,电力设备与金融混合
600480,凌云股份,boundary_pending,防3,汽车金属件中游
000529,广弘控股,boundary_pending,防3,食品贸易与教材发行混合
000925,众合科技,boundary_pending,防3,轨交信号二线
000877,天山股份,boundary_pending,判例4,区域水泥成本非最低
002233,塔牌集团,boundary_pending,判例4,同上
002506,协鑫集成,boundary_pending,防5,光伏主链资本复制已被反复证实
002459,晶澳科技,boundary_pending,防5,同上
300118,东方日升,boundary_pending,防5,同上
300111,向日葵,boundary_pending,防5,同上
300080,易成新能,boundary_pending,防5,同上
300022,吉峰科技,boundary_pending,防3,农机流通
300135,宝利国际,boundary_pending,防3,改性沥青区域性
002480,新筑股份,boundary_pending,防3,桥梁支座中游
002431,ST棕榈,boundary_pending,锚8,园林工程垫资模式
002122,ST汇洲,boundary_pending,防3,重组前身业务不具持续性
002082,ST万邦,boundary_pending,防3,毛利4%贸易型
002109,ST兴化,boundary_pending,防3,化肥区域性
002485,ST雪发,boundary_pending,防3,农业区域性
002501,*ST利源,boundary_pending,防3,铝型材中游
601718,ST际华,boundary_pending,防3,军需被装成本加成
600439,ST瑞贝卡,boundary_pending,防3,假发出口品类
600525,ST长园,boundary_pending,防3,热缩材料中游
002418,康盛股份,boundary_pending,防3,制冷管件中游
002442,龙星科技,boundary_pending,防3,轮胎二线
002413,雷科防务,boundary_pending,防3,重组前身业务不具持续性
002355,兴民智通,boundary_pending,防3,钢圈中游
002468,申通快递,boundary_pending,防3,2010年为艾迪西阀门业务，快递资产尚未注入
600734,*ST实达,boundary_pending,防3,ROE数据因重组失真
000935,四川双马,boundary_pending,判例4,区域水泥
000536,华映科技,boundary_pending,防3,面板模组代工
002203,海亮股份,skip,,重复行占位不使用
601717,中创智领,boundary_pending,防3,2010年为郑煤机，煤机受煤炭资本开支周期驱动
000900,现代投资,boundary_pending,锚9,高速公路收费受管制特许期有限
002237,恒邦股份,boundary_pending,防4,黄金冶炼加工毛利12%无资源优势
002310,东方新能,boundary_pending,锚8,2010年为东方园林，市政园林工程垫资应收模式
002493,荣盛石化,boundary_pending,防3,化纤聚酯中游，2010年一体化尚未建成
600362,江西铜业,boundary_pending,防4,铜冶炼毛利11%，资源自给率低
600900,长江电力,worth_attention,判例1,ROE13%高于水电同业约10%且最低年仍有10%，三峡电站为不可复制资产、资产注入通道明确，判例1的franchise特例成立
600600,青岛啤酒,worth_attention,§5.4.1-4,百年品牌+全国产能布局+渠道下沉，营收199亿，啤酒的区域规模效应构成复制门槛
600660,福耀玻璃,worth_attention,§5.4.1-4,汽车玻璃国内份额超六成，浮法玻璃一体化带来成本优势，毛利40%
600111,北方稀土,worth_attention,锚12,白云鄂博稀土资源独占+国家配额制，稀缺与规模两要素齐备且成本最低
000999,华润三九,worth_attention,锚12,999感冒灵在感冒OTC品类份额第一，品牌+终端网络
002001,新和成,worth_attention,§5.4.1-4,维生素E/A全球四强寡头格局，发酵与合成技术壁垒，毛利52%
600570,恒生电子,worth_attention,§5.4.1-4,证券核心交易系统份额第一毛利75%，系统切换成本极高
300124,汇川技术,worth_attention,§5.4.1-4,变频器国产替代龙头毛利53%最低ROE 28%，技术自研对标外资
002153,石基信息,worth_attention,§5.4.1-4,高星级酒店PMS份额超九成毛利69%，切换成本高
600315,上海家化,worth_attention,锚12,六神在花露水品类份额超六成属品类垄断，佰草集打开高端，毛利55%【今日不在池】
000063,中兴通讯,boundary_pending,防3,通信设备与华为爱立信竞争充分，毛利32%ROE12%未转化为超额回报
600690,海尔智家,boundary_pending,防3,白电第一但毛利23%最低ROE 5%，渠道优势尚未转化为回报
600887,伊利股份,boundary_pending,锚1,2008年三聚氰胺致巨亏，2010年ROE仅1%，尚未完成穿越验证
000425,徐工机械,boundary_pending,防3,起重机第一但毛利22%低于三一37%中联30%
600085,同仁堂,boundary_pending,防3,中华老字号但ROE仅9%，品牌未转化为超额回报
000786,北新建材,boundary_pending,判例3,石膏板份额领先但2010年尚无判例3所需的下行周期利润证据
600176,中国巨石,boundary_pending,锚1,玻纤2008-09亏损，最低ROE为-11%，未穿越周期
000661,长春高新,boundary_pending,锚1,金赛生长激素尚未放量，ROE仅9%最低2%
300015,爱尔眼科,boundary_pending,锚1,上市一年营收8.6亿，连锁模式未穿越周期
002008,大族激光,boundary_pending,防3,激光设备最低ROE为0，回报未穿越周期
600549,厦门钨业,boundary_pending,防4,钨资源有配额但毛利22%，成本优势未转化
600160,巨化股份,boundary_pending,防4,氟化工配额制2010年尚未成型
600183,生益科技,boundary_pending,防3,覆铜板中游最低ROE 6%
000960,锡业股份,boundary_pending,防4,锡资源毛利14%，未转化为超额回报
601958,金钼股份,boundary_pending,防4,钼资源最低ROE 4%
000893,亚钾国际,boundary_pending,防4,毛利8%，2010年境外钾矿尚未成型
000100,TCL科技,boundary_pending,锚1,面板与彩电连续亏损，最低ROE为-49%
002465,海格通信,boundary_pending,防3,军用通信资质真实但上市首年营收仅10亿
002025,航天电器,boundary_pending,防3,军用连接器规模仅6.8亿ROE12%
002405,四维图新,boundary_pending,防3,导航地图甲级测绘资质真实但营收仅6.8亿且上市首年
300122,智飞生物,boundary_pending,防3,疫苗代理为主自产未验证，上市首年
600754,锦江酒店,boundary_pending,防3,经济型酒店连锁可复制
600377,宁沪高速,boundary_pending,锚9,高速公路收费受管制
600018,上港集团,boundary_pending,锚9,港口费率受管制
601018,宁波港,boundary_pending,锚9,同上
600050,中国联通,boundary_pending,防6,电信运营受管制
601898,中煤能源,boundary_pending,防4,普通动力煤资源三要素不全
