security_code,security_name,verdict,rule,reason
300408,三环集团,worth_attention,§5.4.1-4,电子陶瓷材料工艺壁垒毛利51%
300750,宁德时代,worth_attention,锚6,动力电池全球份额第一，产能与技术形成锚6所述客观结构性壁垒
300628,亿联网络,worth_attention,§5.4.1-4,SIP话机全球第一，毛利66%净利率46%
688008,澜起科技,worth_attention,§5.4.1-4,内存接口芯片全球三强，JEDEC标准参与者，毛利72%
688111,金山办公,worth_attention,§5.4.1-4,WPS用户基数与国产替代，毛利88%
300033,同花顺,worth_attention,§5.4.1-4,金融信息服务毛利92%净利率61%，流量与牌照
002690,美亚光电,worth_attention,锚12,色选机品类垄断，锚12所举实例
300699,光威复材,worth_attention,判例10,碳纤维军品毛利49%，判例10所述军工材料端定价权
002179,中航光电,worth_attention,判例10,营收103亿毛利36%，军用连接器龙头且新能源车连接器打开第二曲线
002027,分众传媒,worth_attention,§5.4.1-4,电梯媒体点位网络毛利63%，与新潮价格战后份额稳固
002352,顺丰控股,worth_attention,§5.4.1-4,时效件直营网络+自有航空机队，资本复制门槛极高
002410,广联达,worth_attention,§5.4.1-4,造价软件行业标准地位未变，ROE下降来自云转型主动投入而非护城河侵蚀
600570,恒生电子,worth_attention,§5.4.1-4,证券IT份额过半，系统转换成本极高
600309,万华化学,worth_attention,§5.4.1-4,MDI全球五强，ROE 42%
600660,福耀玻璃,worth_attention,§5.4.1-4,汽车玻璃全球第二
600176,中国巨石,worth_attention,判例4,玻纤全球第一且成本曲线最低、需求长期成长，判例4的升格条件齐备
600885,宏发股份,worth_attention,§5.4.1-4,继电器全球第一
002050,三花智控,worth_attention,§5.4.1-4,制冷元件全球第一且汽车热管理进入特斯拉体系
600426,华鲁恒升,worth_attention,§5.4.1-4,煤化工单吨成本行业最低，成本曲线优势已充分证明
002001,新和成,worth_attention,§5.4.1-4,维生素全球四强寡头格局，毛利54%净利率35%
603806,福斯特,worth_attention,判例2,光伏胶膜环节壁垒
600900,长江电力,worth_attention,判例1,判例1所述规制行业franchise特例：ROE约16%显著高于同业且市场化电量与资产注入通道明确
600298,安琪酵母,worth_attention,§5.4.1-4,酵母全球第三份额稳固，ROE回升至21%
000786,北新建材,worth_attention,判例3,石膏板份额过半，ROE下降来自石棉诉讼一次性计提
601088,中国神华,worth_attention,锚12,煤电路港一体化独占资产
601899,紫金矿业,worth_attention,锚12,低成本金铜矿+产量高速增长
600036,招商银行,worth_attention,锚11,零售franchise持续
002142,宁波银行,worth_attention,锚11,不良率持续行业最低
002607,中公教育,worth_attention,§5.4.1-4,公考培训绝对龙头ROE 65%最低60%，师资体系+千余网点+协议班模式【今日不在池】
601888,中国中免,worth_attention,锚12,免税牌照占据九成份额且海南离岛免税打开，判例12所要求的持续再验证在2020年已完成【今日不在池】
000538,云南白药,boundary_pending,锚5,混改后主业增长停滞且证券投资形成亏损，配方仍在但回报被非经营性因素侵蚀
000423,东阿阿胶,boundary_pending,锚1,2019年渠道库存崩塌致巨亏，提价驱动模式已被证伪，2010与2015年判定不再成立
000999,华润三九,boundary_pending,判例12,999品牌仍在但ROE降至约11%，超额回报消退
002153,石基信息,boundary_pending,锚1,疫情重创酒店客户，SaaS转型期回报归零
600066,宇通客车,boundary_pending,锚1,客车行业萎缩叠加补贴退坡，ROE降至约8%，护城河未扛过下行
300146,汤臣倍健,boundary_pending,锚1,2019年商誉大额减值致巨亏，锚1所要求的穿越下行验证失败
002475,立讯精密,boundary_pending,防3,营收925亿但毛利仅18%且客户高度集中于苹果
002311,海大集团,boundary_pending,防3,饲料毛利12%，配方与服务优势未转化为定价权
300866,安克创新,boundary_pending,防3,跨境消费电子品牌高度依赖亚马逊平台
600406,国电南瑞,boundary_pending,防3,客户高度集中于国网单一体系
600563,法拉电子,boundary_pending,防3,薄膜电容规模仅19亿属细分被动元件
002595,豪迈科技,boundary_pending,防3,轮胎模具属细分件下游分散
000951,中国重汽,boundary_pending,防3,重卡整车毛利9%
601225,陕西煤业,boundary_pending,防4,优质动力煤但资源三要素不全
600989,宝丰能源,boundary_pending,锚1,煤制烯烃成本最低但单一基地且上市仅一年
600486,扬农化工,boundary_pending,防3,菊酯农药龙头但农药属化工中游
300347,泰格医药,boundary_pending,锚5,净利率55%含大额投资收益
002821,凯莱英,boundary_pending,防3,小分子CDMO规模与客户广度不及药明
300759,康龙化成,boundary_pending,防3,同上
300832,新产业,boundary_pending,防3,化学发光高端仍由外资主导，上市首年
300450,先导智能,boundary_pending,防3,锂电设备客户高度集中于宁德
300014,亿纬锂能,boundary_pending,防3,动力电池二线
002916,深南电路,boundary_pending,防3,PCB中游
002938,鹏鼎控股,boundary_pending,防3,FPC代工苹果依赖
600183,生益科技,boundary_pending,防3,覆铜板中游
300454,深信服,boundary_pending,防3,网络安全二线
300661,圣邦股份,boundary_pending,防3,模拟芯片二线
300627,华测导航,boundary_pending,防3,高精度定位细分
300726,宏达电子,boundary_pending,防3,军用MLCC规模仅14亿
603267,鸿远电子,boundary_pending,防3,同上
002837,英维克,boundary_pending,防3,精密温控中游
300415,伊之密,boundary_pending,防3,注塑机二线
300776,帝尔激光,boundary_pending,防3,光伏激光设备客户集中
002223,鱼跃医疗,boundary_pending,防3,家用医疗器械品牌尚浅
603129,春风动力,boundary_pending,防3,全地形车出口，品牌壁垒未验证
603156,养元饮品,boundary_pending,判例12,六个核桃单品营收五年CAGR为-16%
601155,新城控股,boundary_pending,§5.4.1-4,住宅与商业地产开发无护城河
000002,万科A,boundary_pending,§5.4.1-4,同上
600048,保利发展,boundary_pending,§5.4.1-4,同上
600383,金地集团,boundary_pending,§5.4.1-4,同上
000069,华侨城A,boundary_pending,§5.4.1-4,同上
600663,陆家嘴,boundary_pending,§5.4.1-4,同上
000011,深物业A,boundary_pending,§5.4.1-4,同上
688363,华熙生物,boundary_pending,锚1,玻尿酸原料全球第一但功能性护肤品牌未穿越周期，上市仅一年
603392,万泰生物,boundary_pending,锚1,HPV疫苗国产首家但单品未验证
300601,康泰生物,boundary_pending,防3,疫苗二线
300841,康华生物,boundary_pending,防3,狂苗单品
603087,甘李药业,boundary_pending,防3,胰岛素面临集采
600867,通化东宝,boundary_pending,防3,同上
300677,英科医疗,boundary_pending,防5,手套受疫情景气驱动
688298,东方生物,boundary_pending,防5,检测试剂受疫情景气驱动
300888,稳健医疗,boundary_pending,防5,同上
002555,三七互娱,boundary_pending,防3,游戏买量驱动
603444,吉比特,boundary_pending,防3,单一爆款依赖
002624,完美世界,boundary_pending,防3,游戏与影视项目制
300418,昆仑万维,boundary_pending,锚5,净利率93%来自投资收益
603039,泛微网络,boundary_pending,防3,OA软件二线
002287,奇正藏药,boundary_pending,防3,外用镇痛贴细分
600566,济川药业,boundary_pending,防3,蒲地蓝单品+代理制
603858,步长制药,boundary_pending,防3,中药注射剂
000513,丽珠集团,boundary_pending,防3,仿制药与原料药中游
300003,乐普医疗,boundary_pending,防3,支架进入集采
603658,安图生物,boundary_pending,防3,IVD二线
300482,万孚生物,boundary_pending,防3,POCT二线
603387,基蛋生物,boundary_pending,防3,同上
300639,凯普生物,boundary_pending,防3,同上
002901,大博医疗,boundary_pending,防3,骨科耗材面临集采
603707,健友股份,boundary_pending,防3,肝素原料出口
002755,奥赛康,boundary_pending,防3,质子泵抑制剂仿制
688136,科兴制药,boundary_pending,防3,生物药二线
688658,悦康药业,boundary_pending,防3,仿制药中游
688189,ST南新,boundary_pending,防3,业务不连续
600211,西藏药业,boundary_pending,防3,新活素单品
300723,一品红,boundary_pending,防3,儿科药二线
002940,昂利康,boundary_pending,防3,原料药中游
600779,水井坊,boundary_pending,锚3,高端单品规模仅30亿
603589,口子窖,boundary_pending,锚3,徽酒二线
603369,今世缘,boundary_pending,锚3,国缘为新创品牌
603198,迎驾贡酒,boundary_pending,锚3,徽酒三线
603605,珀莱雅,boundary_pending,防3,国货化妆品品牌未穿越周期
603983,丸美生物,boundary_pending,防3,同上
603587,地素时尚,boundary_pending,防3,女装品牌同质化
002832,比音勒芬,boundary_pending,防3,高尔夫服饰细分
300741,华宝股份,boundary_pending,判例12,烟用香精营收CAGR为-5%
002818,富森美,boundary_pending,防3,区域家居卖场
603886,元祖股份,boundary_pending,防3,区域烘焙
300894,火星人,boundary_pending,防3,集成灶品类新兴未验证
605009,豪悦护理,boundary_pending,防3,卫生用品代工
300861,美畅股份,boundary_pending,防3,金刚线受光伏景气驱动
603666,亿嘉和,boundary_pending,防3,电力巡检机器人客户集中
300770,新媒股份,boundary_pending,防6,广电IPTV牌照受管制
300782,卓胜微,boundary_pending,防3,射频开关国产替代初期
