signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y,ma60_break_date
2012-10-09,002024,ST易购,0.8427,7.01,8.3189,6.638000000000001,6.605666666666676,2012-08-31,3,4,2012-10-10,7.15,2026-08-07,2013-10-10,2013-10-10,complete,13.99,0.9724227385517727,2015-10-10,2015-10-12,complete,13.9,0.9648855859042067,2012-11-13
2012-10-26,601939,建设银行,1.008,4.13,4.0971,4.069500000000003,4.013499999999994,2012-10-29,3,3,2012-10-29,4.13,2026-08-07,2013-10-29,2013-10-29,complete,4.27,0.10181123296776429,2015-10-29,2015-10-29,complete,5.48,0.5948631694113091,2013-02-26
2012-11-27,001872,招商港口,0.9494,9.05,9.5323,8.816500000000026,8.797333333333372,2012-10-26,3,3,2012-11-28,8.97,2026-08-07,2013-11-28,2013-11-28,complete,16.46,0.8965681456158059,2015-11-28,2015-11-30,complete,18.24,1.1957806271628577,2013-05-07
2013-01-11,601088,中国神华,0.6769,24.34,35.9559,24.09099999999996,23.016166666666667,2012-10-27,2,8,2013-01-14,24.94,2026-08-07,2014-01-14,2014-01-14,complete,14.63,-0.37745445482687456,2016-01-14,2016-01-14,complete,14.23,-0.3342270716988037,2013-02-21
2013-01-29,600188,兖矿能源,0.7763,18.23,23.4821,18.085499999999964,17.364666666666643,2012-10-27,3,9,2013-01-30,18.27,2026-08-07,2014-01-30,2014-01-30,complete,7.33,-0.5853099860633915,2016-01-30,2016-02-01,complete,8.56,-0.5136887219249954,2013-02-26
2013-02-21,600897,厦门空港,1.0034,13.84,13.7926,13.746000000000016,13.042166666666667,2012-10-30,2,3,2013-02-22,13.78,2026-08-07,2014-02-22,2014-02-24,complete,15.14,0.13052812504717637,2016-02-22,2016-02-22,complete,19.59,0.5339017840312636,2013-04-08
2013-02-28,000338,潍柴动力,0.648,25.56,39.4431,25.481499999999993,24.625166666666644,2012-10-29,1,3,2013-03-01,25.15,2026-08-07,2014-03-01,2014-03-03,complete,17.15,-0.3062461433547453,2016-03-01,2016-03-01,complete,7.3,-0.3918581401702843,2013-03-04
2013-03-07,002128,电投能源,0.9046,13.66,15.1007,13.387500000000003,13.219666666666711,2012-10-24,3,3,2013-03-08,13.36,2026-08-07,2014-03-08,2014-03-10,complete,6.12,-0.5340856748042373,2016-03-08,2016-03-08,complete,8.53,-0.337465486729721,2013-03-11
2013-03-20,000651,格力电器,0.6967,28.55,40.978,27.86300000000009,27.420833333333295,2012-10-31,1,6,2013-03-21,29.01,2026-08-07,2014-03-21,2014-03-21,complete,27.12,-0.028388247479444906,2016-03-21,2016-03-21,endpoint_quote_missing,,,2013-04-10
2013-05-15,600660,福耀玻璃,0.6888,8.58,12.4567,8.32249999999997,8.306166666666655,2013-04-19,1,3,2013-05-16,8.68,2026-08-07,2014-05-16,2014-05-16,complete,7.93,0.029515991979947698,2016-05-16,2016-05-16,complete,14.01,0.9035315304945171,2013-06-13
2013-05-24,601398,工商银行,0.9454,4.16,4.4003,4.1114999999999995,4.110500000000001,2013-04-27,2,3,2013-05-27,4.13,2026-08-07,2014-05-27,2014-05-27,complete,3.53,-0.09065854384897154,2016-05-27,2016-05-27,complete,4.29,0.2418513692079549,2013-06-20
2013-05-31,601988,中国银行,0.917,2.95,3.217,2.9295000000000044,2.9273333333333347,2013-04-26,3,6,2013-06-03,2.96,2026-08-07,2014-06-03,2014-06-03,complete,2.72,-0.022176022176021992,2016-06-03,2016-06-03,complete,3.34,0.34846201121226583,2013-06-07
2013-08-14,600585,海螺水泥,0.8059,16.33,20.2631,14.932499999999974,14.834333333333324,2013-04-23,2,3,2013-08-15,16.17,2026-08-07,2014-08-15,2014-08-15,complete,18.06,0.1413761676919585,2016-08-15,2016-08-15,complete,17.3,0.1587508983421284,2013-09-27
2013-08-21,000933,神火股份,0.4404,5.9,13.3968,5.274999999999999,5.2221666666666495,2013-08-06,1,5,2013-08-22,5.77,2026-08-07,2014-08-22,2014-08-22,complete,4.38,-0.2392419808506403,2016-08-22,2016-08-22,complete,4.89,-0.15066056766201563,2013-09-26
2013-08-26,600309,万华化学,0.7355,17.31,23.536,16.67900000000004,16.587500000000013,2013-07-30,2,5,2013-08-27,17.49,2026-08-07,2014-08-27,2014-08-27,complete,16.16,-0.03559507425130837,2016-08-27,2016-08-29,complete,19.95,0.2188512646820886,2013-09-06
2013-09-03,600031,三一重工,0.4911,7.57,15.4133,7.180000000000019,7.135333333333334,2013-08-31,2,11,2013-09-04,7.52,2026-08-07,2014-09-04,2014-09-04,complete,5.63,-0.23548491500619073,2016-09-04,2016-09-05,complete,5.31,-0.2749422350963012,2013-10-24
2013-10-10,000792,盐湖股份,0.8728,19.19,21.9863,18.825500000000034,17.87183333333335,2013-08-31,3,5,2013-10-11,19.84,2026-08-07,2014-10-11,2014-10-13,endpoint_quote_missing,,,2016-10-11,2016-10-11,complete,19.18,-0.024970755544201584,2013-10-15
2013-12-17,600066,宇通客车,0.9073,18.15,20.005,17.337500000000077,17.32266666666664,2013-10-29,2,2,2013-12-18,17.73,2026-08-07,2014-12-18,2014-12-18,complete,21.6,0.2581130296501144,2016-12-18,2016-12-19,complete,19.56,0.8918985749384787,2013-12-20
2014-02-13,002304,洋河股份,0.5232,45.95,87.8214,41.03300000000013,41.03233333333326,2013-10-29,1,2,2014-02-14,49.92,2026-08-07,2015-02-14,2015-02-16,complete,81.6,0.6988303923709411,2017-02-14,2017-02-14,complete,81.15,1.4701926204476794,2014-05-22
2014-02-17,600519,贵州茅台,0.8974,149.98,167.1214,132.62849999999963,132.39400000000072,2013-10-16,2,3,2014-02-18,147.01,2026-08-07,2015-02-18,2015-02-25,complete,183.96,0.41496036274847015,2017-02-18,2017-02-20,complete,361.29,2.177126864093932,2014-05-09
2014-03-04,600897,厦门空港,0.8679,15.05,17.3408,15.04400000000002,14.941166666666659,2013-10-25,2,3,2014-03-05,14.95,2026-08-07,2015-03-05,2015-03-05,complete,23.59,0.6295676497415648,2017-03-05,2017-03-06,complete,24.01,0.7157915158502024,2014-03-06
2014-03-05,000858,五 粮 液,0.7026,16.17,23.013,15.44499999999999,15.441166666666653,2013-10-28,2,3,2014-03-06,16.11,2026-08-07,2015-03-06,2015-03-06,complete,20.92,0.3520115052634507,2017-03-06,2017-03-06,complete,40.55,1.738202531924812,2014-05-15
2014-03-13,000869,张  裕Ａ,0.9692,26.72,27.5686,26.11850000000003,25.914499999999947,2013-10-22,3,4,2014-03-14,26.37,2026-08-07,2015-03-14,2015-03-16,complete,35.78,0.3855429726776385,2017-03-14,2017-03-14,complete,36.7,0.4520175141095528,2014-03-20
2014-03-24,601857,中国石油,0.837,7.7,9.2001,7.64350000000002,7.634833333333339,2014-03-21,3,5,2014-03-25,7.68,2026-08-07,2015-03-25,2015-03-25,complete,11.33,0.5381466744281354,2017-03-25,2017-03-27,complete,7.92,0.09819746726842382,2014-03-26
2014-03-26,000568,泸州老窖,0.6808,18.06,26.5267,17.938500000000005,17.932833333333395,2013-10-24,1,3,2014-03-27,17.98,2026-08-07,2015-03-27,2015-03-27,complete,24.29,0.44096051998074115,2017-03-27,2017-03-27,complete,40.89,1.5745635141745833,2014-03-28
2014-04-15,601088,中国神华,0.4406,14.51,32.9318,13.991999999999955,13.929666666666662,2014-03-29,1,12,2014-04-16,14.6,2026-08-07,2015-04-16,2015-04-16,complete,21.49,0.5686985311584454,2017-04-16,2017-04-17,complete,19.3,0.48599335902204355,2014-05-06
2014-04-18,000338,潍柴动力,0.5192,17.96,34.5887,17.414499999999997,17.35933333333331,2014-03-31,2,11,2014-04-21,17.51,2026-08-07,2015-04-21,2015-04-21,complete,34.53,0.996804082619831,2017-04-21,2017-04-21,complete,11.51,0.38420622586559183,2014-04-23
2014-04-22,000651,格力电器,0.5807,29.5,50.8023,29.009500000000056,28.89216666666664,2013-10-28,1,4,2014-04-23,30.29,2026-08-07,2015-04-23,2015-04-23,complete,49.04,0.7014788005701549,2017-04-23,2017-04-24,complete,32.51,1.5754266908023364,2014-07-01
2014-04-22,600000,浦发银行,0.9751,9.9,10.1532,9.860999999999999,9.36766666666666,2014-03-20,3,4,2014-04-23,9.88,2026-08-07,2015-04-23,2015-04-23,complete,18.22,0.9787673318763213,2017-04-23,2017-04-24,complete,15.0,0.9274128581640226,2014-05-30
2014-05-07,600009,上海机场,0.923,13.29,14.3985,13.06750000000002,13.004333333333271,2014-04-29,1,1,2014-05-08,13.43,2026-08-07,2015-05-08,2015-05-08,complete,26.64,1.0262161604672517,2017-05-08,2017-05-08,complete,36.53,1.85609667826294,2014-06-04
2014-05-13,002128,电投能源,0.4295,7.52,17.5075,6.721499999999999,6.6900000000000475,2014-04-25,2,10,2014-05-14,7.25,2026-08-07,2015-05-14,2015-05-14,complete,13.76,0.9260069373597242,2017-05-14,2017-05-15,endpoint_quote_missing,,,2014-06-06
2014-05-19,600188,兖矿能源,0.604,7.23,11.97,6.570499999999959,6.507166666666641,2014-04-28,2,8,2014-05-20,6.91,2026-08-07,2015-05-20,2015-05-20,complete,14.72,1.1367505882612878,2017-05-20,2017-05-22,complete,10.46,0.5214980791149011,2014-06-12
2014-05-28,000333,美的集团,0.4614,17.33,37.5613,17.085099999999997,16.794033333333328,2014-04-29,3,14,2014-05-29,17.32,2026-08-07,2015-05-29,2015-05-29,complete,37.0,1.1940422326073028,2017-05-29,2017-05-31,complete,36.12,2.4340861817561437,2014-09-22
2014-08-27,002024,ST易购,0.9979,7.7,7.7164,7.409499999999996,6.983833333333342,2014-04-30,3,3,2014-08-28,7.37,2026-08-07,2015-08-28,2015-08-28,complete,15.47,1.104568211423524,2017-08-28,2017-08-28,complete,11.94,0.6439358857278674,2014-10-23
2014-10-21,600309,万华化学,0.7587,17.62,23.2233,17.568000000000037,17.061166666666676,2014-10-17,3,5,2014-10-22,17.28,2026-08-07,2015-10-22,2015-10-22,complete,17.35,0.015547692253321532,2017-10-22,2017-10-23,complete,38.94,1.8170548684486771,2014-10-23
2014-10-30,000933,神火股份,0.3373,4.54,13.4615,4.536999999999997,4.431999999999985,2013-10-23,1,7,2014-10-31,4.62,2026-08-07,2015-10-31,2015-11-02,complete,4.28,-0.07359307359307155,2017-10-31,2017-10-31,complete,10.1,1.1937591192465846,2015-01-19
2014-10-30,600031,三一重工,0.5698,5.92,10.3905,5.848000000000022,5.707333333333338,2014-10-31,2,7,2014-10-31,5.98,2026-08-07,2015-10-31,2015-11-02,complete,6.61,0.10942307050618805,2017-10-31,2017-10-31,complete,8.2,0.38404369143107253,2015-02-02
2014-11-25,600585,海螺水泥,0.5186,17.68,34.0941,17.334999999999976,17.29216666666666,2014-10-21,3,18,2014-11-26,17.69,2026-08-07,2015-11-26,2015-11-26,complete,17.24,0.002628591207856079,2017-11-26,2017-11-27,complete,27.59,0.6925967187829993,2015-02-06
2015-01-19,600066,宇通客车,0.8947,23.65,26.4335,23.062000000000076,20.533166666666638,2014-10-22,2,2,2015-01-20,24.67,2026-08-07,2016-01-20,2016-01-20,complete,18.77,0.17350380960886946,2018-01-20,2018-01-22,complete,23.36,0.6442788933379526,2015-06-19
2015-03-05,600519,贵州茅台,1.0265,185.52,180.738,182.46149999999972,182.45550000000057,2014-10-30,3,3,2015-03-06,183.62,2026-08-07,2016-03-06,2016-03-07,complete,233.64,0.42403063471823566,2018-03-06,2018-03-06,complete,718.26,3.5402416570354625,2015-06-19
2015-03-17,002304,洋河股份,0.7325,79.12,108.0206,78.35200000000013,78.20533333333326,2014-10-30,1,6,2015-03-18,79.66,2026-08-07,2016-03-18,2016-03-18,complete,64.0,0.14757868500719318,2018-03-18,2018-03-19,complete,112.83,1.1219265340633662,2015-03-20
2015-05-21,000338,潍柴动力,1.039,31.89,30.6918,31.394500000000008,30.469999999999978,2015-04-29,1,1,2015-05-22,32.69,2026-08-07,2016-05-22,2016-05-23,complete,7.65,-0.524049001054898,2018-05-22,2018-05-22,complete,8.6,0.13640204625983077,2015-05-29
2015-05-25,601088,中国神华,0.739,21.99,29.7552,21.537499999999955,20.574666666666666,2015-04-25,1,2,2015-05-26,22.2,2026-08-07,2016-05-26,2016-05-26,complete,13.67,-0.3647363024128105,2018-05-26,2018-05-28,complete,20.53,-0.0034631811711326455,2015-05-28
2015-06-03,000792,盐湖股份,0.8671,32.12,37.0448,28.717500000000022,28.714000000000016,2015-04-30,2,3,2015-06-04,31.97,2026-08-07,2016-06-04,2016-06-06,complete,19.15,-0.3993784527325078,2018-06-04,2018-06-04,complete,12.01,-0.43340107755809243,2015-06-26
2015-10-29,600660,福耀玻璃,1.0053,13.47,13.3989,12.747999999999967,12.697666666666654,2015-10-27,1,2,2015-10-30,13.43,2026-08-07,2016-10-30,2016-10-31,complete,17.74,0.3919406880759648,2018-10-30,2018-10-30,complete,21.21,0.8032152378761306,2016-01-07
2015-11-04,601398,工商银行,0.9516,4.56,4.792,4.5379999999999985,4.52416666666667,2015-10-31,1,3,2015-11-05,4.64,2026-08-07,2016-11-05,2016-11-07,complete,4.41,0.0021176452857487593,2018-11-05,2018-11-05,complete,5.56,0.381332456427504,2015-12-28
2015-11-10,000333,美的集团,0.9335,29.63,31.7398,28.100999999999978,28.01466666666667,2015-10-29,2,3,2015-11-11,29.44,2026-08-07,2016-11-11,2016-11-11,complete,27.43,0.4525303620072627,2018-11-11,2018-11-12,complete,40.14,1.2373840652894437,2015-11-27
2015-11-11,600188,兖矿能源,0.8003,10.52,13.1451,9.762499999999957,9.756833333333304,2015-10-27,2,6,2015-11-12,10.47,2026-08-07,2016-11-12,2016-11-14,complete,13.8,0.3192563762748615,2018-11-12,2018-11-12,complete,10.23,0.020799339543728035,2015-11-27
2015-11-12,000651,格力电器,0.7868,19.07,24.2375,18.13600000000003,18.06083333333331,2015-10-31,2,7,2015-11-13,18.59,2026-08-07,2016-11-13,2016-11-14,endpoint_quote_missing,,,2018-11-13,2018-11-13,complete,39.41,1.3877909087074731,2016-01-07
2015-11-27,002128,电投能源,0.9669,10.37,10.7255,10.3235,9.82150000000005,2015-10-29,1,1,2015-11-30,9.94,2026-08-07,2016-11-30,2016-11-30,complete,8.8,-0.10247693054880935,2018-11-30,2018-11-30,complete,7.63,-0.17230489765473633,2015-12-08
2015-11-30,601939,建设银行,1.0175,5.77,5.6707,5.726000000000003,5.528999999999993,2015-10-30,1,1,2015-12-01,5.68,2026-08-07,2016-12-01,2016-12-01,complete,5.59,0.04092512972572271,2018-12-01,2018-12-03,complete,6.77,0.37783466731335413,2016-01-04
2015-12-02,601288,农业银行,0.9449,3.24,3.4288,3.2209999999999996,3.1636666666666673,2015-10-24,3,4,2015-12-03,3.34,2026-08-07,2016-12-03,2016-12-05,complete,3.24,0.022255360247246392,2018-12-03,2018-12-03,complete,3.62,0.2569540260702634,2016-01-04
2015-12-15,600309,万华化学,0.7977,17.98,22.5397,17.95750000000004,17.88700000000001,2015-10-27,2,6,2015-12-16,17.83,2026-08-07,2016-12-16,2016-12-16,complete,20.39,0.15747347876427065,2018-12-16,2018-12-17,complete,31.36,1.2551736954363224,2015-12-16
2016-03-18,600585,海螺水泥,0.6425,16.03,24.9505,15.186499999999974,15.141499999999999,2015-10-27,1,4,2016-03-21,16.06,2026-08-07,2017-03-21,2017-03-21,complete,21.45,0.37589098733885273,2019-03-21,2019-03-21,complete,38.07,1.5873792023855708,2016-05-06
2016-03-28,600031,三一重工,0.6591,5.65,8.5722,5.49050000000002,5.452666666666671,2015-10-31,1,3,2016-03-29,5.54,2026-08-07,2017-03-29,2017-03-29,complete,7.49,0.3544892365289489,2019-03-29,2019-03-29,complete,12.78,1.3607810883481362,2016-04-29
2016-04-28,601009,南京银行,0.9103,16.92,18.5877,16.123999999999988,15.600499999999997,2016-04-28,2,2,2016-04-29,16.81,2026-08-07,2017-04-29,2017-05-02,complete,10.37,0.1357449547851517,2019-04-29,2019-04-29,complete,8.57,0.40749052363038474,2016-09-13
2016-05-03,601225,陕西煤业,0.6788,4.95,7.2918,4.672500000000003,4.461833333333334,2015-10-27,1,3,2016-05-04,5.01,2026-08-07,2017-05-04,2017-05-04,complete,5.78,0.15369261477045937,2019-05-04,2019-05-06,complete,8.63,0.8406319883525672,2016-05-09
2016-05-06,600887,伊利股份,1.0246,14.55,14.2,14.133500000000009,13.670499999999981,2016-04-30,2,2,2016-05-09,14.59,2026-08-07,2017-05-09,2017-05-09,complete,17.41,0.23440712816998044,2019-05-09,2019-05-09,complete,29.18,1.1696018012220493,2016-08-29
2016-05-18,600690,海尔智家,0.9395,8.88,9.4516,8.46899999999999,8.4535,2016-04-29,2,2,2016-05-19,8.84,2026-08-07,2017-05-19,2017-05-19,complete,13.32,0.5376509935077691,2019-05-19,2019-05-20,complete,15.82,0.8902771011556996,2016-06-24
2016-07-06,601988,中国银行,0.9448,3.25,3.4399,3.1802500000000027,3.1564166666666678,2016-04-27,3,11,2016-07-07,3.26,2026-08-07,2017-07-07,2017-07-07,complete,3.69,0.13190184049079656,2019-07-07,2019-07-08,complete,3.71,0.31092522710175463,2016-09-14
2016-07-12,601088,中国神华,0.5928,15.09,25.4564,13.805499999999952,13.777000000000001,2016-04-30,1,10,2016-07-13,14.95,2026-08-07,2017-07-13,2017-07-13,endpoint_quote_missing,,,2019-07-13,2019-07-15,complete,18.9,0.4174302180204812,2016-09-28
2016-07-15,000338,潍柴动力,0.6004,8.19,13.6415,7.9080000000000075,7.892499999999984,2016-04-30,2,12,2016-07-18,8.13,2026-08-07,2017-07-18,2017-07-18,complete,13.68,0.7205465247440779,2019-07-18,2019-07-18,complete,12.07,2.320402276764807,2016-12-30
2016-08-22,601857,中国石油,0.9587,7.42,7.7395,7.306000000000029,7.279352000000021,2016-04-29,3,8,2016-08-23,7.42,2026-08-07,2017-08-23,2017-08-23,complete,7.99,0.08531826114598018,2019-08-23,2019-08-23,complete,6.12,-0.13477690970579526,2016-09-12
2016-12-12,601288,农业银行,1.0179,3.26,3.2028,3.2119999999999997,3.1696666666666706,2016-10-29,2,3,2016-12-13,3.21,2026-08-07,2017-12-13,2017-12-13,complete,3.71,0.212385646439891,2019-12-13,2019-12-13,complete,3.66,0.3145773690941447,2016-12-15
2016-12-12,601398,工商银行,1.0336,4.63,4.4796,4.494499999999997,4.446833333333336,2016-10-29,3,3,2016-12-13,4.56,2026-08-07,2017-12-13,2017-12-13,complete,5.9,0.3537709763539272,2019-12-13,2019-12-13,complete,5.82,0.4570823881028172,2016-12-16
2017-01-18,000651,格力电器,0.7794,24.96,32.0265,24.656500000000033,24.271499999999982,2016-10-31,2,2,2017-01-19,24.88,2026-08-07,2018-01-19,2018-01-19,complete,51.45,1.1627367144258818,2020-01-19,2020-01-20,complete,68.35,1.9962727955376685,2017-08-31
2017-02-24,002128,电投能源,0.9254,9.14,9.8769,9.006000000000002,8.837333333333383,2016-10-21,3,3,2017-02-27,9.07,2026-08-07,2018-02-27,2018-02-27,complete,10.49,0.1928158903408872,2020-02-27,2020-02-27,complete,7.77,-0.04310614053343831,2017-03-09
2017-06-13,600585,海螺水泥,0.991,22.08,22.2815,21.263999999999974,21.246166666666667,2017-04-26,1,1,2017-06-14,21.23,2026-08-07,2018-06-14,2018-06-14,complete,36.73,0.7716080077173253,2020-06-14,2020-06-15,complete,55.6,1.8936098260585266,2017-06-14
2017-07-19,002714,牧原股份,1.0254,28.3,27.5983,27.241849999999992,25.658616666666678,2017-07-20,1,1,2017-07-20,28.41,2026-08-07,2018-07-20,2018-07-20,complete,26.35,0.6968667580301122,2020-07-20,2020-07-20,complete,96.98,9.673887807510027,2018-02-05
2017-08-14,600309,万华化学,1.0445,33.32,31.9014,32.740000000000045,28.313166666666675,2017-08-01,1,1,2017-08-15,34.44,2026-08-07,2018-08-15,2018-08-15,endpoint_quote_missing,,,2020-08-15,2020-08-17,complete,67.19,1.1918901018969863,2017-10-30
2018-01-10,000338,潍柴动力,0.8388,8.92,10.6337,8.249500000000008,8.232666666666656,2017-10-31,1,1,2018-01-11,8.74,2026-08-07,2019-01-11,2019-01-11,complete,7.9,-0.04817547925008947,2021-01-11,2021-01-11,complete,17.18,1.1821759877771836,2018-02-07
2018-06-26,002128,电投能源,0.7194,9.18,12.7614,9.1315,9.103166666666725,2018-04-24,1,1,2018-06-27,9.12,2026-08-07,2019-06-27,2019-06-27,complete,8.74,-0.04166666666666552,2021-06-27,2021-06-28,complete,10.59,0.2818385336011553,2018-06-28
2018-07-10,600585,海螺水泥,0.8015,33.75,42.1061,33.69049999999997,33.37683333333333,2018-04-25,1,1,2018-07-11,33.52,2026-08-07,2019-07-11,2019-07-11,complete,41.08,0.2779713603818621,2021-07-11,2021-07-12,complete,39.2,0.32527771001368233,2018-07-16
2018-08-28,600309,万华化学,1.0365,50.28,48.5108,49.583000000000055,47.4146666666667,2018-07-31,2,2,2018-08-29,49.73,2026-08-07,2019-08-29,2019-08-29,complete,45.2,-0.04393713080465744,2021-08-29,2021-08-30,complete,106.86,1.3549299707488949,2018-09-03
2018-09-13,002152,广电运通,0.9766,5.94,6.0823,5.6785000000000085,5.650999999999995,2018-08-22,1,1,2018-09-14,5.93,2026-08-07,2019-09-14,2019-09-16,complete,7.55,0.2961274934293485,2021-09-14,2021-09-14,complete,10.51,0.8444951775696834,2018-10-16
2018-11-08,000651,格力电器,0.6667,39.19,58.7779,38.70000000000003,38.637,2018-10-31,1,1,2018-11-09,38.64,2026-08-07,2019-11-09,2019-11-11,complete,61.17,0.6509195911436785,2021-11-09,2021-11-09,complete,35.6,0.06150772476879096,2018-11-15
2018-12-28,600066,宇通客车,0.6618,11.85,17.9053,11.829000000000047,11.827833333333311,2018-10-29,2,2,2019-01-02,11.9,2026-08-07,2020-01-02,2020-01-02,complete,14.42,0.2568117209709162,2022-01-02,2022-01-04,complete,11.01,0.07774337215983196,2019-01-29
