signal_date,eligible_count,top3_count
2012-05-03,3,3
2012-05-04,2,2
2012-05-07,2,2
2012-05-08,2,2
2012-05-09,3,3
2012-05-10,3,3
2012-05-11,2,2
2012-05-14,1,1
2012-05-15,3,3
2012-05-16,0,0
2012-05-17,3,3
2012-05-18,1,1
2012-05-21,2,2
2012-05-22,5,3
2012-05-23,3,3
2012-05-24,2,2
2012-05-25,0,0
2012-05-28,2,2
2012-05-29,8,3
2012-05-30,7,3
2012-05-31,7,3
2012-06-01,6,3
2012-06-04,3,3
2012-06-05,3,3
2012-06-06,2,2
2012-06-07,1,1
2012-06-08,1,1
2012-06-11,2,2
2012-06-12,2,2
2012-06-13,3,3
2012-06-14,2,2
2012-06-15,2,2
2012-06-18,3,3
2012-06-19,2,2
2012-06-20,2,2
2012-06-21,0,0
2012-06-25,0,0
2012-06-26,0,0
2012-06-27,0,0
2012-06-28,0,0
2012-06-29,0,0
2012-07-02,0,0
2012-07-03,0,0
2012-07-04,0,0
2012-07-05,0,0
2012-07-06,0,0
2012-07-09,0,0
2012-07-10,0,0
2012-07-11,1,1
2012-07-12,1,1
2012-07-13,1,1
2012-07-16,1,1
2012-07-17,1,1
2012-07-18,1,1
2012-07-19,1,1
2012-07-20,1,1
2012-07-23,1,1
2012-07-24,1,1
2012-07-25,1,1
2012-07-26,1,1
2012-07-27,1,1
2012-07-30,1,1
2012-07-31,1,1
2012-08-01,1,1
2012-08-02,0,0
2012-08-03,1,1
2012-08-06,1,1
2012-08-07,1,1
2012-08-08,1,1
2012-08-09,1,1
2012-08-10,1,1
2012-08-13,1,1
2012-08-14,1,1
2012-08-15,0,0
2012-08-16,0,0
2012-08-17,0,0
2012-08-20,0,0
2012-08-21,0,0
2012-08-22,0,0
2012-08-23,0,0
2012-08-24,0,0
2012-08-27,0,0
2012-08-28,0,0
2012-08-29,0,0
2012-08-30,0,0
2012-08-31,1,1
2012-09-03,1,1
2012-09-04,1,1
2012-09-05,1,1
2012-09-06,1,1
2012-09-07,1,1
2012-09-10,1,1
2012-09-11,1,1
2012-09-12,1,1
2012-09-13,1,1
2012-09-14,1,1
2012-09-17,0,0
2012-09-18,0,0
2012-09-19,0,0
2012-09-20,0,0
2012-09-21,0,0
2012-09-24,0,0
2012-09-25,0,0
2012-09-26,1,1
2012-09-27,1,1
2012-09-28,1,1
2012-10-08,2,2
2012-10-09,4,3
2012-10-10,5,3
2012-10-11,6,3
2012-10-12,5,3
2012-10-15,5,3
2012-10-16,5,3
2012-10-17,6,3
2012-10-18,8,3
2012-10-19,8,3
2012-10-22,8,3
2012-10-23,7,3
2012-10-24,6,3
2012-10-25,6,3
2012-10-26,3,3
2012-10-29,3,3
2012-10-30,2,2
2012-10-31,5,3
2012-11-01,7,3
2012-11-02,5,3
2012-11-05,6,3
2012-11-06,7,3
2012-11-07,6,3
2012-11-08,1,1
2012-11-09,1,1
2012-11-12,4,3
2012-11-13,1,1
2012-11-14,2,2
2012-11-15,1,1
2012-11-16,1,1
2012-11-19,2,2
2012-11-20,2,2
2012-11-21,3,3
2012-11-22,2,2
2012-11-23,3,3
2012-11-26,4,3
2012-11-27,3,3
2012-11-28,2,2
2012-11-29,1,1
2012-11-30,6,3
2012-12-03,5,3
2012-12-04,6,3
2012-12-05,6,3
2012-12-06,6,3
2012-12-07,5,3
2012-12-10,5,3
2012-12-11,5,3
2012-12-12,5,3
2012-12-13,6,3
2012-12-14,6,3
2012-12-17,6,3
2012-12-18,6,3
2012-12-19,6,3
2012-12-20,7,3
2012-12-21,7,3
2012-12-24,7,3
2012-12-25,8,3
2012-12-26,8,3
2012-12-27,9,3
2012-12-28,9,3
2012-12-31,10,3
2013-01-04,10,3
2013-01-07,12,3
2013-01-08,11,3
2013-01-09,12,3
2013-01-10,13,3
2013-01-11,8,3
2013-01-14,12,3
2013-01-15,13,3
2013-01-16,12,3
2013-01-17,11,3
2013-01-18,12,3
2013-01-21,15,3
2013-01-22,11,3
2013-01-23,11,3
2013-01-24,5,3
2013-01-25,5,3
2013-01-28,9,3
2013-01-29,9,3
2013-01-30,10,3
2013-01-31,10,3
2013-02-01,9,3
2013-02-04,10,3
2013-02-05,10,3
2013-02-06,10,3
2013-02-07,11,3
2013-02-08,11,3
2013-02-18,10,3
2013-02-19,7,3
2013-02-20,6,3
2013-02-21,3,3
2013-02-22,1,1
2013-02-25,2,2
2013-02-26,0,0
2013-02-27,2,2
2013-02-28,3,3
2013-03-01,2,2
2013-03-04,0,0
2013-03-05,1,1
2013-03-06,3,3
2013-03-07,3,3
2013-03-08,3,3
2013-03-11,3,3
2013-03-12,1,1
2013-03-13,1,1
2013-03-14,1,1
2013-03-15,1,1
2013-03-18,1,1
2013-03-19,1,1
2013-03-20,6,3
2013-03-21,5,3
2013-03-22,6,3
2013-03-25,4,3
2013-03-26,3,3
2013-03-27,4,3
2013-03-28,2,2
2013-03-29,2,2
2013-04-01,3,3
2013-04-02,3,3
2013-04-03,3,3
2013-04-08,2,2
2013-04-09,3,3
2013-04-10,2,2
2013-04-11,2,2
2013-04-12,1,1
2013-04-15,1,1
2013-04-16,2,2
2013-04-17,2,2
2013-04-18,2,2
2013-04-19,2,2
2013-04-22,2,2
2013-04-23,2,2
2013-04-24,2,2
2013-04-25,1,1
2013-04-26,1,1
2013-05-02,1,1
2013-05-03,2,2
2013-05-06,2,2
2013-05-07,2,2
2013-05-08,2,2
2013-05-09,2,2
2013-05-10,3,3
2013-05-13,2,2
2013-05-14,2,2
2013-05-15,3,3
2013-05-16,3,3
2013-05-17,4,3
2013-05-20,4,3
2013-05-21,3,3
2013-05-22,3,3
2013-05-23,3,3
2013-05-24,3,3
2013-05-27,3,3
2013-05-28,5,3
2013-05-29,5,3
2013-05-30,4,3
2013-05-31,6,3
2013-06-03,4,3
2013-06-04,3,3
2013-06-05,4,3
2013-06-06,1,1
2013-06-07,1,1
2013-06-13,0,0
2013-06-14,0,0
2013-06-17,0,0
2013-06-18,1,1
2013-06-19,1,1
2013-06-20,0,0
2013-06-21,1,1
2013-06-24,0,0
2013-06-25,0,0
2013-06-26,0,0
2013-06-27,1,1
2013-06-28,2,2
2013-07-01,2,2
2013-07-02,1,1
2013-07-03,2,2
2013-07-04,2,2
2013-07-05,2,2
2013-07-08,2,2
2013-07-09,1,1
2013-07-10,1,1
2013-07-11,2,2
2013-07-12,1,1
2013-07-15,2,2
2013-07-16,2,2
2013-07-17,2,2
2013-07-18,1,1
2013-07-19,1,1
2013-07-22,1,1
2013-07-23,1,1
2013-07-24,1,1
2013-07-25,0,0
2013-07-26,0,0
2013-07-29,0,0
2013-07-30,0,0
2013-07-31,0,0
2013-08-01,0,0
2013-08-02,1,1
2013-08-05,1,1
2013-08-06,2,2
2013-08-07,2,2
2013-08-08,2,2
2013-08-09,2,2
2013-08-12,3,3
2013-08-13,3,3
2013-08-14,3,3
2013-08-15,4,3
2013-08-16,4,3
2013-08-19,4,3
2013-08-20,4,3
2013-08-21,5,3
2013-08-22,4,3
2013-08-23,3,3
2013-08-26,5,3
2013-08-27,5,3
2013-08-28,4,3
2013-08-29,6,3
2013-08-30,5,3
2013-09-02,7,3
2013-09-03,11,3
2013-09-04,11,3
2013-09-05,7,3
2013-09-06,8,3
2013-09-09,10,3
2013-09-10,14,3
2013-09-11,15,3
2013-09-12,14,3
2013-09-13,14,3
2013-09-16,12,3
2013-09-17,10,3
2013-09-18,9,3
2013-09-23,12,3
2013-09-24,10,3
2013-09-25,8,3
2013-09-26,3,3
2013-09-27,4,3
2013-09-30,4,3
2013-10-08,8,3
2013-10-09,6,3
2013-10-10,5,3
2013-10-11,6,3
2013-10-14,8,3
2013-10-15,7,3
2013-10-16,4,3
2013-10-17,7,3
2013-10-18,7,3
2013-10-21,11,3
2013-10-22,9,3
2013-10-23,8,3
2013-10-24,6,3
2013-10-25,4,3
2013-10-28,3,3
2013-10-29,2,2
2013-10-30,3,3
2013-10-31,2,2
2013-11-01,3,3
2013-11-04,3,3
2013-11-05,3,3
2013-11-06,2,2
2013-11-07,2,2
2013-11-08,2,2
2013-11-11,2,2
2013-11-12,2,2
2013-11-13,2,2
2013-11-14,3,3
2013-11-15,3,3
2013-11-18,4,3
2013-11-19,4,3
2013-11-20,4,3
2013-11-21,4,3
2013-11-22,3,3
2013-11-25,5,3
2013-11-26,6,3
2013-11-27,5,3
2013-11-28,6,3
2013-11-29,6,3
2013-12-02,6,3
2013-12-03,6,3
2013-12-04,7,3
2013-12-05,7,3
2013-12-06,7,3
2013-12-09,7,3
2013-12-10,8,3
2013-12-11,5,3
2013-12-12,4,3
2013-12-13,4,3
2013-12-16,3,3
2013-12-17,2,2
2013-12-18,3,3
2013-12-19,2,2
2013-12-20,0,0
2013-12-23,1,1
2013-12-24,1,1
2013-12-25,2,2
2013-12-26,0,0
2013-12-27,2,2
2013-12-30,3,3
2013-12-31,2,2
2014-01-02,1,1
2014-01-03,0,0
2014-01-06,0,0
2014-01-07,0,0
2014-01-08,0,0
2014-01-09,0,0
2014-01-10,0,0
2014-01-13,0,0
2014-01-14,1,1
2014-01-15,1,1
2014-01-16,1,1
2014-01-17,1,1
2014-01-20,1,1
2014-01-21,1,1
2014-01-22,2,2
2014-01-23,2,2
2014-01-24,2,2
2014-01-27,2,2
2014-01-28,1,1
2014-01-29,1,1
2014-01-30,1,1
2014-02-07,1,1
2014-02-10,1,1
2014-02-11,1,1
2014-02-12,1,1
2014-02-13,2,2
2014-02-14,2,2
2014-02-17,3,3
2014-02-18,3,3
2014-02-19,3,3
2014-02-20,2,2
2014-02-21,2,2
2014-02-24,2,2
2014-02-25,2,2
2014-02-26,2,2
2014-02-27,2,2
2014-02-28,2,2
2014-03-03,3,3
2014-03-04,3,3
2014-03-05,3,3
2014-03-06,3,3
2014-03-07,3,3
2014-03-10,1,1
2014-03-11,3,3
2014-03-12,2,2
2014-03-13,4,3
2014-03-14,4,3
2014-03-17,4,3
2014-03-18,4,3
2014-03-19,4,3
2014-03-20,3,3
2014-03-21,4,3
2014-03-24,5,3
2014-03-25,4,3
2014-03-26,3,3
2014-03-27,1,1
2014-03-28,0,0
2014-03-31,1,1
2014-04-01,2,2
2014-04-02,5,3
2014-04-03,6,3
2014-04-04,7,3
2014-04-08,7,3
2014-04-09,8,3
2014-04-10,9,3
2014-04-11,11,3
2014-04-14,13,3
2014-04-15,12,3
2014-04-16,12,3
2014-04-17,13,3
2014-04-18,11,3
2014-04-21,2,2
2014-04-22,4,3
2014-04-23,8,3
2014-04-24,5,3
2014-04-25,2,2
2014-04-28,1,1
2014-04-29,5,3
2014-04-30,4,3
2014-05-05,3,3
2014-05-06,4,3
2014-05-07,1,1
2014-05-08,2,2
2014-05-09,3,3
2014-05-12,11,3
2014-05-13,10,3
2014-05-14,10,3
2014-05-15,10,3
2014-05-16,13,3
2014-05-19,8,3
2014-05-20,9,3
2014-05-21,10,3
2014-05-22,10,3
2014-05-23,11,3
2014-05-26,13,3
2014-05-27,10,3
2014-05-28,14,3
2014-05-29,13,3
2014-05-30,15,3
2014-06-03,15,3
2014-06-04,10,3
2014-06-05,14,3
2014-06-06,10,3
2014-06-09,10,3
2014-06-10,13,3
2014-06-11,13,3
2014-06-12,11,3
2014-06-13,14,3
2014-06-16,16,3
2014-06-17,16,3
2014-06-18,14,3
2014-06-19,8,3
2014-06-20,12,3
2014-06-23,10,3
2014-06-24,12,3
2014-06-25,10,3
2014-06-26,14,3
2014-06-27,12,3
2014-06-30,13,3
2014-07-01,13,3
2014-07-02,13,3
2014-07-03,14,3
2014-07-04,14,3
2014-07-07,15,3
2014-07-08,15,3
2014-07-09,8,3
2014-07-10,11,3
2014-07-11,10,3
2014-07-14,14,3
2014-07-15,18,3
2014-07-16,17,3
2014-07-17,17,3
2014-07-18,16,3
2014-07-21,15,3
2014-07-22,20,3
2014-07-23,20,3
2014-07-24,22,3
2014-07-25,22,3
2014-07-28,22,3
2014-07-29,23,3
2014-07-30,24,3
2014-07-31,24,3
2014-08-01,25,3
2014-08-04,24,3
2014-08-05,24,3
2014-08-06,25,3
2014-08-07,25,3
2014-08-08,23,3
2014-08-11,25,3
2014-08-12,24,3
2014-08-13,24,3
2014-08-14,21,3
2014-08-15,23,3
2014-08-18,23,3
2014-08-19,21,3
2014-08-20,15,3
2014-08-21,7,3
2014-08-22,10,3
2014-08-25,7,3
2014-08-26,5,3
2014-08-27,3,3
2014-08-28,2,2
2014-08-29,2,2
2014-09-01,8,3
2014-09-02,17,3
2014-09-03,25,3
2014-09-04,25,3
2014-09-05,26,3
2014-09-09,23,3
2014-09-10,21,3
2014-09-11,17,3
2014-09-12,18,3
2014-09-15,17,3
2014-09-16,12,3
2014-09-17,14,3
2014-09-18,14,3
2014-09-19,16,3
2014-09-22,6,3
2014-09-23,7,3
2014-09-24,14,3
2014-09-25,15,3
2014-09-26,14,3
2014-09-29,10,3
2014-09-30,13,3
2014-10-08,14,3
2014-10-09,13,3
2014-10-10,11,3
2014-10-13,9,3
2014-10-14,7,3
2014-10-15,8,3
2014-10-16,6,3
2014-10-17,6,3
2014-10-20,7,3
2014-10-21,5,3
2014-10-22,3,3
2014-10-23,1,1
2014-10-24,0,0
2014-10-27,0,0
2014-10-28,2,2
2014-10-29,2,2
2014-10-30,7,3
2014-10-31,8,3
2014-11-03,8,3
2014-11-04,9,3
2014-11-05,9,3
2014-11-06,9,3
2014-11-07,11,3
2014-11-10,12,3
2014-11-11,11,3
2014-11-12,12,3
2014-11-13,11,3
2014-11-14,13,3
2014-11-17,12,3
2014-11-18,14,3
2014-11-19,12,3
2014-11-20,7,3
2014-11-21,13,3
2014-11-24,16,3
2014-11-25,18,3
2014-11-26,17,3
2014-11-27,17,3
2014-11-28,17,3
2014-12-01,17,3
2014-12-02,17,3
2014-12-03,19,3
2014-12-04,18,3
2014-12-05,16,3
2014-12-08,16,3
2014-12-09,20,3
2014-12-10,20,3
2014-12-11,20,3
2014-12-12,20,3
2014-12-15,22,3
2014-12-16,20,3
2014-12-17,18,3
2014-12-18,19,3
2014-12-19,15,3
2014-12-22,14,3
2014-12-23,15,3
2014-12-24,14,3
2014-12-25,15,3
2014-12-26,14,3
2014-12-29,11,3
2014-12-30,11,3
2014-12-31,13,3
2015-01-05,13,3
2015-01-06,13,3
2015-01-07,14,3
2015-01-08,12,3
2015-01-09,12,3
2015-01-12,9,3
2015-01-13,9,3
2015-01-14,8,3
2015-01-15,9,3
2015-01-16,10,3
2015-01-19,2,2
2015-01-20,3,3
2015-01-21,5,3
